State,County,Obesity
Texas,Tom Green County,28.3
Texas,Travis County,23.7
Texas,Trinity County,31.5
Texas,Tyler County,29.8
Texas,Upshur County,31
Texas,Upton County,29.8
Texas,Uvalde County,29.5
Texas,Val Verde County,27.7
Texas,Van Zandt County,32.5
Texas,Victoria County,29.8
Texas,Walker County,32.6
Texas,Waller County,32.3
Texas,Ward County,30
Texas,Washington County,28.6
Texas,Webb County,30.7
Texas,Wharton County,29.2
Texas,Wheeler County,29.6
Texas,Wichita County,32.9
Texas,Wilbarger County,29.2
Texas,Willacy County,28.5
Texas,Williamson County,27.1
Texas,Wilson County,27.6
Texas,Winkler County,31.8
Texas,Wise County,29.4
Texas,Wood County,29
Texas,Yoakum County,29.8
Texas,Young County,27.8
Texas,Zapata County,30.5
Texas,Zavala County,29
Utah,Beaver County,28.3
Utah,Box Elder County,28.3
Utah,Cache County,23.5
Utah,Carbon County,26.1
Utah,Daggett County,27
Utah,Davis County,24.7
Utah,Duchesne County,26.6
Utah,Emery County,27.6
Utah,Garfield County,26.1
Utah,Grand County,20.6
Utah,Iron County,25.6
Utah,Juab County,29.7
Utah,Kane County,23.1
Utah,Millard County,29.7
Utah,Morgan County,22.9
Utah,Piute County,24.2
Utah,Rich County,28.4
Utah,Salt Lake County,24.6
Utah,San Juan County,28.5
Utah,Sanpete County,25.3
Utah,Sevier County,29.2
Utah,Summit County,15.3
Utah,Tooele County,30.3
Utah,Uintah County,29.8
Utah,Utah County,23.5
Utah,Wasatch County,23.2
Utah,Washington County,23.8
Utah,Wayne County,24.9
Utah,Weber County,27.3
Vermont,Addison County,22.9
Vermont,Bennington County,24.7
Vermont,Caledonia County,28.2
Vermont,Chittenden County,20.8
Vermont,Essex County,28.4
Vermont,Franklin County,29.2
Vermont,Grand Isle County,27.7
Vermont,Lamoille County,25.6
Vermont,Orange County,28.1
Vermont,Orleans County,29.8
Vermont,Rutland County,28.2
Vermont,Washington County,21.8
Vermont,Windham County,23.5
Vermont,Windsor County,24
Virginia,Accomack County,35.5
Virginia,Albemarle County,27
Virginia,Alleghany County,26
Virginia,Amelia County,32.7
Virginia,Amherst County,30.9
Virginia,Appomattox County,30.4
Virginia,Arlington County,19.3
Virginia,Augusta County,27.6
Virginia,Bath County,27.8
Virginia,Bedford County,25.8
Virginia,Bland County,28.2
Virginia,Botetourt County,27.2
Virginia,Brunswick County,34.9
Virginia,Buchanan County,29.4
Virginia,Buckingham County,30.9
Virginia,Campbell County,31.7
Virginia,Caroline County,29.9
Virginia,Carroll County,31
Virginia,Charles City County,35.6
Virginia,Charlotte County,31.7
Virginia,Chesterfield County,28.4
Virginia,Clarke County,29.8
Virginia,Craig County,30
Virginia,Culpeper County,33
Virginia,Cumberland County,32.2
Virginia,Dickenson County,28.8
Virginia,Dinwiddie County,32.4
Virginia,Essex County,29.3
Virginia,Fairfax County,22.2
Virginia,Fauquier County,27.9
Virginia,Floyd County,27.8
Virginia,Fluvanna County,30.1
Virginia,Franklin County,29
Virginia,Frederick County,29.3
Virginia,Giles County,32.5
Virginia,Gloucester County,31
Virginia,Goochland County,26
Virginia,Grayson County,31.8
Virginia,Greene County,29.9
Virginia,Greensville County,34
Virginia,Halifax County,32.6
Virginia,Hanover County,26.6
Virginia,Henrico County,27.9
Virginia,Henry County,30.3
Virginia,Highland County,28
Virginia,Isle of Wight County,31.7
Virginia,James City County,26.5
Virginia,King and Queen County,33.9
Virginia,King George County,28.9
Virginia,King William County,32
Virginia,Lancaster County,31.7
Virginia,Lee County,33
Virginia,Loudoun County,22.5
Virginia,Louisa County,34
Virginia,Lunenburg County,33.8
Virginia,Madison County,33
Virginia,Mathews County,27.4
Virginia,Mecklenburg County,32.8
Virginia,Middlesex County,28.5
Virginia,Montgomery County,27
Virginia,Nelson County,25.4
Virginia,New Kent County,30
Virginia,Northampton County,29.8
Virginia,Northumberland County,29.6
Virginia,Nottoway County,36.1
Virginia,Orange County,32.6
Virginia,Page County,30.9
Virginia,Patrick County,29.2
Virginia,Pittsylvania County,30.9
Virginia,Powhatan County,29.2
Virginia,Prince Edward County,33.8
Virginia,Prince George County,36
Virginia,Prince William County,28.2
Virginia,Pulaski County,27.4
Virginia,Rappahannock County,26.4
Virginia,Richmond County,31.2
Virginia,Roanoke County,26.6
Virginia,Rockbridge County,27.9
Virginia,Rockingham County,29.8
Virginia,Russell County,32
Virginia,Scott County,29.7
Virginia,Shenandoah County,30
Virginia,Smyth County,31.4
Virginia,Southampton County,31.4
Virginia,Spotsylvania County,29.8
Virginia,Stafford County,31.7
Virginia,Surry County,33
Virginia,Sussex County,37.3
Virginia,Tazewell County,30.8
Virginia,Warren County,26
Virginia,Washington County,29.4
Virginia,Westmoreland County,29
Virginia,Wise County,33.6
Virginia,Wythe County,28.8
Virginia,York County,28.2
Virginia,Alexandria city,19.5
Virginia,Bedford city,30.1
Virginia,Bristol city,29.3
Virginia,Buena Vista city,29.1
Virginia,Charlottesville city,28.2
Virginia,Chesapeake city,28.5
Virginia,Colonial Heights city,27.3
Virginia,Covington city,29.1
Virginia,Danville city,33.2
Virginia,Emporia city,33.6
Virginia,Fairfax city,25.1
Virginia,Falls Church city,26.7
Virginia,Franklin city,34
Virginia,Fredericksburg city,32.3
Virginia,Galax city,29.9
Virginia,Hampton city,36.5
Virginia,Harrisonburg city,31
Virginia,Hopewell city,34.1
Virginia,Lexington city,28.8
Virginia,Lynchburg city,33.1
Virginia,Manassas city,29.6
Virginia,Manassas Park city,30.5
Virginia,Martinsville city,32.3
Virginia,Newport News city,33.9
Virginia,Norfolk city,35.2
Virginia,Norton city,28.3
Virginia,Petersburg city,37.8
Virginia,Poquoson city,29.5
Virginia,Portsmouth city,40.1
Virginia,Radford city,28.4
Virginia,Richmond city,27.9
Virginia,Roanoke city,35.6
Virginia,Salem city,28.3
Virginia,Staunton city,28.9
Virginia,Suffolk city,32.4
Virginia,Virginia Beach city,27.5
Virginia,Waynesboro city,29.4
Virginia,Williamsburg city,28.6
Virginia,Winchester city,29.7
Washington,Adams County,37.3
Washington,Asotin County,29.1
Washington,Benton County,32.4
Washington,Chelan County,26.8
Washington,Clallam County,27.4
Washington,Clark County,29.1
Washington,Columbia County,32.4
Washington,Cowlitz County,36.7
Washington,Douglas County,28.8
Washington,Ferry County,27.5
Washington,Franklin County,32.2
Washington,Garfield County,33.7
Washington,Grant County,32.8
Washington,Grays Harbor County,32.7
Washington,Island County,26.2
Washington,Jefferson County,25.1
Washington,King County,22.5
Washington,Kitsap County,29.7
Washington,Kittitas County,27
Washington,Klickitat County,27.8
Washington,Lewis County,32.4
Washington,Lincoln County,31.7
Washington,Mason County,32.2
Washington,Okanogan County,29.4
Washington,Pacific County,35
Washington,Pend Oreille County,29.6
Washington,Pierce County,31.4
Washington,San Juan County,18.5
Washington,Skagit County,27.8
Washington,Skamania County,31.8
Washington,Snohomish County,29.1
Washington,Spokane County,28
Washington,Stevens County,27.8
Washington,Thurston County,28.6
Washington,Wahkiakum County,30.8
Washington,Walla Walla County,27.6
Washington,Whatcom County,25.3
Washington,Whitman County,27.8
Washington,Yakima County,31.9
West Virginia,Barbour County,31.9
West Virginia,Berkeley County,33.3
West Virginia,Boone County,33.5
West Virginia,Braxton County,34
West Virginia,Brooke County,34.4
West Virginia,Cabell County,33.9
West Virginia,Calhoun County,35.9
West Virginia,Clay County,38.3
West Virginia,Doddridge County,35.1
West Virginia,Fayette County,33.4
West Virginia,Gilmer County,35.6
West Virginia,Grant County,33.4
West Virginia,Greenbrier County,30.2
West Virginia,Hampshire County,34.2
West Virginia,Hancock County,32.6
West Virginia,Hardy County,32
West Virginia,Harrison County,32
West Virginia,Jackson County,34.8
West Virginia,Jefferson County,33.5
West Virginia,Kanawha County,31.5
West Virginia,Lewis County,31.8
West Virginia,Lincoln County,38
West Virginia,Logan County,41.2
West Virginia,McDowell County,36.7
West Virginia,Marion County,33.8
West Virginia,Marshall County,31.7
West Virginia,Mason County,37.4
West Virginia,Mercer County,33.9
West Virginia,Mineral County,34.2
West Virginia,Mingo County,34.9
West Virginia,Monongalia County,28.2
West Virginia,Monroe County,31.1
West Virginia,Morgan County,32.3
West Virginia,Nicholas County,33.6
West Virginia,Ohio County,27.3
West Virginia,Pendleton County,34.8
West Virginia,Pleasants County,31
West Virginia,Pocahontas County,30.6
West Virginia,Preston County,35.5
West Virginia,Putnam County,29.4
West Virginia,Raleigh County,33.4
West Virginia,Randolph County,32.6
West Virginia,Ritchie County,32.6
West Virginia,Roane County,36.4
West Virginia,Summers County,35.7
West Virginia,Taylor County,32.8
West Virginia,Tucker County,30.1
West Virginia,Tyler County,34
West Virginia,Upshur County,31.5
West Virginia,Wayne County,35.5
West Virginia,Webster County,35.6
West Virginia,Wetzel County,35.4
West Virginia,Wirt County,38.4
West Virginia,Wood County,31.7
West Virginia,Wyoming County,37
Wisconsin,Adams County,30.2
Wisconsin,Ashland County,30.5
Wisconsin,Barron County,32.8
Wisconsin,Bayfield County,28.9
Wisconsin,Brown County,29.3
Wisconsin,Buffalo County,33.4
Wisconsin,Burnett County,30.5
Wisconsin,Calumet County,31
Wisconsin,Chippewa County,29.7
Wisconsin,Clark County,29.4
Wisconsin,Columbia County,33.3
Wisconsin,Crawford County,29.1
Wisconsin,Dane County,24.8
Wisconsin,Dodge County,33.5
Wisconsin,Door County,30.9
Wisconsin,Douglas County,29.7
Wisconsin,Dunn County,28.7
Wisconsin,Eau Claire County,28.8
Wisconsin,Florence County,30.4
Wisconsin,Fond du Lac County,31
Wisconsin,Forest County,30
Wisconsin,Grant County,26.6
Wisconsin,Green County,28.3
Wisconsin,Green Lake County,29.6
Wisconsin,Iowa County,28.2
Wisconsin,Iron County,29.3
Wisconsin,Jackson County,31.4
Wisconsin,Jefferson County,32.7
Wisconsin,Juneau County,29.5
Wisconsin,Kenosha County,31.3
Wisconsin,Kewaunee County,31.5
Wisconsin,La Crosse County,24.1
Wisconsin,Lafayette County,30.3
Wisconsin,Langlade County,29.4
Wisconsin,Lincoln County,29.1
Wisconsin,Manitowoc County,31.9
Wisconsin,Marathon County,28.4
Wisconsin,Marinette County,29.6
Wisconsin,Marquette County,29.5
Wisconsin,Menominee County,40.3
Wisconsin,Milwaukee County,31.3
Wisconsin,Monroe County,28.9
Wisconsin,Oconto County,29.4
Wisconsin,Oneida County,27.4
Wisconsin,Outagamie County,30.6
Wisconsin,Ozaukee County,25.8
Wisconsin,Pepin County,27.9
Wisconsin,Pierce County,28.1
Wisconsin,Polk County,32
Wisconsin,Portage County,28.8
Wisconsin,Price County,28.6
Wisconsin,Racine County,30.8
Wisconsin,Richland County,31.6
Wisconsin,Rock County,30.4
Wisconsin,Rusk County,30.1
Wisconsin,St. Croix County,30.5
Wisconsin,Sauk County,28.8
Wisconsin,Sawyer County,26.7
Wisconsin,Shawano County,31.4
Wisconsin,Sheboygan County,26.7
Wisconsin,Taylor County,29.2
Wisconsin,Trempealeau County,33.1
Wisconsin,Vernon County,28.2
Wisconsin,Vilas County,28
Wisconsin,Walworth County,26
Wisconsin,Washburn County,30.6
Wisconsin,Washington County,27.3
Wisconsin,Waukesha County,24.9
Wisconsin,Waupaca County,30.2
Wisconsin,Waushara County,29.6
Wisconsin,Winnebago County,29.7
Wisconsin,Wood County,27.5
Wyoming,Albany County,21.8
Wyoming,Big Horn County,27.3
Wyoming,Campbell County,32.7
Wyoming,Carbon County,27.5
Wyoming,Converse County,29.7
Wyoming,Crook County,24
Wyoming,Fremont County,25.6
Wyoming,Goshen County,26.5
Wyoming,Hot Springs County,25.1
Wyoming,Johnson County,24
Wyoming,Laramie County,25.8
Wyoming,Lincoln County,23
Wyoming,Natrona County,27.2
Wyoming,Niobrara County,23.8
Wyoming,Park County,21.2
Wyoming,Platte County,25.7
Wyoming,Sheridan County,25.5
Wyoming,Sublette County,23.1
Wyoming,Sweetwater County,27.4
Wyoming,Teton County,13.1
Wyoming,Uinta County,29.8
Wyoming,Washakie County,24.1
Wyoming,Weston County,31.3
