State,County,Obesity
Kentucky,Anderson County,5281
Kentucky,Ballard County,2138
Kentucky,Barren County,9722
Kentucky,Bath County,2916
Kentucky,Bell County,6961
Kentucky,Boone County,24703
Kentucky,Bourbon County,4889
Kentucky,Boyd County,12864
Kentucky,Boyle County,6518
Kentucky,Bracken County,2061
Kentucky,Breathitt County,4113
Kentucky,Breckinridge County,4994
Kentucky,Bullitt County,18426
Kentucky,Butler County,3312
Kentucky,Caldwell County,3194
Kentucky,Calloway County,8139
Kentucky,Campbell County,20391
Kentucky,Carlisle County,1164
Kentucky,Carroll County,2626
Kentucky,Carter County,6522
Kentucky,Casey County,4204
Kentucky,Christian County,16224
Kentucky,Clark County,8401
Kentucky,Clay County,5149
Kentucky,Clinton County,2444
Kentucky,Crittenden County,2249
Kentucky,Cumberland County,1757
Kentucky,Daviess County,21200
Kentucky,Edmonson County,3242
Kentucky,Elliott County,2190
Kentucky,Estill County,3553
Kentucky,Fayette County,64437
Kentucky,Fleming County,3766
Kentucky,Floyd County,11395
Kentucky,Franklin County,11831
Kentucky,Fulton County,1899
Kentucky,Gallatin County,1912
Kentucky,Garrard County,4729
Kentucky,Grant County,5992
Kentucky,Graves County,8566
Kentucky,Grayson County,6715
Kentucky,Green County,2532
Kentucky,Greenup County,10165
Kentucky,Hancock County,2213
Kentucky,Hardin County,23011
Kentucky,Harlan County,7504
Kentucky,Harrison County,4052
Kentucky,Hart County,4387
Kentucky,Henderson County,11235
Kentucky,Henry County,3966
Kentucky,Hickman County,1229
Kentucky,Hopkins County,11968
Kentucky,Jackson County,3742
Kentucky,Jefferson County,182991
Kentucky,Jessamine County,11262
Kentucky,Johnson County,7057
Kentucky,Kenton County,36659
Kentucky,Knott County,4475
Kentucky,Knox County,7687
Kentucky,Larue County,3254
Kentucky,Laurel County,14035
Kentucky,Lawrence County,4358
Kentucky,Lee County,1924
Kentucky,Leslie County,3124
Kentucky,Letcher County,6649
Kentucky,Lewis County,3721
Kentucky,Lincoln County,6743
Kentucky,Livingston County,2402
Kentucky,Logan County,6451
Kentucky,Lyon County,2158
Kentucky,McCracken County,14874
Kentucky,McCreary County,4413
Kentucky,McLean County,2298
Kentucky,Madison County,18041
Kentucky,Magoffin County,3327
Kentucky,Marion County,4909
Kentucky,Marshall County,8294
Kentucky,Martin County,3787
Kentucky,Mason County,4083
Kentucky,Meade County,7300
Kentucky,Menifee County,1665
Kentucky,Mercer County,5238
Kentucky,Metcalfe County,2561
Kentucky,Monroe County,2921
Kentucky,Montgomery County,6394
Kentucky,Morgan County,3929
Kentucky,Muhlenberg County,8160
Kentucky,Nelson County,9417
Kentucky,Nicholas County,1649
Kentucky,Ohio County,6004
Kentucky,Oldham County,12255
Kentucky,Owen County,2670
Kentucky,Owsley County,1283
Kentucky,Pendleton County,3592
Kentucky,Perry County,8924
Kentucky,Pike County,17986
Kentucky,Powell County,3060
Kentucky,Pulaski County,14910
Kentucky,Robertson County,548
Kentucky,Rockcastle County,4742
Kentucky,Rowan County,5839
Kentucky,Russell County,4270
Kentucky,Scott County,10862
Kentucky,Shelby County,10187
Kentucky,Simpson County,3868
Kentucky,Spencer County,4181
Kentucky,Taylor County,5794
Kentucky,Todd County,2889
Kentucky,Trigg County,3601
Kentucky,Trimble County,2255
Kentucky,Union County,3924
Kentucky,Warren County,22935
Kentucky,Washington County,2868
Kentucky,Wayne County,4925
Kentucky,Webster County,3400
Kentucky,Whitley County,9257
Kentucky,Wolfe County,1720
Kentucky,Woodford County,5827
Louisiana,Acadia Parish,13928
Louisiana,Allen Parish,7272
Louisiana,Ascension Parish,25608
Louisiana,Assumption Parish,5667
Louisiana,Avoyelles Parish,11987
Louisiana,Beauregard Parish,8471
Louisiana,Bienville Parish,4147
Louisiana,Bossier Parish,28619
Louisiana,Caddo Parish,62882
Louisiana,Calcasieu Parish,48024
Louisiana,Caldwell Parish,3052
Louisiana,Cameron Parish,1793
Louisiana,Catahoula Parish,2784
Louisiana,Claiborne Parish,4756
Louisiana,Concordia Parish,5334
Louisiana,De Soto Parish,7162
Louisiana,East Baton Rouge Parish,107854
Louisiana,East Carroll Parish,2294
Louisiana,East Feliciana Parish,5513
Louisiana,Evangeline Parish,7501
Louisiana,Franklin Parish,5302
Louisiana,Grant Parish,5550
Louisiana,Iberia Parish,18956
Louisiana,Iberville Parish,9570
Louisiana,Jackson Parish,4278
Louisiana,Jefferson Parish,104112
Louisiana,Jefferson Davis Parish,7726
Louisiana,Lafayette Parish,47414
Louisiana,Lafourche Parish,26471
Louisiana,La Salle Parish,3906
Louisiana,Lincoln Parish,11037
Louisiana,Livingston Parish,29847
Louisiana,Madison Parish,3536
Louisiana,Morehouse Parish,7924
Louisiana,Natchitoches Parish,10948
Louisiana,Orleans Parish,81178
Louisiana,Ouachita Parish,36289
Louisiana,Plaquemines Parish,5495
Louisiana,Pointe Coupee Parish,5424
Louisiana,Rapides Parish,32509
Louisiana,Red River Parish,2194
Louisiana,Richland Parish,5784
Louisiana,Sabine Parish,6459
Louisiana,St. Bernard Parish,9487
Louisiana,St. Charles Parish,12416
Louisiana,St. Helena Parish,3040
Louisiana,St. James Parish,5709
Louisiana,St. John the Baptist Pa,11746
Louisiana,St. Landry Parish,24260
Louisiana,St. Martin Parish,13217
Louisiana,St. Mary Parish,14890
Louisiana,St. Tammany Parish,49121
Louisiana,Tangipahoa Parish,31680
Louisiana,Tensas Parish,1342
Louisiana,Terrebonne Parish,31759
Louisiana,Union Parish,6190
Louisiana,Vermilion Parish,13554
Louisiana,Vernon Parish,13722
Louisiana,Washington Parish,13180
Louisiana,Webster Parish,10347
Louisiana,West Baton Rouge Parish,5669
Louisiana,West Carroll Parish,3135
Louisiana,West Feliciana Parish,4414
Louisiana,Winn Parish,3919
Maine,Androscoggin County,25155
Maine,Aroostook County,18262
Maine,Cumberland County,47088
Maine,Franklin County,7111
Maine,Hancock County,10538
Maine,Kennebec County,28211
Maine,Knox County,8124
Maine,Lincoln County,6420
Maine,Oxford County,13354
Maine,Penobscot County,36633
Maine,Piscataquis County,4486
Maine,Sagadahoc County,6788
Maine,Somerset County,13422
Maine,Waldo County,8632
Maine,Washington County,8258
Maine,York County,40147
Maryland,Allegany County,16572
Maryland,Anne Arundel County,112263
Maryland,Baltimore County,167226
Maryland,Calvert County,18006
Maryland,Caroline County,8093
Maryland,Carroll County,34373
Maryland,Cecil County,23786
Maryland,Charles County,35041
Maryland,Dorchester County,8480
Maryland,Frederick County,45042
Maryland,Garrett County,7119
Maryland,Harford County,50186
Maryland,Howard County,51122
Maryland,Kent County,4293
Maryland,Montgomery County,132983
Maryland,Prince George's County,213131
Maryland,Queen Anne's County,9176
Maryland,St. Mary's County,21042
Maryland,Somerset County,7644
Maryland,Talbot County,7994
Maryland,Washington County,34992
Maryland,Wicomico County,24123
Maryland,Worcester County,13253
Maryland,Baltimore city,155803
Massachusetts,Barnstable County,31472
Massachusetts,Berkshire County,22370
Massachusetts,Bristol County,119612
Massachusetts,Dukes County,2584
Massachusetts,Essex County,129796
Massachusetts,Franklin County,13867
Massachusetts,Hampden County,98784
Massachusetts,Hampshire County,26848
Massachusetts,Middlesex County,266426
Massachusetts,Nantucket County,1890
Massachusetts,Norfolk County,99821
Massachusetts,Plymouth County,89900
Massachusetts,Suffolk County,120701
Massachusetts,Worcester County,150547
Michigan,Alcona County,2749
Michigan,Alger County,2540
Michigan,Allegan County,27232
Michigan,Alpena County,7576
Michigan,Antrim County,5662
Michigan,Arenac County,4219
Michigan,Baraga County,2196
Michigan,Barry County,15948
Michigan,Bay County,27117
Michigan,Benzie County,4260
Michigan,Berrien County,42365
Michigan,Branch County,11686
Michigan,Calhoun County,36770
Michigan,Cass County,12127
Michigan,Charlevoix County,5334
Michigan,Cheboygan County,6627
Michigan,Chippewa County,11267
Michigan,Clare County,6952
Michigan,Clinton County,18187
Michigan,Crawford County,3254
Michigan,Delta County,8923
Michigan,Dickinson County,5947
Michigan,Eaton County,26215
Michigan,Emmet County,7098
Michigan,Genesee County,110468
Michigan,Gladwin County,6835
Michigan,Gogebic County,3746
Michigan,Grand Traverse County,20642
Michigan,Gratiot County,11790
Michigan,Hillsdale County,10309
Michigan,Houghton County,7175
Michigan,Huron County,7417
Michigan,Ingham County,62772
Michigan,Ionia County,15717
Michigan,Iosco County,7096
Michigan,Iron County,2995
Michigan,Isabella County,15816
Michigan,Jackson County,40714
Michigan,Kalamazoo County,56688
Michigan,Kalkaska County,3910
Michigan,Kent County,131362
Michigan,Keweenaw County,561
Michigan,Lake County,2934
Michigan,Lapeer County,21616
Michigan,Leelanau County,4510
Michigan,Lenawee County,23758
Michigan,Livingston County,34711
Michigan,Luce County,1834
Michigan,Mackinac County,2990
Michigan,Macomb County,187837
Michigan,Manistee County,5588
Michigan,Marquette County,15300
Michigan,Mason County,7044
Michigan,Mecosta County,9791
Michigan,Menominee County,5830
Michigan,Midland County,18847
Michigan,Missaukee County,3597
Michigan,Monroe County,37142
Michigan,Montcalm County,14840
Michigan,Montmorency County,2523
Michigan,Muskegon County,44172
Michigan,Newaygo County,12370
Michigan,Oakland County,240196
Michigan,Oceana County,6724
Michigan,Ogemaw County,5784
Michigan,Ontonagon County,1899
Michigan,Osceola County,5814
Michigan,Oscoda County,2038
Michigan,Otsego County,5711
Michigan,Ottawa County,46791
Michigan,Presque Isle County,3586
Michigan,Roscommon County,6701
Michigan,Saginaw County,58026
Michigan,St. Clair County,36637
Michigan,St. Joseph County,14504
Michigan,Sanilac County,11484
Michigan,Schoolcraft County,1815
Michigan,Shiawassee County,17770
Michigan,Tuscola County,12704
Michigan,Van Buren County,17432
Michigan,Washtenaw County,59629
Michigan,Wayne County,445765
Michigan,Wexford County,7824
Minnesota,Aitkin County,3568
Minnesota,Anoka County,72970
Minnesota,Becker County,6667
Minnesota,Beltrami County,8915
Minnesota,Benton County,8137
Minnesota,Big Stone County,1152
Minnesota,Blue Earth County,12009
Minnesota,Brown County,5592
Minnesota,Carlton County,7299
Minnesota,Carver County,15359
Minnesota,Cass County,6195
Minnesota,Chippewa County,2885
Minnesota,Chisago County,11056
Minnesota,Clay County,13269
Minnesota,Clearwater County,1897
Minnesota,Cook County,1104
Minnesota,Cottonwood County,2475
Minnesota,Crow Wing County,12536
Minnesota,Dakota County,72429
Minnesota,Dodge County,4598
Minnesota,Douglas County,7304
Minnesota,Faribault County,3276
Minnesota,Fillmore County,4180
Minnesota,Freeborn County,7238
Minnesota,Goodhue County,9619
Minnesota,Grant County,1254
Minnesota,Hennepin County,189001
Minnesota,Houston County,3944
Minnesota,Hubbard County,4447
Minnesota,Isanti County,7537
Minnesota,Itasca County,9555
Minnesota,Jackson County,2297
Minnesota,Kanabec County,3167
Minnesota,Kandiyohi County,8985
Minnesota,Kittson County,1101
Minnesota,Koochiching County,3032
Minnesota,Lac qui Parle County,1633
Minnesota,Lake County,2538
Minnesota,Lake of the Woods Count,888
Minnesota,Le Sueur County,6092
Minnesota,Lincoln County,1232
Minnesota,Lyon County,5180
Minnesota,McLeod County,8484
Minnesota,Mahnomen County,1131
Minnesota,Marshall County,1891
Minnesota,Martin County,4301
Minnesota,Meeker County,5007
Minnesota,Mille Lacs County,5430
Minnesota,Morrison County,6757
Minnesota,Mower County,7909
Minnesota,Murray County,2103
Minnesota,Nicollet County,6915
Minnesota,Nobles County,4251
Minnesota,Norman County,1660
Minnesota,Olmsted County,25027
Minnesota,Otter Tail County,12280
Minnesota,Pennington County,2834
Minnesota,Pine County,6403
Minnesota,Pipestone County,2019
Minnesota,Polk County,6936
Minnesota,Pope County,2369
Minnesota,Ramsey County,91750
Minnesota,Red Lake County,908
Minnesota,Redwood County,3569
Minnesota,Renville County,3876
Minnesota,Rice County,11903
Minnesota,Rock County,1705
Minnesota,Roseau County,3819
Minnesota,St. Louis County,41873
Minnesota,Scott County,21237
Minnesota,Sherburne County,18550
Minnesota,Sibley County,3203
Minnesota,Stearns County,30156
Minnesota,Steele County,6945
Minnesota,Stevens County,2000
Minnesota,Swift County,2142
Minnesota,Todd County,5374
Minnesota,Traverse County,785
Minnesota,Wabasha County,4353
Minnesota,Wadena County,3132
Minnesota,Waseca County,4416
Minnesota,Washington County,41282
Minnesota,Watonwan County,2514
Minnesota,Wilkin County,1469
Minnesota,Winona County,10348
Minnesota,Wright County,22542
Minnesota,Yellow Medicine County,1956
Mississippi,Adams County,8789
Mississippi,Alcorn County,8719
Mississippi,Amite County,3414
Mississippi,Attala County,5303
Mississippi,Benton County,2271
Mississippi,Bolivar County,8616
Mississippi,Calhoun County,3656
Mississippi,Carroll County,2663
Mississippi,Chickasaw County,4573
Mississippi,Choctaw County,2175
Mississippi,Claiborne County,2793
Mississippi,Clarke County,4241
Mississippi,Clay County,5773
Mississippi,Coahoma County,8310
Mississippi,Copiah County,7382
Mississippi,Covington County,5384
Mississippi,DeSoto County,36708
Mississippi,Forrest County,19748
Mississippi,Franklin County,2423
Mississippi,George County,5961
Mississippi,Greene County,4137
Mississippi,Grenada County,5999
Mississippi,Hancock County,10799
Mississippi,Harrison County,46531
Mississippi,Hinds County,63648
Mississippi,Holmes County,5247
Mississippi,Humphreys County,2702
Mississippi,Issaquena County,406
Mississippi,Itawamba County,6180
Mississippi,Jackson County,33290
Mississippi,Jasper County,4993
Mississippi,Jefferson County,2561
Mississippi,Jefferson Davis County,3399
Mississippi,Jones County,17783
Mississippi,Kemper County,2720
Mississippi,Lafayette County,11558
Mississippi,Lamar County,13415
Mississippi,Lauderdale County,21155
Mississippi,Lawrence County,3533
Mississippi,Leake County,5670
Mississippi,Lee County,17686
Mississippi,Leflore County,9111
Mississippi,Lincoln County,9069
Mississippi,Lowndes County,15613
Mississippi,Madison County,21272
Mississippi,Marion County,7227
Mississippi,Marshall County,10520
Mississippi,Monroe County,9233
Mississippi,Montgomery County,2880
Mississippi,Neshoba County,7249
Mississippi,Newton County,4819
Mississippi,Noxubee County,3528
Mississippi,Oktibbeha County,11110
Mississippi,Panola County,8772
Mississippi,Pearl River County,13300
Mississippi,Perry County,2857
Mississippi,Pike County,10684
Mississippi,Pontotoc County,7685
Mississippi,Prentiss County,6104
Mississippi,Quitman County,2361
Mississippi,Rankin County,35146
Mississippi,Scott County,7737
Mississippi,Sharkey County,1433
Mississippi,Simpson County,7032
Mississippi,Smith County,3974
Mississippi,Stone County,4069
Mississippi,Sunflower County,9323
Mississippi,Tallahatchie County,4468
Mississippi,Tate County,7075
Mississippi,Tippah County,5519
Mississippi,Tishomingo County,4327
Mississippi,Tunica County,2969
Mississippi,Union County,6584
Mississippi,Walthall County,4311
Mississippi,Warren County,13880
Mississippi,Washington County,14100
Mississippi,Wayne County,5404
Mississippi,Webster County,2644
Mississippi,Wilkinson County,3122
Mississippi,Winston County,4984
Mississippi,Yalobusha County,3546
Mississippi,Yazoo County,7767
Missouri,Adair County,5676
Missouri,Andrew County,3689
Missouri,Atchison County,1263
Missouri,Audrain County,5449
Missouri,Barry County,7749
Missouri,Barton County,2741
Missouri,Bates County,4104
Missouri,Benton County,5326
Missouri,Bollinger County,3250
Missouri,Boone County,30848
Missouri,Buchanan County,25032
Missouri,Butler County,10437
Missouri,Caldwell County,2494
Missouri,Callaway County,11332
Missouri,Camden County,10217
Missouri,Cape Girardeau County,15194
Missouri,Carroll County,2176
Missouri,Carter County,1508
Missouri,Cass County,23486
Missouri,Cedar County,3250
Missouri,Chariton County,1884
Missouri,Christian County,16060
Missouri,Clark County,1757
Missouri,Clay County,45450
Missouri,Clinton County,4871
Missouri,Cole County,17021
Missouri,Cooper County,3861
Missouri,Crawford County,5846
Missouri,Dade County,1891
Missouri,Dallas County,4012
Missouri,Daviess County,1865
Missouri,DeKalb County,3653
Missouri,Dent County,4002
Missouri,Douglas County,3290
Missouri,Dunklin County,8165
Missouri,Franklin County,25495
Missouri,Gasconade County,3549
Missouri,Gentry County,1632
Missouri,Greene County,61071
Missouri,Grundy County,2430
Missouri,Harrison County,2052
Missouri,Henry County,5565
Missouri,Hickory County,2593
Missouri,Holt County,1134
Missouri,Howard County,2368
Missouri,Howell County,8637
Missouri,Iron County,2457
Missouri,Jackson County,157593
Missouri,Jasper County,27367
Missouri,Jefferson County,55612
Missouri,Johnson County,12317
Missouri,Knox County,984
Missouri,Laclede County,8254
Missouri,Lafayette County,7559
Missouri,Lawrence County,8269
Missouri,Lewis County,2560
Missouri,Lincoln County,13359
Missouri,Linn County,3303
Missouri,Livingston County,3229
Missouri,McDonald County,5075
Missouri,Macon County,3539
Missouri,Madison County,3227
Missouri,Maries County,2099
Missouri,Marion County,5976
Missouri,Mercer County,886
Missouri,Miller County,6296
Missouri,Mississippi County,3656
Missouri,Moniteau County,3550
Missouri,Monroe County,2102
Missouri,Montgomery County,2839
Missouri,Morgan County,4429
Missouri,New Madrid County,4615
Missouri,Newton County,13419
Missouri,Nodaway County,5185
Missouri,Oregon County,2641
Missouri,Osage County,2909
Missouri,Ozark County,2216
Missouri,Pemiscot County,4492
Missouri,Perry County,4489
Missouri,Pettis County,9812
Missouri,Phelps County,10908
Missouri,Pike County,4622
Missouri,Platte County,19179
Missouri,Polk County,7579
Missouri,Pulaski County,12335
Missouri,Putnam County,1095
Missouri,Ralls County,2453
Missouri,Randolph County,6468
Missouri,Ray County,5330
Missouri,Reynolds County,1748
Missouri,Ripley County,3534
Missouri,St. Charles County,79224
Missouri,St. Clair County,2565
Missouri,Ste. Genevieve County,3866
Missouri,St. Francois County,15793
Missouri,St. Louis County,209233
Missouri,Saline County,5765
Missouri,Schuyler County,984
Missouri,Scotland County,1192
Missouri,Scott County,9156
Missouri,Shannon County,2288
Missouri,Shelby County,1476
Missouri,Stoddard County,7375
Missouri,Stone County,7897
Missouri,Sullivan County,1490
Missouri,Taney County,12182
Missouri,Texas County,6654
Missouri,Vernon County,4655
Missouri,Warren County,7440
Missouri,Washington County,6039
Missouri,Wayne County,2875
Missouri,Webster County,8159
Missouri,Worth County,496
Missouri,Wright County,4681
Missouri,St. Louis city,79464
Montana,Beaverhead County,1726
Montana,Big Horn County,2922
Montana,Blaine County,1456
Montana,Broadwater County,1254
Montana,Carbon County,2010
Montana,Carter County,223
Montana,Cascade County,16299
Montana,Chouteau County,1201
Montana,Custer County,2111
Montana,Daniels County,331
Montana,Dawson County,1810
Montana,Deer Lodge County,1988
Montana,Fallon County,531
Montana,Fergus County,2238
Montana,Flathead County,14212
Montana,Gallatin County,11797
Montana,Garfield County,219
Montana,Glacier County,2776
Montana,Golden Valley County,192
Montana,Granite County,522
Montana,Hill County,3698
Montana,Jefferson County,1717
Montana,Judith Basin County,410
Montana,Lake County,5667
Montana,Lewis and Clark County,11310
Montana,Liberty County,483
Montana,Lincoln County,4041
Montana,McCone County,337
Montana,Madison County,1406
Montana,Meagher County,381
Montana,Mineral County,1003
Montana,Missoula County,17146
Montana,Musselshell County,848
Montana,Park County,2785
Montana,Petroleum County,89
Montana,Phillips County,851
Montana,Pondera County,1307
Montana,Powder River County,337
Montana,Powell County,1432
Montana,Prairie County,260
Montana,Ravalli County,6416
Montana,Richland County,2231
Montana,Roosevelt County,2437
Montana,Rosebud County,2049
Montana,Sanders County,2353
Montana,Sheridan County,738
Montana,Silver Bow County,7094
Montana,Stillwater County,1725
Montana,Sweet Grass County,594
Montana,Teton County,1101
Montana,Toole County,1184
Montana,Treasure County,143
Montana,Valley County,1513
Montana,Wheatland County,393
Montana,Wibaux County,220
Montana,Yellowstone County,29766
Nebraska,Adams County,6532
Nebraska,Antelope County,1395
Nebraska,Arthur County,97
Nebraska,Banner County,176
Nebraska,Blaine County,111
Nebraska,Boone County,1138
Nebraska,Box Butte County,2642
Nebraska,Boyd County,501
Nebraska,Brown County,769
Nebraska,Buffalo County,9972
Nebraska,Burt County,1623
Nebraska,Butler County,1710
Nebraska,Cass County,5831
Nebraska,Cedar County,1797
Nebraska,Chase County,789
Nebraska,Cherry County,1176
Nebraska,Cheyenne County,2097
Nebraska,Clay County,1638
Nebraska,Colfax County,2436
Nebraska,Cuming County,1992
Nebraska,Custer County,2575
Nebraska,Dakota County,4759
Nebraska,Dawes County,2021
Nebraska,Dawson County,5397
Nebraska,Deuel County,413
Nebraska,Dixon County,1401
Nebraska,Dodge County,8074
Nebraska,Douglas County,104788
Nebraska,Dundy County,461
Nebraska,Fillmore County,1274
Nebraska,Franklin County,787
Nebraska,Frontier County,648
Nebraska,Furnas County,1194
Nebraska,Gage County,5695
Nebraska,Garden County,432
Nebraska,Garfield County,435
Nebraska,Gosper County,460
Nebraska,Grant County,135
Nebraska,Greeley County,629
Nebraska,Hall County,12892
Nebraska,Hamilton County,1969
Nebraska,Harlan County,769
Nebraska,Hayes County,201
Nebraska,Hitchcock County,757
Nebraska,Holt County,2363
Nebraska,Hooker County,178
Nebraska,Howard County,1450
Nebraska,Jefferson County,1860
Nebraska,Johnson County,1245
Nebraska,Kearney County,1406
Nebraska,Keith County,1820
Nebraska,Keya Paha County,174
Nebraska,Kimball County,907
Nebraska,Knox County,1792
Nebraska,Lancaster County,56001
Nebraska,Lincoln County,8512
Nebraska,Logan County,163
Nebraska,Loup County,145
Nebraska,McPherson County,108
Nebraska,Madison County,7361
Nebraska,Merrick County,1895
Nebraska,Morrill County,1091
Nebraska,Nance County,845
Nebraska,Nemaha County,1849
Nebraska,Nuckolls County,1028
Nebraska,Otoe County,4030
Nebraska,Pawnee County,696
Nebraska,Perkins County,655
Nebraska,Phelps County,2252
Nebraska,Pierce County,1809
Nebraska,Platte County,6857
Nebraska,Polk County,1313
Nebraska,Red Willow County,2464
Nebraska,Richardson County,2079
Nebraska,Rock County,362
Nebraska,Saline County,3222
Nebraska,Sarpy County,30619
Nebraska,Saunders County,4581
Nebraska,Scotts Bluff County,8705
Nebraska,Seward County,3480
Nebraska,Sheridan County,1211
Nebraska,Sherman County,805
Nebraska,Sioux County,276
Nebraska,Stanton County,1344
Nebraska,Thayer County,1112
Nebraska,Thomas County,159
Nebraska,Thurston County,1707
Nebraska,Valley County,968
Nebraska,Washington County,4481
Nebraska,Wayne County,2018
Nebraska,Webster County,926
Nebraska,Wheeler County,166
Nebraska,York County,3337
Nevada,Churchill County,5682
Nevada,Clark County,355684
Nevada,Douglas County,8219
Nevada,Elko County,10886
Nevada,Esmeralda County,184
Nevada,Eureka County,380
Nevada,Humboldt County,3161
Nevada,Lander County,1094
Nevada,Lincoln County,1015
Nevada,Lyon County,11758
Nevada,Mineral County,1121
Nevada,Nye County,10205
Nevada,Pershing County,1550
Nevada,Storey County,763
Nevada,Washoe County,69700
Nevada,White Pine County,2013
Nevada,Carson City,9670
New Hampshire,Belknap County,12453
New Hampshire,Carroll County,9159
New Hampshire,Cheshire County,15165
New Hampshire,Coos County,8228
New Hampshire,Grafton County,17492
New Hampshire,Hillsborough County,80017
New Hampshire,Merrimack County,29074
New Hampshire,Rockingham County,58319
New Hampshire,Strafford County,27558
New Hampshire,Sullivan County,9032
New Jersey,Atlantic County,54831
New Jersey,Bergen County,145702
New Jersey,Burlington County,90553
New Jersey,Camden County,103334
New Jersey,Cape May County,18993
New Jersey,Cumberland County,38350
New Jersey,Essex County,147368
New Jersey,Gloucester County,59385
New Jersey,Hudson County,116653
New Jersey,Hunterdon County,19147
New Jersey,Mercer County,68275
New Jersey,Middlesex County,140388
New Jersey,Monmouth County,104134
New Jersey,Morris County,75953
New Jersey,Ocean County,113474
New Jersey,Passaic County,89244
New Jersey,Salem County,16017
New Jersey,Somerset County,49982
New Jersey,Sussex County,28296
New Jersey,Union County,91022
New Jersey,Warren County,20592
New Mexico,Bernalillo County,93689
New Mexico,Catron County,773
New Mexico,Chaves County,13786
New Mexico,Cibola County,6155
New Mexico,Colfax County,2633
New Mexico,Curry County,9817
New Mexico,De Baca County,356
New Mexico,Doña Ana County,37009
New Mexico,Eddy County,11011
New Mexico,Grant County,5273
New Mexico,Guadalupe County,926
New Mexico,Harding County,149
New Mexico,Hidalgo County,919
New Mexico,Lea County,14354
New Mexico,Lincoln County,3718
New Mexico,Los Alamos County,2475
New Mexico,Luna County,4638
New Mexico,McKinley County,16729
New Mexico,Mora County,876
New Mexico,Otero County,11418
New Mexico,Quay County,1742
New Mexico,Rio Arriba County,7046
New Mexico,Roosevelt County,3672
New Mexico,Sandoval County,23438
New Mexico,San Juan County,26890
New Mexico,San Miguel County,4878
New Mexico,Santa Fe County,15302
New Mexico,Sierra County,2306
New Mexico,Socorro County,3415
New Mexico,Taos County,4595
New Mexico,Torrance County,3115
New Mexico,Union County,915
New Mexico,Valencia County,15445
New York,Albany County,60054
New York,Allegany County,10540
New York,Bronx County,276082
New York,Broome County,43983
New York,Cattaraugus County,16254
New York,Cayuga County,15023
New York,Chautauqua County,27615
New York,Chemung County,19422
New York,Chenango County,10892
New York,Clinton County,18636
New York,Columbia County,11668
New York,Cortland County,9758
New York,Delaware County,9432
New York,Dutchess County,57795
New York,Erie County,200277
New York,Essex County,8418
New York,Franklin County,11382
New York,Fulton County,11816
New York,Genesee County,12949
New York,Greene County,11591
New York,Hamilton County,1037
New York,Herkimer County,15249
New York,Jefferson County,24280
New York,Kings County,428901
New York,Lewis County,5106
New York,Livingston County,14172
New York,Madison County,14693
New York,Monroe County,166550
New York,Montgomery County,10023
New York,Nassau County,214811
New York,New York County,206914
New York,Niagara County,48265
New York,Oneida County,48527
New York,Onondaga County,96972
New York,Ontario County,22588
New York,Orange County,62107
New York,Orleans County,10245
New York,Oswego County,30151
New York,Otsego County,12938
New York,Putnam County,22946
New York,Queens County,393213
New York,Rensselaer County,31610
New York,Richmond County,95770
New York,Rockland County,52517
New York,St. Lawrence County,24663
New York,Saratoga County,42677
New York,Schenectady County,31577
New York,Schoharie County,7395
New York,Schuyler County,4007
New York,Seneca County,7614
New York,Steuben County,22665
New York,Suffolk County,270882
New York,Sullivan County,16980
New York,Tioga County,10974
New York,Tompkins County,16575
New York,Ulster County,38266
New York,Warren County,14619
New York,Washington County,13701
New York,Wayne County,21756
New York,Westchester County,120310
New York,Wyoming County,9615
New York,Yates County,4710
North Carolina,Alamance County,37904
North Carolina,Alexander County,7593
North Carolina,Alleghany County,2143
North Carolina,Anson County,7030
North Carolina,Ashe County,4832
North Carolina,Avery County,4113
North Carolina,Beaufort County,12411
North Carolina,Bertie County,5726
North Carolina,Bladen County,9495
North Carolina,Brunswick County,25365
North Carolina,Buncombe County,43406
North Carolina,Burke County,19503
North Carolina,Cabarrus County,38867
North Carolina,Caldwell County,18388
North Carolina,Camden County,2181
North Carolina,Carteret County,15292
North Carolina,Caswell County,5958
North Carolina,Catawba County,32303
North Carolina,Chatham County,12507
North Carolina,Cherokee County,5945
North Carolina,Chowan County,3352
North Carolina,Clay County,2170
North Carolina,Cleveland County,21801
North Carolina,Columbus County,13812
North Carolina,Craven County,24548
North Carolina,Cumberland County,75987
North Carolina,Currituck County,5123
North Carolina,Dare County,7487
North Carolina,Davidson County,34895
North Carolina,Davie County,8622
North Carolina,Duplin County,15312
North Carolina,Durham County,58613
North Carolina,Edgecombe County,15288
North Carolina,Forsyth County,66261
North Carolina,Franklin County,14803
North Carolina,Gaston County,41412
North Carolina,Gates County,2949
North Carolina,Graham County,1996
North Carolina,Granville County,13608
North Carolina,Greene County,5072
North Carolina,Guilford County,98148
North Carolina,Halifax County,15387
North Carolina,Harnett County,26477
North Carolina,Haywood County,12001
North Carolina,Henderson County,18178
North Carolina,Hertford County,6288
North Carolina,Hoke County,10611
North Carolina,Hyde County,1459
North Carolina,Iredell County,32184
North Carolina,Jackson County,10051
North Carolina,Johnston County,39620
North Carolina,Jones County,2626
North Carolina,Lee County,12165
North Carolina,Lenoir County,14920
North Carolina,Lincoln County,16180
North Carolina,McDowell County,11573
North Carolina,Macon County,6538
North Carolina,Madison County,4786
North Carolina,Martin County,6262
