Total SNAP,Life Expectancy,County,Percent Smokers,State,Percent Obese,Unemployment_rate_2010,min_wage
79673,80.87,Shelby County,22.6,Iowa,31.9,4.5,7.25
40116,82.62,Sioux County,17.0,Iowa,27.4,3.9,7.25
3712,82.01,Story County,14.5,Iowa,25.1,4.2,7.25
4438,79.6,Tama County,23.9,Iowa,28.9,6.4,7.25
28656,79.64,Taylor County,23.3,Iowa,31.2,5.6,7.25
12749,78.74,Union County,25.3,Iowa,33.1,5.6,7.25
9358,78.58,Van Buren County,24.9,Iowa,30.2,7.3,7.25
8165,77.82,Wapello County,25.9,Iowa,30.4,7.9,7.25
5099,79.88,Warren County,19.6,Iowa,31,5.6,7.25
4571,80.43,Washington County,21.3,Iowa,30.4,5.1,7.25
18786,78.4,Wayne County,25.0,Iowa,31.4,6.2,7.25
4711,77.86,Webster County,25.3,Iowa,28.7,6.9,7.25
4183,80.65,Winnebago County,21.3,Iowa,28.7,6.7,7.25
18398,82.51,Winneshiek County,18.2,Iowa,26.1,5.5,7.25
18886,78.27,Woodbury County,26.0,Iowa,31,6.6,7.25
18358,79.68,Worth County,23.2,Iowa,29.7,7.3,7.25
32573,80.19,Wright County,23.9,Iowa,29.3,7.2,7.25
17944,76.72,Allen County,26.5,Kansas,34,8.3,7.25
3670,78.7,Anderson County,26.6,Kansas,31.6,7.7,7.25
3429,77.64,Atchison County,25.3,Kansas,32,9.9,7.25
14891,77.72,Barber County,22.0,Kansas,34.9,4.5,7.25
3509,78.6,Barton County,24.0,Kansas,34.4,6.0,7.25
3268,77.14,Bourbon County,25.3,Kansas,37.8,9.0,7.25
14730,77.85,Brown County,27.3,Kansas,34.3,6.6,7.25
14533,78.02,Butler County,22.5,Kansas,33.3,7.8,7.25
14292,78.25,Chase County,23.1,Kansas,32.2,5.6,7.25
25754,77.29,Chautauqua County,26.5,Kansas,30.6,9.0,7.25
8070,75.22,Cherokee County,28.4,Kansas,37.2,9.1,7.25
1359,80.01,Cheyenne County,21.1,Kansas,32.1,4.1,7.25
4673,78.62,Clark County,19.5,Kansas,31.9,4.4,7.25
3863,79.87,Clay County,24.9,Kansas,31.7,5.5,7.25
101625,78.6,Cloud County,25.6,Kansas,32.7,5.6,7.25
32346,77.91,Coffey County,24.3,Kansas,35.2,7.6,7.25
1700,77.04,Comanche County,21.1,Kansas,30.4,4.5,7.25
6979,76.67,Cowley County,26.3,Kansas,34.2,7.8,7.25
5036,76.85,Crawford County,25.2,Kansas,35.7,8.7,7.25
34748,79.22,Decatur County,21.0,Kansas,32.5,5.0,7.25
12165,78.69,Dickinson County,24.0,Kansas,33.7,6.6,7.25
2812,78.95,Doniphan County,24.5,Kansas,34.6,8.8,7.25
20534,80.47,Douglas County,18.1,Kansas,25.1,5.9,7.25
3063,77.96,Edwards County,20.4,Kansas,34.8,5.3,7.25
1110,77.4,Elk County,24.2,Kansas,33.8,8.3,7.25
8170,79.67,Ellis County,19.4,Kansas,29.4,3.9,7.25
4136,78.77,Ellsworth County,22.6,Kansas,34,4.7,7.25
5788,79.18,Finney County,21.9,Kansas,33.2,4.6,7.25
7011,78.29,Ford County,21.2,Kansas,34.3,4.2,7.25
18953,77.94,Franklin County,25.4,Kansas,33.3,9.0,7.25
21918,76.8,Geary County,25.9,Kansas,30,9.2,7.25
14926,79.64,Gove County,22.2,Kansas,29.5,3.4,7.25
2824,79.73,Graham County,22.6,Kansas,31.7,4.8,7.25
3905,78.16,Grant County,21.5,Kansas,33.5,4.3,7.25
26934,79.24,Gray County,21.4,Kansas,29,3.2,7.25
2677,78.22,Greeley County,21.0,Kansas,30.7,3.4,7.25
3703,77.04,Greenwood County,26.0,Kansas,33.5,7.6,7.25
6183,77.65,Hamilton County,22.4,Kansas,34,3.1,7.25
13416,77.17,Harper County,24.5,Kansas,28.8,6.3,7.25
23541,79.34,Harvey County,19.9,Kansas,32.5,7.2,7.25
26309,79.18,Haskell County,21.7,Kansas,33.3,3.6,7.25
15684,79.84,Hodgeman County,20.8,Kansas,30.1,3.7,7.25
3364,78.66,Jackson County,23.6,Kansas,35.7,6.2,7.25
9680,78.84,Jefferson County,23.2,Kansas,33.9,7.5,7.25
5527,79.85,Jewell County,21.7,Kansas,33.8,5.5,7.25
5001,81.49,Johnson County,15.7,Kansas,23.2,6.1,7.25
6584,77.72,Kearny County,22.4,Kansas,32.6,4.5,7.25
22906,78.73,Kingman County,24.7,Kansas,30.9,6.9,7.25
5821,79.33,Kiowa County,20.4,Kansas,29.3,5.2,7.25
1668,76.47,Labette County,26.1,Kansas,34.1,9.5,7.25
1142,78.27,Lane County,22.2,Kansas,36.4,4.2,7.25
2725,78.63,Leavenworth County,23.7,Kansas,31.5,7.6,7.25
19047,79.16,Lincoln County,22.7,Kansas,29.1,6.0,7.25
5271,77.54,Linn County,24.6,Kansas,33.7,11.2,7.25
1118,78.8,Logan County,22.6,Kansas,32.1,3.5,7.25
592,78.9,Lyon County,22.3,Kansas,32.3,6.7,7.25
2175,79.58,Marion County,21.6,Kansas,31.1,5.9,7.25
18497,80.09,Marshall County,25.3,Kansas,33,5.1,7.25
2634,79.11,Meade County,19.3,Kansas,31.3,4.2,7.25
2108,78.84,Miami County,23.9,Kansas,30.7,7.6,7.25
3691,79.07,Mitchell County,21.2,Kansas,28.9,4.8,7.25
20013,76.33,Montgomery County,28.2,Kansas,33.8,10.6,7.25
22516,79.8,Morris County,24.2,Kansas,33,6.8,7.25
18363,77.82,Morton County,21.4,Kansas,33.6,4.3,7.25
17837,80.11,Nemaha County,23.2,Kansas,29.3,4.3,7.25
19420,77.46,Neosho County,27.7,Kansas,34.2,10.2,7.25
35742,79.45,Ness County,22.2,Kansas,28.7,4.0,7.25
13749,79.33,Norton County,26.6,Kansas,33.9,3.8,7.25
8794,77.87,Osage County,24.1,Kansas,36,8.3,7.25
12063,79.3,Osborne County,21.8,Kansas,33.6,4.9,7.25
28166,78.16,Ottawa County,22.2,Kansas,32.7,6.0,7.25
10002,78.82,Pawnee County,23.6,Kansas,34.6,4.7,7.25
9114,78.4,Phillips County,24.1,Kansas,31.5,5.1,7.25
4159,79.74,Pottawatomie County,19.3,Kansas,31.9,5.2,7.25
7428,78.51,Pratt County,23.2,Kansas,31.1,5.6,7.25
23531,80.09,Rawlins County,22.0,Kansas,35.2,3.5,7.25
5367,78.62,Reno County,25.8,Kansas,32.2,6.4,7.25
12605,79.56,Republic County,22.0,Kansas,29.5,4.3,7.25
7650,77.57,Rice County,22.1,Kansas,35.6,5.4,7.25
10919,81.33,Riley County,17.4,Kansas,26.5,5.0,7.25
27022,78.57,Rooks County,21.9,Kansas,30.5,6.3,7.25
8858,79.27,Rush County,22.6,Kansas,28,5.4,7.25
26656,78.85,Russell County,23.6,Kansas,31.3,5.1,7.25
21701,78.46,Saline County,24.1,Kansas,31.9,6.2,7.25
24970,78.42,Scott County,20.2,Kansas,29.5,3.8,7.25
41073,77.79,Sedgwick County,23.6,Kansas,30,8.8,7.25
22909,78.3,Seward County,21.3,Kansas,34.4,4.9,7.25
10346,78.0,Shawnee County,23.3,Kansas,32.6,7.0,7.25
5391,79.9,Sheridan County,20.8,Kansas,31.1,3.4,7.25
8660,78.3,Sherman County,25.8,Kansas,32.4,4.8,7.25
24763,79.65,Smith County,23.2,Kansas,30.8,4.3,7.25
6599,77.97,Stafford County,21.2,Kansas,34,5.1,7.25
1174,78.55,Stanton County,20.2,Kansas,30.6,4.1,7.25
2727,78.99,Stevens County,21.2,Kansas,33.7,4.2,7.25
2679,77.27,Sumner County,25.2,Kansas,36.7,8.9,7.25
4232,79.24,Thomas County,21.8,Kansas,29.5,4.0,7.25
2869,78.76,Trego County,22.2,Kansas,33.1,4.7,7.25
8268,78.99,Wabaunsee County,22.8,Kansas,34.3,6.5,7.25
32424,79.42,Wallace County,19.4,Kansas,31.5,5.9,7.25
3996,80.2,Washington County,21.1,Kansas,34.1,4.8,7.25
5084,79.32,Wichita County,21.8,Kansas,33.7,3.4,7.25
15509,76.5,Wilson County,29.2,Kansas,34,12.0,7.25
14906,77.1,Woodson County,25.3,Kansas,29.3,7.9,7.25
25331,75.19,Wyandotte County,27.4,Kansas,39.3,10.1,7.25
4944,76.84,Adair County,31.6,Kentucky,33.9,12.4,7.25
10034,76.03,Allen County,32.3,Kentucky,33.8,11.7,7.25
74671,77.27,Anderson County,28.6,Kentucky,34,9.6,7.25
68160,75.71,Ballard County,27.6,Kentucky,34.3,10.3,7.25
166057,76.71,Barren County,29.4,Kentucky,31.4,11.2,7.25
15314,74.67,Bath County,31.6,Kentucky,34.4,14.6,7.25
29160,72.85,Bell County,33.0,Kentucky,32.1,12.1,7.25
396150,78.7,Boone County,22.6,Kentucky,29.8,8.9,7.25
17610,76.87,Bourbon County,29.3,Kentucky,33.2,9.1,7.25
15101,75.95,Boyd County,30.3,Kentucky,33.9,10.2,7.25
15072,77.01,Boyle County,27.3,Kentucky,30.6,11.2,7.25
12563,75.37,Bracken County,29.8,Kentucky,33.6,11.4,7.25
5709,70.88,Breathitt County,33.0,Kentucky,40,13.5,7.25
8308,76.29,Breckinridge County,30.3,Kentucky,33.8,12.9,7.25
7896,78.41,Bullitt County,33.0,Kentucky,34.2,10.6,7.25
10495,75.83,Butler County,31.3,Kentucky,34.8,12.0,7.25
4550,75.62,Caldwell County,31.0,Kentucky,32.6,10.5,7.25
9871,77.56,Calloway County,24.8,Kentucky,28.6,8.1,7.25
15068,77.52,Campbell County,27.4,Kentucky,30.5,9.1,7.25
14568,76.62,Carlisle County,26.2,Kentucky,30.3,9.1,7.25
19765,74.25,Carroll County,33.3,Kentucky,33.6,14.5,7.25
698,75.07,Carter County,33.0,Kentucky,32,14.1,7.25
1775,75.21,Casey County,31.6,Kentucky,35.4,11.0,7.25
1712,75.66,Christian County,29.4,Kentucky,32,11.7,7.25
2789,76.06,Clark County,29.1,Kentucky,31.7,10.8,7.25
7080,72.1,Clay County,36.3,Kentucky,31.5,14.5,7.25
917,74.47,Clinton County,33.3,Kentucky,32.2,11.0,7.25
3281,75.34,Crittenden County,30.5,Kentucky,32,9.9,7.25
3209,74.25,Cumberland County,31.9,Kentucky,34.2,11.8,7.25
5573,77.41,Daviess County,26.6,Kentucky,30,9.3,7.25
2760,77.57,Edmonson County,29.6,Kentucky,35.5,13.3,7.25
41524,75.75,Elliott County,36.2,Kentucky,36,15.8,7.25
9128,73.77,Estill County,35.1,Kentucky,32.3,13.5,7.25
18139,78.38,Fayette County,21.0,Kentucky,28.9,7.4,7.25
18151,74.75,Fleming County,29.9,Kentucky,35.7,11.5,7.25
27162,72.18,Floyd County,31.6,Kentucky,38.6,13.5,7.25
3586,76.89,Franklin County,26.5,Kentucky,31.9,8.7,7.25
1885,73.18,Fulton County,29.7,Kentucky,35.8,11.5,7.25
8956,73.65,Gallatin County,30.0,Kentucky,31.5,12.3,7.25
1950,77.72,Garrard County,28.8,Kentucky,37.4,11.1,7.25
249,75.61,Grant County,29.0,Kentucky,35,11.8,7.25
7320,76.15,Graves County,28.5,Kentucky,31.4,9.5,7.25
8754,75.18,Grayson County,31.8,Kentucky,35.3,14.2,7.25
7053,77.32,Green County,30.9,Kentucky,30,11.8,7.25
14124,76.11,Greenup County,29.2,Kentucky,36.7,11.5,7.25
3764,77.16,Hancock County,27.6,Kentucky,36,10.3,7.25
2441,77.16,Hardin County,26.4,Kentucky,30.1,9.7,7.25
11138,71.77,Harlan County,33.4,Kentucky,34.4,11.9,7.25
4067,75.82,Harrison County,31.2,Kentucky,29.4,11.1,7.25
2488,75.69,Hart County,32.2,Kentucky,33.3,10.4,7.25
1165,76.47,Henderson County,28.0,Kentucky,32.7,10.3,7.25
9862,76.17,Henry County,29.6,Kentucky,35.3,9.9,7.25
2791,76.63,Hickman County,28.6,Kentucky,32.9,8.2,7.25
11138,75.24,Hopkins County,29.6,Kentucky,34.2,9.7,7.25
9815,73.52,Jackson County,34.4,Kentucky,37.5,14.1,7.25
18512,76.97,Jefferson County,28.1,Kentucky,33.2,10.0,7.25
11441,77.59,Jessamine County,25.3,Kentucky,32.5,8.5,7.25
4113,73.8,Johnson County,31.6,Kentucky,40.2,12.6,7.25
2790,76.9,Kenton County,26.8,Kentucky,31.6,9.8,7.25
11487,73.31,Knott County,31.9,Kentucky,36.6,13.5,7.25
4416,73.53,Knox County,35.4,Kentucky,33.3,13.5,7.25
5419,76.84,Larue County,30.7,Kentucky,31,11.3,7.25
5469,75.46,Laurel County,32.9,Kentucky,32.5,11.4,7.25
5515,73.68,Lawrence County,32.8,Kentucky,37,13.6,7.25
5565,72.25,Lee County,35.4,Kentucky,31.2,12.6,7.25
13458,71.73,Leslie County,33.6,Kentucky,36.3,12.9,7.25
3807,72.64,Letcher County,31.0,Kentucky,35.8,11.4,7.25
27992,74.9,Lewis County,33.6,Kentucky,36.4,13.8,7.25
40389,75.54,Lincoln County,32.3,Kentucky,37.3,12.8,7.25
55574,75.54,Livingston County,30.3,Kentucky,32.6,12.0,7.25
89884,75.95,Logan County,31.0,Kentucky,32.8,9.9,7.25
149247,76.72,Lyon County,30.1,Kentucky,31.3,11.6,7.25
89754,77.24,Madison County,25.1,Kentucky,29.6,8.5,7.25
63757,73.0,Magoffin County,32.7,Kentucky,34.1,20.5,7.25
159656,76.7,Marion County,30.3,Kentucky,33.8,12.6,7.25
37762,76.81,Marshall County,28.6,Kentucky,34.2,10.5,7.25
150462,72.7,Martin County,32.8,Kentucky,38.5,10.3,7.25
50859,75.28,Mason County,30.4,Kentucky,31.8,11.3,7.25
4993,77.31,Meade County,28.3,Kentucky,36.2,11.8,7.25
77210,74.94,Menifee County,34.2,Kentucky,35.8,15.5,7.25
40108,76.18,Mercer County,28.5,Kentucky,33.1,11.2,7.25
132483,74.83,Metcalfe County,32.6,Kentucky,34.3,13.3,7.25
200774,73.94,Monroe County,31.1,Kentucky,35.8,10.7,7.25
100010,76.13,Montgomery County,32.4,Kentucky,32.9,12.2,7.25
79925,75.76,Morgan County,33.9,Kentucky,36.4,13.0,7.25
2359,75.28,Muhlenberg County,30.4,Kentucky,34.2,10.9,7.25
2910,77.29,Nelson County,31.1,Kentucky,30.2,11.2,7.25
28240,74.27,Nicholas County,29.9,Kentucky,31.4,10.1,7.25
12105,76.18,Ohio County,30.2,Kentucky,34.7,11.2,7.25
2934,79.43,Oldham County,21.4,Kentucky,28.9,7.5,7.25
3485,76.75,Owen County,26.6,Kentucky,33.7,8.4,7.25
28815,70.86,Owsley County,32.3,Kentucky,35.5,13.3,7.25
12680,75.74,Pendleton County,30.8,Kentucky,33.2,12.3,7.25
25549,70.85,Perry County,33.3,Kentucky,41,11.7,7.25
26100,72.61,Pike County,31.6,Kentucky,36.6,10.4,7.25
51430,72.08,Powell County,32.7,Kentucky,33.2,15.5,7.25
35295,75.56,Pulaski County,29.9,Kentucky,31.5,10.6,7.25
11766,75.26,Robertson County,31.8,Kentucky,32,11.6,7.25
12317,74.5,Rockcastle County,31.2,Kentucky,37.4,11.2,7.25
37647,75.98,Rowan County,28.9,Kentucky,34.1,10.1,7.25
21512,75.73,Russell County,31.6,Kentucky,32.2,12.8,7.25
16765,78.13,Scott County,24.0,Kentucky,32.6,8.7,7.25
12492,78.3,Shelby County,26.0,Kentucky,33,8.9,7.25
13107,75.97,Simpson County,30.2,Kentucky,30.4,13.0,7.25
8834,77.62,Spencer County,28.6,Kentucky,33.9,9.9,7.25
3385,76.25,Taylor County,30.8,Kentucky,31.9,12.3,7.25
95944,75.82,Todd County,31.3,Kentucky,32.9,10.0,7.25
6076,76.41,Trigg County,28.5,Kentucky,33.4,14.1,7.25
1249,76.45,Trimble County,27.5,Kentucky,35.2,12.9,7.25
826,75.45,Union County,28.7,Kentucky,36.3,9.7,7.25
885,77.23,Warren County,26.2,Kentucky,27.7,9.2,7.25
462,77.69,Washington County,27.6,Kentucky,33.1,10.1,7.25
6913,75.95,Wayne County,32.7,Kentucky,31.5,14.1,7.25
2595,75.39,Webster County,30.2,Kentucky,33.7,9.5,7.25
4932,73.07,Whitley County,33.8,Kentucky,35.8,12.6,7.25
4616,71.62,Wolfe County,33.1,Kentucky,31.8,16.4,7.25
6953,78.11,Woodford County,23.6,Kentucky,31.6,7.3,7.25
9436,74.21,Acadia Parish,30.6,Louisiana,32.2,7.3,7.25
6566,76.97,Allen Parish,30.9,Louisiana,37.6,9.8,7.25
6749,77.19,Ascension Parish,22.1,Louisiana,34.5,7.5,7.25
3879,76.65,Assumption Parish,27.1,Louisiana,33.4,11.6,7.25
1908,74.18,Avoyelles Parish,30.5,Louisiana,39,8.4,7.25
2765,75.37,Beauregard Parish,27.1,Louisiana,33.1,7.9,7.25
2647,73.98,Bienville Parish,27.4,Louisiana,39,10.0,7.25
3504,77.07,Bossier Parish,26.9,Louisiana,33.9,6.1,7.25
5826,74.99,Caddo Parish,27.8,Louisiana,33.9,8.1,7.25
7915,75.14,Calcasieu Parish,26.2,Louisiana,34.6,8.0,7.25
8104,73.42,Caldwell Parish,29.5,Louisiana,40.8,10.8,7.25
10193,78.16,Cameron Parish,26.8,Louisiana,36.2,6.3,7.25
2096,73.43,Catahoula Parish,29.8,Louisiana,35.9,10.3,7.25
1213,75.57,Claiborne Parish,29.1,Louisiana,35.5,8.7,7.25
1216,74.0,Concordia Parish,30.2,Louisiana,35.4,9.9,7.25
333,74.78,De Soto Parish,29.4,Louisiana,36.9,8.8,7.25
1308,76.32,East Baton Rouge Parish,20.3,Louisiana,33.6,7.6,7.25
13966,72.13,East Carroll Parish,30.6,Louisiana,41.5,17.7,7.25
7430,73.11,East Feliciana Parish,26.1,Louisiana,35.5,8.3,7.25
13969,73.93,Evangeline Parish,30.4,Louisiana,31.5,8.6,7.25
26627,73.89,Franklin Parish,28.5,Louisiana,35.5,11.1,7.25
20091,74.93,Grant Parish,29.1,Louisiana,33.2,8.5,7.25
7590,75.43,Iberia Parish,26.2,Louisiana,36.9,8.6,7.25
20248,74.97,Iberville Parish,27.3,Louisiana,38.4,10.0,7.25
13712,75.11,Jackson Parish,26.4,Louisiana,35.2,7.3,7.25
1025,74.83,Jefferson Davis Parish,29.5,Louisiana,34.6,7.5,7.25
8639,77.04,Jefferson Parish,24.2,Louisiana,32,7.4,7.25
7272,77.11,Lafayette Parish,25.6,Louisiana,29.5,6.2,7.25
8198,76.89,Lafourche Parish,25.4,Louisiana,38,6.1,7.25
15812,77.38,Lincoln Parish,20.1,Louisiana,32.6,8.7,7.25
18629,75.82,Livingston Parish,26.5,Louisiana,33.2,7.5,7.25
14445,71.79,Madison Parish,30.3,Louisiana,40.2,12.0,7.25
10459,73.04,Morehouse Parish,28.7,Louisiana,39,15.4,7.25
18073,75.41,Natchitoches Parish,25.8,Louisiana,39,9.0,7.25
20890,75.22,Orleans Parish,23.9,Louisiana,30.9,8.7,7.25
16706,75.53,Ouachita Parish,26.4,Louisiana,33.5,8.3,7.25
7188,76.54,Plaquemines Parish,26.6,Louisiana,33.8,6.1,7.25
14802,75.99,Pointe Coupee Parish,26.2,Louisiana,32.3,8.7,7.25
17619,75.25,Rapides Parish,27.8,Louisiana,34.5,7.6,7.25
13435,74.18,Red River Parish,30.1,Louisiana,33.8,8.5,7.25
7463,74.2,Richland Parish,27.7,Louisiana,38.8,11.0,7.25
1687,75.46,Sabine Parish,29.0,Louisiana,36.5,7.3,7.25
23148,74.18,Tangipahoa Parish,25.3,Louisiana,36.8,9.7,7.25
7947,74.25,Tensas Parish,28.4,Louisiana,35.3,13.8,7.25
27100,75.36,Terrebonne Parish,27.6,Louisiana,39.9,6.5,7.25
13505,75.2,Union Parish,27.2,Louisiana,36.5,10.4,7.25
11196,76.51,Vermilion Parish,27.8,Louisiana,33,7.3,7.25
5598,76.16,Vernon Parish,26.0,Louisiana,37.5,8.6,7.25
24751,73.01,Washington Parish,32.0,Louisiana,38.6,9.6,7.25
11156,74.14,Webster Parish,29.4,Louisiana,33.9,10.4,7.25
8847,75.98,West Baton Rouge Parish,25.4,Louisiana,32.8,7.9,7.25
108435,75.26,West Carroll Parish,29.5,Louisiana,37.2,16.3,7.25
35774,76.81,West Feliciana Parish,25.2,Louisiana,34.9,6.7,7.25
12062,74.45,Winn Parish,30.2,Louisiana,34.2,9.3,7.25
15333,78.07,Androscoggin County,23.7,Maine,31.3,8.6,7.5
20006,78.59,Aroostook County,25.5,Maine,32.9,9.7,7.5
70165,80.21,Cumberland County,17.8,Maine,21.9,6.5,7.5
20088,79.21,Franklin County,22.8,Maine,30.2,9.2,7.5
24761,79.66,Hancock County,21.7,Maine,24.5,8.8,7.5
74920,78.29,Kennebec County,23.5,Maine,30.1,7.6,7.5
66963,80.0,Knox County,21.0,Maine,26,7.4,7.5
71636,80.0,Lincoln County,20.5,Maine,23.5,7.6,7.5
121795,78.52,Oxford County,26.3,Maine,30.3,10.7,7.5
98013,78.46,Penobscot County,23.5,Maine,31.2,8.5,7.5
48925,77.91,Piscataquis County,24.4,Maine,32.5,10.7,7.5
53644,79.86,Sagadahoc County,19.5,Maine,25,6.7,7.5
4556,77.79,Somerset County,26.7,Maine,33.6,11.1,7.5
28216,79.12,Waldo County,22.5,Maine,29,8.5,7.5
3938,77.16,Washington County,27.6,Maine,32.4,10.8,7.5
6831,80.05,York County,20.9,Maine,26.7,8.0,7.5
10708,77.52,Allegany County,24.9,Maryland,28.4,9.3,7.25
6835,79.11,Anne Arundel County,18.8,Maryland,28,6.9,7.25
13605,78.99,Baltimore County,19.6,Maryland,27.6,8.3,7.25
10524,79.02,Calvert County,20.5,Maryland,28.4,6.9,7.25
13417,76.6,Caroline County,24.3,Maryland,33.9,9.2,7.25
17294,79.16,Carroll County,18.2,Maryland,28.3,6.8,7.25
7498,76.98,Cecil County,24.5,Maryland,32.5,9.5,7.25
5175,78.18,Charles County,19.2,Maryland,33.6,6.9,7.25
5428,76.95,Dorchester County,22.5,Maryland,34.1,11.4,7.25
3105,80.4,Frederick County,16.4,Maryland,26.7,6.9,7.25
8031,78.6,Garrett County,21.4,Maryland,31.5,8.9,7.25
4023,79.32,Harford County,19.8,Maryland,28.1,7.8,7.25
8490,82.37,Howard County,10.8,Maryland,24.6,5.6,7.25
4338,78.76,Kent County,21.3,Maryland,27.2,8.8,7.25
330,80.68,Montgomery County,11.4,Maryland,18.4,5.6,7.25
9259,76.62,Somerset County,25.4,Maryland,37.7,11.9,7.25
6146,80.22,Talbot County,18.5,Maryland,26.9,8.0,7.25
28208,78.15,Washington County,22.6,Maryland,31.7,9.6,7.25
30180,77.07,Wicomico County,21.5,Maryland,33.7,9.7,7.25
16402,78.99,Worcester County,20.4,Maryland,32.2,13.3,7.25
17115,80.6,Barnstable County,19.7,Massachusetts,18,9.9,8.0
3337,80.13,Berkshire County,22.5,Massachusetts,22,8.7,8.0
38240,79.29,Bristol County,24.4,Massachusetts,29.1,10.6,8.0
24538,81.64,Dukes County,19.6,Massachusetts,19.6,9.8,8.0
25403,80.47,Essex County,18.2,Massachusetts,23.5,8.7,8.0
11701,80.2,Franklin County,20.6,Massachusetts,24.9,7.6,8.0
11426,78.72,Hampden County,23.2,Massachusetts,29.2,10.3,8.0
69527,80.59,Hampshire County,16.7,Massachusetts,22.4,7.0,8.0
47732,81.33,Middlesex County,16.2,Massachusetts,23.3,6.9,8.0
48168,81.31,Norfolk County,15.9,Massachusetts,19.8,7.4,8.0
26373,79.4,Plymouth County,21.7,Massachusetts,24.7,8.9,8.0
32941,79.21,Suffolk County,19.7,Massachusetts,21.5,7.6,8.0
54984,79.65,Worcester County,20.6,Massachusetts,25.6,8.9,8.0
33189,78.08,Alcona County,26.7,Michigan,30.1,17.8,7.25
39757,79.18,Alger County,26.8,Michigan,32.6,14.1,7.25
16346,79.03,Allegan County,23.6,Michigan,34.2,11.3,7.25
8887,78.49,Alpena County,25.5,Michigan,33.4,13.1,7.25
12111,79.78,Antrim County,23.3,Michigan,31.2,16.0,7.25
15174,77.08,Arenac County,28.6,Michigan,34.3,16.5,7.25
8860,77.77,Baraga County,28.4,Michigan,32,19.4,7.25
1401,79.2,Barry County,23.5,Michigan,37,10.4,7.25
4625,78.4,Bay County,25.2,Michigan,33.5,11.6,7.25
7688,79.54,Benzie County,21.5,Michigan,31.6,13.5,7.25
12041,77.92,Berrien County,24.8,Michigan,36.5,12.0,7.25
4582,77.81,Branch County,27.2,Michigan,35.1,12.6,7.25
7806,76.46,Calhoun County,26.6,Michigan,37.1,11.7,7.25
10869,78.23,Cass County,25.8,Michigan,31.4,11.4,7.25
14996,79.84,Charlevoix County,23.4,Michigan,27.1,14.0,7.25
7537,79.11,Cheboygan County,26.8,Michigan,32.7,14.0,7.25
10761,79.48,Chippewa County,25.2,Michigan,37.9,11.9,7.25
13824,76.2,Clare County,29.3,Michigan,29.3,15.5,7.25
2783,80.51,Clinton County,20.3,Michigan,33.2,8.4,7.25
2216,77.83,Crawford County,28.3,Michigan,29.7,14.2,7.25
5613,79.47,Delta County,26.2,Michigan,31.4,12.5,7.25
7287,79.64,Dickinson County,24.9,Michigan,29.8,11.5,7.25
2113,79.55,Eaton County,21.1,Michigan,32.9,9.6,7.25
1546,79.95,Emmet County,22.7,Michigan,28.9,14.4,7.25
4943,76.43,Genesee County,26.6,Michigan,36,14.0,7.25
6617,77.55,Gladwin County,26.8,Michigan,34.2,14.8,7.25
5520,78.42,Gogebic County,25.5,Michigan,28.3,13.1,7.25
4953,80.37,Grand Traverse County,21.5,Michigan,31.4,11.6,7.25
8350,78.26,Gratiot County,27.5,Michigan,37,11.8,7.25
10024,78.34,Hillsdale County,27.9,Michigan,30.3,13.5,7.25
7200,78.87,Houghton County,20.8,Michigan,26.7,10.8,7.25
6633,78.53,Huron County,25.7,Michigan,29,12.5,7.25
10030,78.9,Ingham County,19.4,Michigan,30.5,10.3,7.25
11704,78.33,Ionia County,25.4,Michigan,33.7,11.9,7.25
4333,77.48,Iosco County,29.1,Michigan,34.2,15.8,7.25
6168,79.11,Iron County,25.3,Michigan,31.3,12.0,7.25
6240,78.94,Isabella County,24.4,Michigan,31.1,9.8,7.25
8075,77.99,Jackson County,26.2,Michigan,34.4,12.2,7.25
6343,78.76,Kalamazoo County,20.9,Michigan,30.7,10.0,7.25
2062,77.77,Kalkaska County,28.5,Michigan,30.4,15.6,7.25
2619,79.79,Kent County,20.4,Michigan,30.7,10.1,7.25
4776,79.67,Keweenaw County,21.7,Michigan,32.2,15.1,7.25
28758,76.73,Lake County,31.1,Michigan,31.6,16.2,7.25
4640,78.49,Lapeer County,25.4,Michigan,33.5,16.3,7.25
6797,82.73,Leelanau County,16.9,Michigan,26.5,10.4,7.25
30779,78.77,Lenawee County,24.1,Michigan,32.3,13.0,7.25
26194,80.05,Livingston County,19.7,Michigan,26.6,11.2,7.25
28351,78.3,Luce County,27.6,Michigan,34.5,13.4,7.25
52333,78.78,Mackinac County,26.0,Michigan,33.8,14.6,7.25
1575,78.73,Macomb County,25.6,Michigan,30,13.9,7.25
3677,78.73,Manistee County,25.9,Michigan,28.7,13.1,7.25
11607,79.28,Marquette County,21.8,Michigan,29.5,9.8,7.25
3500,78.62,Mason County,24.1,Michigan,32.3,12.6,7.25
5602,79.0,Mecosta County,24.9,Michigan,30.9,12.6,7.25
13532,79.46,Menominee County,26.4,Michigan,31.6,11.6,7.25
11307,80.43,Midland County,20.5,Michigan,30.7,9.8,7.25
13409,78.47,Missaukee County,25.8,Michigan,32.9,12.7,7.25
21339,78.38,Monroe County,24.9,Michigan,33.4,11.7,7.25
2325,77.81,Montcalm County,28.7,Michigan,32,14.1,7.25
12998,77.32,Montmorency County,29.1,Michigan,31.7,20.2,7.25
60570,77.59,Muskegon County,27.4,Michigan,35.5,14.5,7.25
6532,77.91,Newaygo County,27.0,Michigan,35.3,12.7,7.25
