Total SNAP,Life Expectancy,County,Percent Smokers,State,Percent Obese,Unemployment_rate_2010,min_wage
74967,77.55,Briscoe County,21.8,Texas,28.8,6.1,7.25
29376,76.56,Brooks County,18.2,Texas,29,12.0,7.25
25644,75.7,Brown County,24.9,Texas,32.3,8.2,7.25
49471,77.88,Burleson County,24.3,Texas,31.9,7.9,7.25
48059,78.89,Burnet County,22.9,Texas,27.7,6.8,7.25
71886,78.11,Caldwell County,22.1,Texas,32,8.6,7.25
24322,77.32,Calhoun County,21.3,Texas,28.4,8.8,7.25
20165,76.88,Callahan County,24.5,Texas,29.6,7.3,7.25
17658,80.04,Cameron County,15.7,Texas,27,11.2,7.25
10713,74.66,Camp County,25.0,Texas,31.7,9.1,7.25
24560,78.03,Carson County,21.1,Texas,30,5.4,7.25
5673,75.6,Cass County,26.8,Texas,29.4,11.2,7.25
9069,78.5,Castro County,21.1,Texas,29.6,5.4,7.25
1760,77.08,Chambers County,23.1,Texas,30.2,9.7,7.25
26181,76.25,Cherokee County,26.4,Texas,33.6,8.8,7.25
134978,76.62,Childress County,23.3,Texas,29.2,5.6,7.25
9074,77.65,Clay County,23.0,Texas,29.3,7.5,7.25
6476,76.22,Cochran County,21.0,Texas,30.3,8.1,7.25
9901,76.87,Coke County,22.9,Texas,30.2,6.1,7.25
6826,75.95,Coleman County,25.3,Texas,27.3,9.1,7.25
205,81.52,Collin County,14.2,Texas,24.5,7.2,7.25
1844,75.91,Collingsworth County,20.2,Texas,30.1,5.6,7.25
4108,77.11,Colorado County,21.4,Texas,28.8,8.1,7.25
1033,79.42,Comal County,19.5,Texas,29.1,7.0,7.25
291,77.22,Comanche County,22.6,Texas,28.8,7.6,7.25
185,78.22,Concho County,23.7,Texas,31.4,5.7,7.25
11468,77.27,Cooke County,23.8,Texas,31.6,7.3,7.25
22924,78.04,Coryell County,23.5,Texas,29.5,7.5,7.25
461,77.56,Cottle County,19.2,Texas,29,7.0,7.25
758,75.94,Crane County,21.7,Texas,29.6,7.6,7.25
245,77.13,Crockett County,22.9,Texas,30.5,8.5,7.25
321,77.07,Crosby County,20.8,Texas,28,8.0,7.25
382,78.59,Culberson County,18.4,Texas,29,7.1,7.25
362,75.61,Dallam County,25.5,Texas,28.4,5.3,7.25
340,78.09,Dallas County,21.3,Texas,30.3,8.6,7.25
296,77.05,Dawson County,24.5,Texas,29.9,7.7,7.25
438,77.64,Deaf Smith County,21.3,Texas,31.7,5.8,7.25
343,75.8,Delta County,24.8,Texas,29.9,7.9,7.25
268,80.39,Denton County,15.8,Texas,29.5,7.1,7.25
323,77.47,Dickens County,23.7,Texas,29.4,11.3,7.25
455,77.95,Dimmit County,19.3,Texas,30.6,10.5,7.25
189,76.63,Donley County,22.3,Texas,31.3,6.9,7.25
817,76.7,Duval County,19.3,Texas,30.1,11.6,7.25
313,75.59,Eastland County,25.3,Texas,32.4,8.6,7.25
1218,75.24,Ector County,25.4,Texas,32,8.3,7.25
1038,79.37,Edwards County,18.8,Texas,28.8,7.1,7.25
900,79.79,El Paso County,18.1,Texas,23.4,9.2,7.25
5105,77.78,Ellis County,21.7,Texas,29.1,8.0,7.25
1351,78.42,Erath County,21.7,Texas,28.1,6.4,7.25
417,76.15,Falls County,25.8,Texas,31,8.5,7.25
156,75.87,Fannin County,27.0,Texas,32.1,8.1,7.25
934,79.14,Fayette County,20.2,Texas,27.8,6.1,7.25
742,77.81,Fisher County,21.4,Texas,30.7,7.0,7.25
2809,78.28,Floyd County,20.0,Texas,28.9,7.9,7.25
805,77.83,Foard County,22.5,Texas,28.4,6.6,7.25
266,81.2,Fort Bend County,14.8,Texas,25.2,7.6,7.25
2857,77.77,Franklin County,21.5,Texas,28.3,8.6,7.25
11688,76.39,Freestone County,27.1,Texas,31.5,8.2,7.25
339,77.73,Frio County,21.4,Texas,29.7,7.3,7.25
364,77.93,Gaines County,23.6,Texas,31.8,5.9,7.25
3837,77.05,Galveston County,21.2,Texas,29.3,9.1,7.25
3808,76.17,Garza County,25.2,Texas,32.9,5.9,7.25
207,80.67,Gillespie County,19.9,Texas,29.5,5.5,7.25
3988,79.85,Glasscock County,18.4,Texas,29.8,4.8,7.25
279,79.29,Goliad County,20.5,Texas,30.4,7.4,7.25
1293,76.92,Gonzales County,20.9,Texas,32.2,6.8,7.25
2135,75.69,Gray County,25.7,Texas,30.4,8.6,7.25
10332,76.35,Grayson County,24.7,Texas,27,8.2,7.25
644,75.45,Gregg County,24.4,Texas,32.4,7.9,7.25
2594,76.23,Grimes County,26.2,Texas,34.6,8.9,7.25
28839,79.57,Guadalupe County,20.1,Texas,29.9,6.7,7.25
10969,77.95,Hale County,23.3,Texas,28.2,7.4,7.25
38152,76.34,Hall County,22.0,Texas,28.7,9.1,7.25
19587,76.85,Hamilton County,24.0,Texas,29.1,6.8,7.25
8140,77.08,Hansford County,20.4,Texas,28.4,4.3,7.25
19191,77.5,Hardeman County,23.6,Texas,30.3,8.3,7.25
13396,75.93,Hardin County,26.6,Texas,31.6,9.9,7.25
9627,78.45,Harris County,19.7,Texas,28.5,8.3,7.25
37596,75.93,Harrison County,24.7,Texas,33.2,9.4,7.25
33537,80.48,Hartley County,22.0,Texas,31.5,4.2,7.25
12720,77.01,Haskell County,22.7,Texas,28.4,5.4,7.25
430336,80.1,Hays County,16.8,Texas,30.3,7.0,7.25
231709,77.6,Hemphill County,23.2,Texas,30.3,3.9,7.25
242965,75.69,Henderson County,28.6,Texas,27.6,8.8,7.25
44338,80.74,Hidalgo County,14.3,Texas,31.1,11.8,7.25
9081,76.62,Hill County,24.0,Texas,33.5,8.4,7.25
10091,76.83,Hockley County,20.9,Texas,29.1,7.1,7.25
14824,78.32,Hood County,24.1,Texas,28.6,8.5,7.25
20433,76.69,Hopkins County,24.8,Texas,32.5,7.4,7.25
33925,75.67,Houston County,25.8,Texas,29.8,7.7,7.25
7622,75.06,Howard County,25.2,Texas,32.3,7.2,7.25
13065,80.77,Hudspeth County,20.3,Texas,28.7,7.9,7.25
6542,75.99,Hunt County,25.1,Texas,32.4,8.9,7.25
15457,75.6,Hutchinson County,25.4,Texas,32.7,8.4,7.25
235259,79.6,Irion County,24.0,Texas,29.1,5.3,7.25
16882,76.77,Jack County,27.3,Texas,28.5,7.8,7.25
10782,77.35,Jackson County,22.6,Texas,31.7,7.0,7.25
3828,75.46,Jasper County,26.3,Texas,30.3,12.4,7.25
16301,81.78,Jeff Davis County,17.1,Texas,26.1,4.9,7.25
14649,76.04,Jefferson County,25.4,Texas,35.5,11.3,7.25
38372,77.42,Jim Hogg County,18.4,Texas,29.5,10.3,7.25
26522,76.51,Jim Wells County,19.7,Texas,30.2,10.0,7.25
39737,76.84,Johnson County,24.6,Texas,32.6,8.7,7.25
13588,76.82,Jones County,27.3,Texas,31.1,8.8,7.25
77528,76.87,Karnes County,22.9,Texas,28.5,9.1,7.25
86069,76.0,Kaufman County,23.8,Texas,37.2,8.5,7.25
22321,79.88,Kendall County,17.1,Texas,24.2,6.2,7.25
18951,77.02,Kenedy County,14.0,Texas,29.5,6.8,7.25
10559,77.38,Kent County,19.0,Texas,29.2,4.8,7.25
5897,78.78,Kerr County,20.5,Texas,27.8,6.7,7.25
17000,77.89,Kimble County,22.7,Texas,27.7,6.0,7.25
4931,78.33,King County,19.2,Texas,28.3,4.3,7.25
9641,79.57,Kinney County,21.1,Texas,29.4,11.2,7.25
37076,77.58,Kleberg County,17.4,Texas,30.1,8.4,7.25
2981,77.41,Knox County,22.3,Texas,27.8,5.9,7.25
7433,77.43,La Salle County,23.1,Texas,28.9,8.9,7.25
5140,75.76,Lamar County,26.4,Texas,27.6,9.3,7.25
14253,76.73,Lamb County,21.6,Texas,29.8,7.6,7.25
15617,77.29,Lampasas County,22.2,Texas,29,7.1,7.25
14381,79.0,Lavaca County,22.2,Texas,29.2,6.9,7.25
30936,78.47,Lee County,21.9,Texas,32.9,7.2,7.25
9253,76.14,Leon County,24.5,Texas,29.4,8.9,7.25
4811,74.28,Liberty County,29.1,Texas,31.9,11.7,7.25
37817,74.64,Limestone County,25.2,Texas,29.7,7.9,7.25
30270,77.9,Lipscomb County,19.7,Texas,29.6,5.9,7.25
13360,79.41,Live Oak County,22.0,Texas,29.5,7.3,7.25
37694,79.17,Llano County,25.1,Texas,25.2,8.1,7.25
15980,74.1,Loving County,27.2,Texas,29.9,5.6,7.25
104853,76.85,Lubbock County,22.8,Texas,28.2,6.3,7.25
154147,77.13,Lynn County,21.3,Texas,30.3,6.6,7.25
59810,76.94,Madison County,25.8,Texas,31.3,8.4,7.25
25355,74.6,Marion County,26.7,Texas,31.7,11.8,7.25
6008,76.63,Martin County,22.0,Texas,29.7,6.0,7.25
7402,79.58,Mason County,17.8,Texas,27.4,6.3,7.25
18583,76.51,Matagorda County,23.3,Texas,30.2,11.5,7.25
9955,79.41,Maverick County,17.8,Texas,30.3,15.2,7.25
1042,78.67,Medina County,19.0,Texas,28.2,7.5,7.25
5605,77.8,Menard County,22.0,Texas,29.1,7.4,7.25
753,78.41,Midland County,20.9,Texas,28.1,5.9,7.25
7257,76.96,Milam County,23.6,Texas,31.2,11.2,7.25
4095,78.44,Mills County,21.7,Texas,30.4,6.3,7.25
12784,75.75,Mitchell County,24.6,Texas,29.2,8.2,7.25
11616,75.15,Montague County,24.7,Texas,28.3,8.0,7.25
19699,78.43,Montgomery County,21.3,Texas,28.9,7.5,7.25
16962,77.71,Moore County,22.4,Texas,31.5,5.4,7.25
15298,75.36,Morris County,24.7,Texas,31.9,13.8,7.25
16906,77.89,Motley County,20.7,Texas,27.5,6.3,7.25
17260,76.08,Nacogdoches County,22.5,Texas,29.8,7.1,7.25
18868,76.15,Navarro County,24.8,Texas,33.7,8.3,7.25
8412,74.92,Newton County,27.7,Texas,32.3,12.7,7.25
638,75.65,Nolan County,23.7,Texas,29.2,7.5,7.25
2067,78.08,Nueces County,21.2,Texas,29.4,8.1,7.25
35700,76.62,Ochiltree County,22.4,Texas,29.6,5.9,7.25
19544,77.57,Oldham County,20.5,Texas,30.4,4.6,7.25
20493,74.51,Orange County,27.8,Texas,32.9,11.7,7.25
4337,75.6,Palo Pinto County,26.4,Texas,28.1,8.6,7.25
1715,75.75,Panola County,27.5,Texas,31,9.0,7.25
5875,77.56,Parker County,22.9,Texas,31.2,7.6,7.25
23522,78.73,Parmer County,20.6,Texas,31.8,4.4,7.25
7496,78.25,Pecos County,21.3,Texas,29.5,7.3,7.25
15309,73.17,Polk County,29.4,Texas,34.2,9.7,7.25
667,74.33,Potter County,27.3,Texas,34.2,6.3,7.25
792,83.4,Presidio County,15.2,Texas,25.2,18.5,7.25
17700,76.89,Rains County,27.4,Texas,29.3,8.8,7.25
16168,79.04,Randall County,20.2,Texas,25.9,5.2,7.25
33076,76.8,Reagan County,22.9,Texas,29.5,5.5,7.25
20641,76.73,Real County,20.8,Texas,28.9,9.1,7.25
9169,74.75,Red River County,27.4,Texas,31.5,11.5,7.25
16046,77.23,Reeves County,22.2,Texas,30.9,8.9,7.25
2328,76.7,Refugio County,21.6,Texas,29.9,8.7,7.25
1262,76.15,Roberts County,16.3,Texas,28.6,5.4,7.25
616,75.9,Robertson County,23.8,Texas,31.4,9.2,7.25
5976,79.66,Rockwall County,17.6,Texas,27.7,7.4,7.25
3864,77.06,Runnels County,24.0,Texas,32.6,8.3,7.25
4240,76.04,Rusk County,26.2,Texas,35.2,7.8,7.25
2128,75.31,Sabine County,26.8,Texas,32,16.3,7.25
4893,74.73,San Augustine County,28.8,Texas,29.1,13.0,7.25
4840,76.05,San Jacinto County,28.2,Texas,30.4,10.0,7.25
19394,76.62,San Patricio County,21.9,Texas,29.2,10.5,7.25
2972,78.24,San Saba County,24.2,Texas,29.9,6.2,7.25
3756,78.33,Schleicher County,18.7,Texas,29.8,7.6,7.25
3994,77.14,Scurry County,23.2,Texas,29.5,6.8,7.25
21812,77.22,Shackelford County,21.1,Texas,31.4,5.6,7.25
3367,74.14,Shelby County,25.4,Texas,33.6,8.5,7.25
7375,77.7,Sherman County,17.4,Texas,29.6,4.6,7.25
18708,77.74,Smith County,22.6,Texas,28.2,7.9,7.25
8640,77.59,Somervell County,18.3,Texas,28.4,8.0,7.25
1186,79.04,Starr County,17.7,Texas,29.3,17.3,7.25
4819,76.38,Stephens County,26.0,Texas,29.3,7.5,7.25
14540,77.51,Sterling County,18.8,Texas,29.2,4.7,7.25
3906,77.45,Stonewall County,17.9,Texas,28.7,5.8,7.25
30944,77.54,Sutton County,20.1,Texas,29,9.6,7.25
3038,77.9,Swisher County,21.7,Texas,28.2,6.6,7.25
3574,78.25,Tarrant County,20.3,Texas,27.9,8.1,7.25
4562,76.71,Taylor County,22.6,Texas,28.2,6.8,7.25
244629,77.66,Terrell County,19.7,Texas,28.3,6.8,7.25
19566,76.98,Terry County,24.7,Texas,31.9,7.4,7.25
10764,77.88,Throckmorton County,22.6,Texas,29,6.0,7.25
13055,77.14,Titus County,23.2,Texas,30.5,8.5,7.25
5511,77.54,Tom Green County,23.2,Texas,28.3,6.6,7.25
16983,80.33,Travis County,16.6,Texas,23.7,6.8,7.25
12898,74.66,Trinity County,29.6,Texas,31.5,9.5,7.25
13573,75.76,Tyler County,28.4,Texas,29.8,11.8,7.25
30531,75.34,Upshur County,25.9,Texas,31,8.8,7.25
4605,76.45,Upton County,20.0,Texas,29.8,6.1,7.25
492,78.43,Uvalde County,18.6,Texas,29.5,8.9,7.25
21060,79.22,Val Verde County,19.3,Texas,27.7,9.3,7.25
13657,76.01,Van Zandt County,27.9,Texas,32.5,8.4,7.25
20393,78.0,Victoria County,22.2,Texas,29.8,7.7,7.25
13012,77.26,Walker County,24.6,Texas,32.6,7.7,7.25
8312,77.91,Waller County,20.8,Texas,32.3,8.6,7.25
8846,76.19,Ward County,24.4,Texas,30,8.5,7.25
4146,78.57,Washington County,20.6,Texas,28.6,7.2,7.25
4296,79.5,Webb County,17.0,Texas,30.7,8.2,7.25
3375,77.42,Wharton County,23.0,Texas,29.2,8.7,7.25
165394,75.76,Wheeler County,20.4,Texas,29.6,6.1,7.25
13433,75.54,Wichita County,25.5,Texas,32.9,7.8,7.25
3155,75.82,Wilbarger County,25.1,Texas,29.2,7.9,7.25
1695,79.55,Willacy County,17.6,Texas,28.5,14.5,7.25
5364,81.45,Williamson County,15.3,Texas,27.1,7.2,7.25
1378142,78.73,Wilson County,19.5,Texas,27.6,6.8,7.25
701807,74.85,Winkler County,25.6,Texas,31.8,9.2,7.25
678292,77.01,Wise County,23.2,Texas,29.4,8.7,7.25
723404,76.67,Wood County,26.2,Texas,29,9.1,7.25
47069,77.57,Yoakum County,20.1,Texas,29.8,7.0,7.25
23554,75.77,Young County,26.2,Texas,27.8,7.7,7.25
701115,79.19,Zapata County,18.4,Texas,30.5,10.4,7.25
24780,77.92,Zavala County,18.2,Texas,29,13.9,7.25
1265,77.04,Beaver County,21.5,Utah,28.3,9.9,7.25
290736,79.46,Box Elder County,13.2,Utah,28.3,8.5,7.25
20278,81.9,Cache County,9.6,Utah,23.5,6.1,7.25
47538,76.67,Carbon County,19.0,Utah,26.1,8.6,7.25
11952,81.12,Daggett County,19.4,Utah,27,7.3,7.25
110775,80.92,Davis County,9.3,Utah,24.7,7.0,7.25
39217,77.38,Duchesne County,16.5,Utah,26.6,9.6,7.25
15644,77.97,Emery County,19.6,Utah,27.6,7.3,7.25
61658,79.22,Garfield County,18.6,Utah,26.1,10.2,7.25
28612,78.05,Grand County,20.8,Utah,20.6,10.5,7.25
39651,79.25,Iron County,15.9,Utah,25.6,9.6,7.25
1857,77.84,Juab County,16.9,Utah,29.7,9.1,7.25
14793,79.22,Kane County,15.0,Utah,23.1,7.9,7.25
16022,79.17,Millard County,19.5,Utah,29.7,6.2,7.25
36021,81.2,Morgan County,11.6,Utah,22.9,6.9,7.25
11009,78.38,Piute County,20.6,Utah,24.2,10.1,7.25
27610,80.89,Rich County,16.6,Utah,28.4,7.2,7.25
10271,79.49,Salt Lake County,13.9,Utah,24.6,7.7,7.25
14360,78.67,San Juan County,22.1,Utah,28.5,10.9,7.25
28638,79.02,Sanpete County,15.2,Utah,25.3,9.0,7.25
26273,78.04,Sevier County,19.7,Utah,29.2,8.3,7.25
68548,82.1,Summit County,10.5,Utah,15.3,7.4,7.25
115221,78.15,Tooele County,15.7,Utah,30.3,8.3,7.25
7231,77.81,Uintah County,21.7,Utah,29.8,8.5,7.25
103012,80.8,Utah County,7.1,Utah,23.5,7.4,7.25
60860,80.31,Wasatch County,9.6,Utah,23.2,8.4,7.25
1277,81.22,Washington County,14.3,Utah,23.8,10.5,7.25
25961,79.44,Wayne County,17.0,Utah,24.9,8.6,7.25
3460,78.93,Weber County,15.6,Utah,27.3,8.8,7.25
13709,80.42,Addison County,17.0,Vermont,22.9,5.8,7.25
11204,79.36,Bennington County,21.6,Vermont,24.7,6.9,7.25
19068,79.68,Caledonia County,20.0,Vermont,28.2,6.8,7.25
13419,81.01,Chittenden County,14.5,Vermont,20.8,4.8,7.25
4444,79.29,Essex County,22.4,Vermont,28.4,10.0,7.25
56971,78.93,Franklin County,21.5,Vermont,29.2,5.7,7.25
94544,79.68,Grand Isle County,17.0,Vermont,27.7,6.9,7.25
29898,79.88,Lamoille County,18.1,Vermont,25.6,7.6,7.25
28913,80.17,Orange County,19.7,Vermont,28.1,5.9,7.25
82685,79.13,Orleans County,23.8,Vermont,29.8,8.9,7.25
95098,78.98,Rutland County,21.2,Vermont,28.2,7.4,7.25
30002,80.08,Washington County,18.2,Vermont,21.8,5.9,7.25
13928,79.48,Windham County,19.1,Vermont,23.5,6.1,7.25
36990,80.14,Windsor County,18.3,Vermont,24,6.1,7.25
14519,75.83,Accomack County,23.7,Virginia,35.5,7.9,7.25
41043,80.78,Albemarle County,14.2,Virginia,27,6.0,7.25
3452,76.38,Alleghany County,24.9,Virginia,26,8.6,7.25
55046,77.14,Amelia County,24.6,Virginia,32.7,8.5,7.25
21267,77.52,Amherst County,26.2,Virginia,30.9,8.1,7.25
8058,77.39,Appomattox County,25.2,Virginia,30.4,8.6,7.25
820982,82.32,Arlington County,11.0,Virginia,19.3,4.1,7.25
5027,77.21,Bath County,25.2,Virginia,27.8,7.5,7.25
6780,76.0,Bland County,27.7,Virginia,28.2,8.6,7.25
18039,79.47,Botetourt County,22.3,Virginia,27.2,6.4,7.25
9241,75.62,Brunswick County,28.9,Virginia,34.9,11.3,7.25
8919,73.75,Buchanan County,31.1,Virginia,29.4,10.0,7.25
6148,77.39,Buckingham County,26.3,Virginia,30.9,10.7,7.25
10471,78.69,Campbell County,25.6,Virginia,31.7,7.7,7.25
45125,77.35,Caroline County,23.8,Virginia,29.9,9.6,7.25
11694,77.54,Carroll County,27.1,Virginia,31,11.5,7.25
78498,77.15,Charles City County,26.5,Virginia,35.6,9.6,7.25
7139,76.21,Charlotte County,26.6,Virginia,31.7,10.0,7.25
8628,79.86,Chesterfield County,18.9,Virginia,28.4,7.3,7.25
55264,78.95,Clarke County,19.2,Virginia,29.8,6.7,7.25
12634,78.08,Craig County,24.3,Virginia,30,7.9,7.25
33614,78.29,Culpeper County,21.5,Virginia,33,7.2,7.25
51379,78.16,Cumberland County,24.5,Virginia,32.2,8.4,7.25
28591,74.07,Dickenson County,30.3,Virginia,28.8,10.5,7.25
19630,76.83,Dinwiddie County,25.2,Virginia,32.4,8.8,7.25
20181,76.61,Essex County,24.7,Virginia,29.3,9.1,7.25
37859,79.05,Fauquier County,19.3,Virginia,27.9,6.2,7.25
10034,78.81,Floyd County,24.1,Virginia,27.8,7.0,7.25
12462,80.48,Fluvanna County,21.2,Virginia,30.1,6.3,7.25
32192,78.55,Franklin County,23.9,Virginia,29,8.7,7.25
33394,79.33,Frederick County,22.7,Virginia,29.3,7.5,7.25
123891,76.17,Giles County,26.8,Virginia,32.5,9.6,7.25
28128,77.7,Gloucester County,22.6,Virginia,31,6.8,7.25
11304,79.87,Goochland County,18.4,Virginia,26,7.2,7.25
98054,76.96,Grayson County,27.6,Virginia,31.8,12.5,7.25
12497,78.94,Greene County,21.9,Virginia,29.9,6.7,7.25
22406,74.32,Greensville County,28.1,Virginia,34,9.6,7.25
33942,75.69,Halifax County,26.4,Virginia,32.6,12.2,7.25
12478,79.67,Hanover County,20.1,Virginia,26.6,6.6,7.25
12188,79.28,Henrico County,19.7,Virginia,27.9,7.3,7.25
11869,76.02,Henry County,27.5,Virginia,30.3,14.7,7.25
69690,79.49,Highland County,22.7,Virginia,28,6.2,7.25
14573,81.49,James City County,17.0,Virginia,26.5,6.3,7.25
15235,78.48,King George County,18.4,Virginia,28.9,7.4,7.25
21869,77.47,King William County,24.4,Virginia,32,7.5,7.25
30941,77.98,Lancaster County,22.5,Virginia,31.7,9.8,7.25
7150,74.64,Lee County,27.0,Virginia,33,7.9,7.25
50599,82.62,Loudoun County,11.6,Virginia,22.5,5.1,7.25
11546,78.02,Louisa County,25.0,Virginia,34,7.5,7.25
21874,76.83,Lunenburg County,29.4,Virginia,33.8,9.5,7.25
354,78.88,Madison County,23.5,Virginia,33,6.3,7.25
3172,79.01,Mathews County,21.9,Virginia,27.4,6.3,7.25
5909,75.89,Mecklenburg County,29.2,Virginia,32.8,11.3,7.25
2500,77.85,Middlesex County,21.2,Virginia,28.5,7.2,7.25
2803,79.12,Montgomery County,18.1,Virginia,27,7.1,7.25
73,77.81,Nelson County,23.0,Virginia,25.4,7.1,7.25
4074,78.49,New Kent County,23.9,Virginia,30,7.2,7.25
4635,75.83,Northampton County,25.1,Virginia,29.8,8.5,7.25
2906,79.25,Northumberland County,22.9,Virginia,29.6,8.7,7.25
4230,75.56,Nottoway County,29.5,Virginia,36.1,7.6,7.25
1179,78.69,Orange County,23.0,Virginia,32.6,8.3,7.25
428,77.6,Page County,27.1,Virginia,30.9,11.6,7.25
4390,77.07,Patrick County,28.6,Virginia,29.2,12.7,7.25
371,75.97,Pittsylvania County,25.4,Virginia,30.9,10.9,7.25
983,79.69,Powhatan County,21.5,Virginia,29.2,7.1,7.25
1036,76.94,Prince Edward County,25.3,Virginia,33.8,9.7,7.25
153,79.16,Prince George County,23.2,Virginia,36,8.1,7.25
241,75.85,Pulaski County,28.5,Virginia,27.4,11.1,7.25
100,79.28,Rappahannock County,19.8,Virginia,26.4,6.3,7.25
899,76.64,Richmond County,27.9,Virginia,31.2,7.1,7.25
2120,79.68,Roanoke County,21.5,Virginia,26.6,6.3,7.25
283,78.95,Rockbridge County,23.9,Virginia,27.9,7.5,7.25
88,80.46,Rockingham County,20.0,Virginia,29.8,6.7,7.25
497,74.82,Russell County,27.7,Virginia,32,10.2,7.25
4022,75.75,Scott County,27.8,Virginia,29.7,8.5,7.25
2022,79.06,Shenandoah County,23.5,Virginia,30,8.2,7.25
1346,75.25,Smyth County,27.3,Virginia,31.4,12.1,7.25
269,78.82,Spotsylvania County,19.4,Virginia,29.8,7.0,7.25
592,79.61,Stafford County,17.4,Virginia,31.7,6.5,7.25
343,77.87,Surry County,22.8,Virginia,33,9.0,7.25
40544,74.7,Sussex County,26.4,Virginia,37.3,11.4,7.25
1072,74.18,Tazewell County,27.1,Virginia,30.8,8.8,7.25
351,77.1,Warren County,24.5,Virginia,26,8.1,7.25
162,77.22,Washington County,23.9,Virginia,29.4,7.9,7.25
300,77.17,Westmoreland County,25.9,Virginia,29,8.1,7.25
395,74.19,Wise County,29.8,Virginia,33.6,8.3,7.25
67,76.58,Wythe County,27.4,Virginia,28.8,11.1,7.25
10172,78.05,York County,16.1,Virginia,28.2,6.1,7.25
1690,79.09,Adams County,15.8,Washington,37.3,10.5,9.19
1350,79.18,Asotin County,27.2,Washington,29.1,9.4,9.19
1620,79.68,Benton County,17.8,Washington,32.4,7.9,9.19
1393,80.4,Chelan County,19.0,Washington,26.8,8.9,9.19
4724,79.38,Clallam County,24.3,Washington,27.4,11.0,9.19
2194,79.69,Clark County,19.3,Washington,29.1,12.9,9.19
21144,78.94,Columbia County,22.0,Washington,32.4,9.4,9.19
7537,77.69,Cowlitz County,25.3,Washington,36.7,12.9,9.19
6818,80.43,Douglas County,19.7,Washington,28.8,9.7,9.19
37150,76.84,Ferry County,27.6,Washington,27.5,17.5,9.19
38457,79.61,Franklin County,16.6,Washington,32.2,8.8,9.19
6322,80.28,Garfield County,18.4,Washington,33.7,8.3,9.19
12237,78.59,Grant County,20.0,Washington,32.8,10.9,9.19
7210,76.72,Grays Harbor County,28.2,Washington,32.7,13.9,9.19
16674,81.64,Island County,18.0,Washington,26.2,9.3,9.19
22460,80.88,Jefferson County,21.0,Washington,25.1,10.3,9.19
6438,81.11,King County,15.1,Washington,22.5,9.0,9.19
231705,79.61,Kitsap County,20.4,Washington,29.7,8.6,9.19
18679,80.59,Kittitas County,17.4,Washington,27,9.8,9.19
19716,79.62,Klickitat County,21.7,Washington,27.8,12.2,9.19
11547,77.97,Lewis County,23.9,Washington,32.4,13.1,9.19
22356,79.8,Lincoln County,21.1,Washington,31.7,8.4,9.19
11674,78.41,Mason County,28.2,Washington,32.2,11.9,9.19
10274,78.24,Okanogan County,24.1,Washington,29.4,10.7,9.19
25223,77.36,Pacific County,26.0,Washington,35,14.0,9.19
110837,77.43,Pend Oreille County,25.1,Washington,29.6,15.3,9.19
13957,78.46,Pierce County,21.5,Washington,31.4,10.4,9.19
25126,83.44,San Juan County,15.6,Washington,18.5,7.3,9.19
3465,79.57,Skagit County,19.8,Washington,27.8,10.9,9.19
7018,79.86,Skamania County,19.3,Washington,31.8,12.8,9.19
15865,79.95,Snohomish County,18.7,Washington,29.1,10.7,9.19
13845,78.81,Spokane County,21.1,Washington,28,10.1,9.19
21537,78.2,Stevens County,23.3,Washington,27.8,13.1,9.19
15016,80.15,Thurston County,20.3,Washington,28.6,9.0,9.19
32047,78.77,Wahkiakum County,23.3,Washington,30.8,15.3,9.19
6673,79.75,Walla Walla County,17.2,Washington,27.6,8.0,9.19
13048,80.81,Whatcom County,17.5,Washington,25.3,9.5,9.19
9686,81.28,Whitman County,12.7,Washington,27.8,6.7,9.19
2035,78.24,Yakima County,20.1,Washington,31.9,10.6,9.19
16700,76.21,Barbour County,27.5,West Virginia,31.9,10.0,7.25
17083,76.6,Berkeley County,28.0,West Virginia,33.3,8.6,7.25
7675,73.23,Boone County,32.3,West Virginia,33.5,8.8,7.25
31932,76.59,Braxton County,30.0,West Virginia,34,11.1,7.25
484694,76.96,Brooke County,30.3,West Virginia,34.4,11.4,7.25
4455,75.43,Cabell County,28.8,West Virginia,33.9,7.2,7.25
53470,76.46,Calhoun County,31.9,West Virginia,35.9,14.0,7.25
26131,74.76,Clay County,32.3,West Virginia,38.3,14.1,7.25
3366,77.0,Doddridge County,31.8,West Virginia,35.1,7.1,7.25
7588,74.39,Fayette County,32.4,West Virginia,33.4,10.0,7.25
2658,76.75,Gilmer County,29.4,West Virginia,35.6,8.9,7.25
13704,78.35,Grant County,29.7,West Virginia,33.4,9.8,7.25
28769,76.42,Greenbrier County,28.2,West Virginia,30.2,8.7,7.25
14646,77.34,Hampshire County,32.6,West Virginia,34.2,9.1,7.25
3707,76.92,Hancock County,30.0,West Virginia,32.6,12.1,7.25
33256,77.53,Hardy County,30.3,West Virginia,32,11.6,7.25
7644,76.0,Harrison County,26.3,West Virginia,32,7.6,7.25
352,77.1,Jackson County,28.8,West Virginia,34.8,11.4,7.25
127,77.54,Jefferson County,24.2,West Virginia,33.5,6.7,7.25
18342,75.53,Kanawha County,26.8,West Virginia,31.5,7.4,7.25
6137,75.33,Lewis County,28.2,West Virginia,31.8,8.8,7.25
2795,73.68,Lincoln County,31.4,West Virginia,38,11.7,7.25
3716,72.59,Logan County,33.7,West Virginia,41.2,10.1,7.25
21688,77.17,Marion County,25.2,West Virginia,33.8,7.3,7.25
