County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Min Wages Dummies,log_PA,log_NPA,log_TA
Curry County,29.1,8.95,77.54,24.3,258,6607,6865,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.552959584921617,8.795884972029885,8.834191318202071
De Baca County,23.2,7.5,77.85,22.2,2236,7707,9943,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.71244383427499,8.949884285777994,9.204624064980074
Eddy County,28.7,7.5,76.46,24.2,1243,6811,8054,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1252830915107115,8.826294231241318,8.9939241414114
Eddy County,29.1,7.25,76.46,24.2,1243,6811,8054,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1252830915107115,8.826294231241318,8.9939241414114
Guadalupe County,25.9,7.5,76.87,23.2,89,324,413,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.48863636973214,5.780743515792329,6.023447592961033
Guadalupe County,29.9,7.25,76.87,23.2,89,324,413,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.48863636973214,5.780743515792329,6.023447592961033
Harding County,25.3,7.5,80.65,20.6,251,552,803,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5254529391317835,6.313548046277095,6.688354713946762
Harding County,31.2,7.25,80.65,20.6,251,552,803,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5254529391317835,6.313548046277095,6.688354713946762
Hidalgo County,26.4,7.5,78.1,23.2,65,175,240,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.174387269895637,5.1647859739235145,5.480638923341991
Hidalgo County,31.1,7.25,78.1,23.2,65,175,240,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.174387269895637,5.1647859739235145,5.480638923341991
Lea County,32.8,7.5,76.18,25.2,523,1096,1619,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.259581464064923,6.999422467507961,7.389563953677635
Los Alamos County,18.5,7.5,83.21,13.0,25,138,163,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2188758248682006,4.927253685157205,5.093750200806762
Luna County,26.1,7.5,77.3,25.3,2515,6995,9510,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.83002808253384,8.852950887099581,9.160099155539436
McKinley County,35.8,7.5,74.95,21.7,98,236,334,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.584967478670572,5.4638318050256105,5.811140992976701
Mora County,23.4,7.5,78.75,20.5,355,2481,2836,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.872117789475416,7.816416983691801,7.950149887652018
Quay County,25.3,7.5,76.02,24.7,641,4780,5421,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.46302945692067,8.472195825485501,8.598035579260339
Rio Arriba County,24.0,7.5,75.53,22.7,657,1818,2475,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.48768401848461,7.505492274737424,7.813995675002791
Sandoval County,25.0,7.5,79.62,20.4,127,502,629,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.844187086458591,6.218600119691729,6.444131256700441
Santa Fe County,13.8,7.5,80.77,19.3,2110,6700,8810,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.6544432264701125,8.809862805379057,9.083642718930225
Socorro County,26.5,7.5,76.6,26.4,33,143,176,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4965075614664802,4.962844630259907,5.170483995038151
Taos County,18.0,7.5,79.83,20.6,288,929,1217,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.662960480135946,6.834108738813838,7.104144092987527
Torrance County,25.9,7.5,77.13,28.6,236,5928,6164,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4638318050256105,8.687442166975924,8.726481196440007
Valencia County,28.4,7.5,76.97,26.3,186,10816,11002,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.225746673713202,9.288781798282745,9.305832353435404
Albany County,25.9,7.25,79.68,20.0,111,354,465,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.709530201312334,5.869296913133774,6.142037405587356
Albany County,21.8,5.15,79.68,20.0,111,354,465,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.709530201312334,5.869296913133774,6.142037405587356
Bronx County,28.4,7.25,78.06,20.9,458,1263,1721,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.126869184114185,7.141245122350491,7.450660796211539
Broome County,29.0,7.25,79.3,22.0,184,770,954,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.214935757608986,6.646390514847729,6.860663671448287
Cattaraugus County,27.5,7.25,77.96,26.1,1341,4803,6144,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.201170883281678,8.476996001664824,8.723231274827508
Cayuga County,24.8,7.25,79.81,25.6,51,341,392,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9318256327243257,5.831882477283517,5.971261839790462
Chemung County,29.2,7.25,78.66,24.0,81,280,361,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.394449154672439,5.634789603169249,5.8888779583328805
Chenango County,28.8,7.25,78.43,24.6,148,424,572,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997212273764115,6.049733455231958,6.349138991379798
Cortland County,27.0,7.25,78.78,23.2,2200,4060,6260,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.696212639346407,8.308938252595778,8.741935464094144
Dutchess County,26.2,7.25,80.19,18.8,2673,7731,10404,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.890956716138919,8.952993499320474,9.249945626568541
Erie County,28.9,7.25,78.61,21.6,118,261,379,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.770684624465665,5.564520407322694,5.937536205082426
Erie County,28.0,7.85,78.61,21.6,118,261,379,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.770684624465665,5.564520407322694,5.937536205082426
Erie County,28.3,7.25,78.61,21.6,118,261,379,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.770684624465665,5.564520407322694,5.937536205082426
Herkimer County,31.7,7.25,79.54,22.3,967,11496,12463,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.874198495453294,9.34975442775886,9.430519533826377
New York County,15.7,7.25,81.18,15.9,632,1497,2129,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.448889394146858,7.311218384419629,7.663407664893479
Niagara County,29.5,7.25,78.39,25.8,1876,6780,8656,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53689712956617,8.821732380934442,9.066008001086264
Onondaga County,28.2,7.25,79.65,21.2,980,4364,5344,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.887552571664617,8.381144346952961,8.583729715216482
Ontario County,28.0,7.25,79.67,19.4,20,1613,1633,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995732273553991,7.385851078125209,7.398174092970465
Orleans County,31.9,7.25,78.71,26.5,120,404,524,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.787491742782046,6.0014148779611505,6.261491684321042
Orleans County,29.8,7.25,78.71,26.5,120,404,524,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.787491742782046,6.0014148779611505,6.261491684321042
Oswego County,33.9,7.25,78.16,26.0,86,3559,3645,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.454347296253507,8.177234885510194,8.201111644442758
Queens County,22.9,7.25,81.4,17.4,1261,3665,4926,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13966033596492,8.206583614320753,8.502282578680484
Rensselaer County,26.4,7.25,78.59,22.0,191,580,771,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25227342804663,6.363028103540465,6.647688373563329
Rockland County,24.3,7.25,81.77,16.1,3852,6007,9859,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.256347772918016,8.700680734850161,9.196140022575042
Saratoga County,25.9,7.25,81.0,19.2,88,388,476,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.477336814478207,5.961005339623274,6.16541785423142
Schenectady County,27.4,7.25,79.55,22.4,196,557,753,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.278114659230517,6.322565239927284,6.6240652277998935
Schoharie County,29.9,7.25,79.98,23.5,1474,3006,4480,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.295735072749282,8.00836557031292,8.40737832540903
Seneca County,28.3,7.25,79.11,24.6,181,464,645,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.198497031265826,6.139884552226255,6.4692503167957724
Seneca County,30.0,7.85,79.11,24.6,181,464,645,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.198497031265826,6.139884552226255,6.4692503167957724
Tioga County,28.9,7.25,79.94,20.9,206,728,934,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.327876168789581,6.590301048196686,6.839476438228843
Tioga County,32.2,7.25,79.94,20.9,206,728,934,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.327876168789581,6.590301048196686,6.839476438228843
Tompkins County,21.7,7.25,80.88,14.2,179,521,700,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.187385805840755,6.255750041753367,6.551080335043404
Ulster County,27.3,7.25,79.85,22.0,553,1758,2311,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.315358001522335,7.471932078245122,7.745435610274381
Westchester County,17.2,7.25,81.99,16.0,169,402,571,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1298987149230735,5.996452088619021,6.3473892096560105
Wyoming County,29.6,7.25,79.05,24.6,501,1134,1635,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2166061010848646,7.033506484287697,7.399398083331354
Wyoming County,32.2,7.25,79.05,24.6,501,1134,1635,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2166061010848646,7.033506484287697,7.399398083331354
Wyoming County,37.0,7.25,79.05,24.6,501,1134,1635,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2166061010848646,7.033506484287697,7.399398083331354
Yates County,25.9,7.25,79.49,22.9,1580,3982,5562,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.365180126021013,8.289539484624141,8.62371303479391
Alamance County,34.1,7.25,77.7,24.8,207,567,774,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.332718793265369,6.340359303727752,6.651571873589727
Alleghany County,24.7,7.25,77.88,27.2,435,806,1241,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.075346031088684,6.692083742506628,7.123672785204607
Alleghany County,26.0,7.25,77.88,27.2,435,806,1241,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.075346031088684,6.692083742506628,7.123672785204607
Anson County,34.6,7.25,74.98,27.0,303,4839,5142,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.713732805509369,8.48446336679332,8.545197387825835
Ashe County,22.5,7.25,77.79,26.1,318,4843,5161,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.762051382780177,8.48528964240323,8.548885638148727
Avery County,28.9,7.25,77.53,24.0,186,8876,9062,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.225746673713202,9.091106284052485,9.111845125227083
Beaufort County,34.3,7.25,76.16,23.3,36458,99337,135795,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.503916192092866,11.50627338888985,11.818901674577651
Beaufort County,21.6,7.25,76.16,23.3,36458,99337,135795,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.503916192092866,11.50627338888985,11.818901674577651
Bertie County,35.0,7.25,75.23,25.9,1389,3916,5305,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.236339342754344,8.272826003650401,8.576405051048084
Bladen County,36.1,7.25,74.61,26.1,15537,30236,45773,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.650979555092,10.316788546412067,10.73144967661659
Brunswick County,29.5,7.25,78.07,26.0,46,78,124,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641396489095,4.356708826689592,4.820281565605037
Brunswick County,34.9,7.25,78.07,26.0,46,78,124,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.828641396489095,4.356708826689592,4.820281565605037
Buncombe County,23.6,7.25,78.5,22.1,426,843,1269,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.054439346269371,6.736966958001855,7.1459844677143876
Cabarrus County,30.9,7.25,77.76,22.6,409,3753,4162,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013715156042802,8.23031079913502,8.33375100695358
Carteret County,29.0,7.25,77.74,24.4,117,577,694,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.762173934797756,6.3578422665081,6.542471960506805
Caswell County,32.5,7.25,76.14,27.0,44,249,293,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.784189633918261,5.517452896464707,5.680172609017068
Catawba County,28.4,7.25,76.67,23.6,107,551,658,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.672828834461906,6.311734809152915,6.489204931325317
Chowan County,30.0,7.25,77.01,25.4,3137,20452,23589,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.051022208190679,9.92583595619989,10.068535780659627
Columbus County,32.1,7.25,73.58,27.1,92,177,269,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5217885770490405,5.176149732573829,5.594711379601839
Craven County,31.9,7.25,77.51,22.8,136,562,698,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.912654885736052,6.331501849893691,6.548219102762372
Currituck County,29.2,7.25,77.07,24.8,43,198,241,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7612001156935624,5.288267030694535,5.484796933490655
Dare County,28.1,7.25,79.0,23.5,735,1642,2377,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5998704992128365,7.403670290012373,7.773594467360194
Davidson County,29.0,7.25,76.73,26.2,3656,12680,16336,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.204124932574041,9.447781227991216,9.701126540404447
Davidson County,30.3,7.25,76.73,26.2,3656,12680,16336,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.204124932574041,9.447781227991216,9.701126540404447
Davie County,28.1,7.25,78.62,23.7,1920,13183,15103,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.560080465021827,9.48668339975797,9.62264867856634
