Unemployment_rate_2010,CountyState,Percent Obese,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,County,State,Life expectancy 2010,Percent Smokers,min_wage
12.6,Jackson County Tennessee,30.7,363.0,3704.0,4067.0,Jackson County,Tennessee,74.22,29.4,7.25
12.6,Jackson County Tennessee,30.7,1465.0,12239.0,13704.0,Jackson County,Tennessee,74.22,29.4,7.25
11.5,Jefferson County Tennessee,28.4,4209.0,20940.0,25149.0,Jefferson County,Tennessee,76.2,28.3,7.25
11.5,Jefferson County Tennessee,28.4,3778.0,33372.0,37150.0,Jefferson County,Tennessee,76.2,28.3,7.25
11.5,Jefferson County Tennessee,28.4,2528.0,26241.0,28769.0,Jefferson County,Tennessee,76.2,28.3,7.25
12.8,Johnson County Tennessee,31.2,453.0,4247.0,4700.0,Johnson County,Tennessee,75.9,29.9,7.25
11.1,Lake County Tennessee,32.9,443.0,3389.0,3832.0,Lake County,Tennessee,73.14,33.0,7.25
15.0,Lewis County Tennessee,32.4,950.0,7694.0,8644.0,Lewis County,Tennessee,75.3,30.3,7.25
15.0,Lewis County Tennessee,32.4,2343.0,14331.0,16674.0,Lewis County,Tennessee,75.3,30.3,7.25
7.2,Lincoln County Tennessee,31.7,2500.0,19960.0,22460.0,Lincoln County,Tennessee,75.92,28.0,7.25
11.2,Macon County Tennessee,33.6,946.0,9191.0,10137.0,Macon County,Tennessee,74.53,30.4,7.25
10.0,Madison County Tennessee,36.1,5497.0,22834.0,28331.0,Madison County,Tennessee,76.48,22.9,7.25
10.0,Madison County Tennessee,36.1,2564.0,20786.0,23350.0,Madison County,Tennessee,76.48,22.9,7.25
11.1,Marion County Tennessee,29.9,817.0,4378.0,5195.0,Marion County,Tennessee,74.63,27.4,7.25
14.0,Marshall County Tennessee,29.9,2115.0,36866.0,38981.0,Marshall County,Tennessee,76.04,26.8,7.25
14.0,Marshall County Tennessee,29.9,2276.0,16771.0,19047.0,Marshall County,Tennessee,76.04,26.8,7.25
12.7,Monroe County Tennessee,35.4,989.0,10618.0,11607.0,Monroe County,Tennessee,75.81,29.7,7.25
17.0,Scott County Tennessee,29.9,1067.0,13306.0,14373.0,Scott County,Tennessee,73.93,31.7,7.25
17.0,Scott County Tennessee,29.9,2043.0,13030.0,15073.0,Scott County,Tennessee,73.93,31.7,7.25
9.8,Shelby County Tennessee,34.6,592.0,8184.0,8776.0,Shelby County,Tennessee,75.49,21.2,7.25
9.8,Shelby County Tennessee,34.6,12210.0,23085.0,35295.0,Shelby County,Tennessee,75.49,21.2,7.25
10.8,Trousdale County Tennessee,32.5,2120.0,12720.0,14840.0,Trousdale County,Tennessee,74.09,28.0,7.25
10.8,Union County Tennessee,34,2088.0,13085.0,15173.0,Union County,Tennessee,75.11,30.6,7.25
10.8,Union County Tennessee,34,3330.0,25633.0,28963.0,Union County,Tennessee,75.11,30.6,7.25
10.8,Union County Tennessee,34,1839.0,9891.0,11730.0,Union County,Tennessee,75.11,30.6,7.25
13.2,Van Buren County Tennessee,33.5,1773.0,12981.0,14754.0,Van Buren County,Tennessee,76.17,30.0,7.25
10.9,Warren County Tennessee,34.1,1176.0,16904.0,18080.0,Warren County,Tennessee,75.11,27.2,7.25
10.9,Warren County Tennessee,34.1,874.0,7960.0,8834.0,Warren County,Tennessee,75.11,27.2,7.25
8.7,Washington County Tennessee,29.3,19468.0,102327.0,121795.0,Washington County,Tennessee,76.68,23.6,7.25
11.4,Wayne County Tennessee,31.5,3525.0,24504.0,28029.0,Wayne County,Tennessee,75.64,29.3,7.25
10.5,White County Tennessee,30.3,1145.0,10579.0,11724.0,White County,Tennessee,74.86,28.9,7.25
8.2,Brown County Texas,32.3,48.0,5536.0,5584.0,Brown County,Texas,75.7,24.9,7.25
6.1,Fayette County Texas,27.8,303.0,29573.0,29876.0,Fayette County,Texas,79.14,20.2,7.25
7.0,Jackson County Texas,31.7,3.0,603.0,606.0,Jackson County,Texas,77.35,22.6,7.25
11.3,Jefferson County Texas,35.5,7180.0,362197.0,369377.0,Jefferson County,Texas,76.04,25.4,7.25
8.7,Johnson County Texas,32.6,87.0,11455.0,11542.0,Johnson County,Texas,76.84,24.6,7.25
8.4,Madison County Texas,31.3,214.0,11232.0,11446.0,Madison County,Texas,76.94,25.8,7.25
11.8,Marion County Texas,31.7,0.0,127.0,127.0,Marion County,Texas,74.6,26.7,7.25
6.3,Mason County Texas,27.4,80.0,6057.0,6137.0,Mason County,Texas,79.58,17.8,7.25
12.7,Newton County Texas,32.3,309.0,5426.0,5735.0,Newton County,Texas,74.92,27.7,7.25
5.9,Ochiltree County Texas,29.6,289.0,16617.0,16906.0,Ochiltree County,Texas,76.62,22.4,7.25
11.7,Orange County Texas,32.9,276.0,18592.0,18868.0,Orange County,Texas,74.51,27.8,7.25
7.3,Pecos County Texas,29.5,274.0,19270.0,19544.0,Pecos County,Texas,78.25,21.3,7.25
9.7,Polk County Texas,34.2,123.0,4179.0,4302.0,Polk County,Texas,73.17,29.4,7.25
9.7,Polk County Texas,34.2,128.0,8207.0,8335.0,Polk County,Texas,73.17,29.4,7.25
6.3,Potter County Texas,34.2,75.0,4262.0,4337.0,Potter County,Texas,74.33,27.3,7.25
8.7,Refugio County Texas,29.9,228.0,17472.0,17700.0,Refugio County,Texas,76.7,21.6,7.25
9.2,Robertson County Texas,31.4,491.0,32585.0,33076.0,Robertson County,Texas,75.9,23.8,7.25
7.8,Rusk County Texas,35.2,197.0,14257.0,14454.0,Rusk County,Texas,76.04,26.2,7.25
6.2,San Saba County Texas,29.9,161.0,3703.0,3864.0,San Saba County,Texas,78.24,24.2,7.25
6.8,Scurry County Texas,29.5,44.0,2084.0,2128.0,Scurry County,Texas,77.14,23.2,7.25
6.8,Taylor County Texas,28.2,132.0,9414.0,9546.0,Taylor County,Texas,76.71,22.6,7.25
6.8,Taylor County Texas,28.2,332.0,24483.0,24815.0,Taylor County,Texas,76.71,22.6,7.25
11.8,Tyler County Texas,29.8,44.0,3371.0,3415.0,Tyler County,Texas,75.76,28.4,7.25
8.8,Upshur County Texas,31,3892.0,239316.0,243208.0,Upshur County,Texas,75.34,25.9,7.25
7.2,Washington County Texas,28.6,15.0,1298.0,1313.0,Washington County,Texas,78.57,20.6,7.25
7.8,Wichita County Texas,32.9,118.0,8194.0,8312.0,Wichita County,Texas,75.54,25.5,7.25
14.5,Willacy County Texas,28.5,48.0,4098.0,4146.0,Willacy County,Texas,79.55,17.6,7.25
9.1,Wood County Texas,29,37.0,2101.0,2138.0,Wood County,Texas,76.67,26.2,7.25
9.1,Wood County Texas,29,142.0,14238.0,14380.0,Wood County,Texas,76.67,26.2,7.25
7.1,Montgomery County Virginia,27,3240.0,7444.0,10684.0,Montgomery County,Virginia,79.12,18.1,7.25
8.7,Northumberland County Virginia,29.6,2180.0,9979.0,12159.0,Northumberland County,Virginia,79.25,22.9,7.25
8.3,Orange County Virginia,32.6,3001.0,8868.0,11869.0,Orange County,Virginia,78.69,23.0,7.25
8.7,Jefferson County Wisconsin,32.7,502.0,6167.0,6669.0,Jefferson County,Wisconsin,80.2,22.3,7.25
