Percent Obese,CountyState
23,Polk County North Carolina
28.7,Randolph County North Carolina
30.5,Richmond County North Carolina
40.7,Robeson County North Carolina
32.4,Rockingham County North Carolina
33.1,Rowan County North Carolina
30,Rutherford County North Carolina
36.7,Sampson County North Carolina
36.4,Scotland County North Carolina
26.6,Stanly County North Carolina
25.6,Stokes County North Carolina
30.7,Surry County North Carolina
33.9,Swain County North Carolina
23.7,Transylvania County North Carolina
31.3,Tyrrell County North Carolina
27.4,Union County North Carolina
33,Vance County North Carolina
24.8,Wake County North Carolina
34.8,Warren County North Carolina
33,Washington County North Carolina
27.5,Watauga County North Carolina
34.1,Wayne County North Carolina
29.3,Wilkes County North Carolina
34.9,Wilson County North Carolina
29.7,Yadkin County North Carolina
28.7,Yancey County North Carolina
33.1,Adams County North Dakota
27,Barnes County North Dakota
35.5,Benson County North Dakota
31.3,Billings County North Dakota
31.3,Bottineau County North Dakota
31.5,Bowman County North Dakota
30.6,Burke County North Dakota
26.7,Burleigh County North Dakota
27,Cass County North Dakota
31.4,Cavalier County North Dakota
29.7,Dickey County North Dakota
28.9,Divide County North Dakota
30,Dunn County North Dakota
29.1,Eddy County North Dakota
32.6,Emmons County North Dakota
30.3,Foster County North Dakota
30.6,Golden Valley County North Dakota
29.9,Grand Forks County North Dakota
36,Grant County North Dakota
30.4,Griggs County North Dakota
26.2,Hettinger County North Dakota
33,Kidder County North Dakota
28.7,LaMoure County North Dakota
34.8,Logan County North Dakota
29.6,McHenry County North Dakota
30.2,McIntosh County North Dakota
32.6,McKenzie County North Dakota
31.5,McLean County North Dakota
29.8,Mercer County North Dakota
29.4,Morton County North Dakota
35.6,Mountrail County North Dakota
30.8,Nelson County North Dakota
31.2,Oliver County North Dakota
32.9,Pembina County North Dakota
32.5,Pierce County North Dakota
30.3,Ramsey County North Dakota
31.6,Ransom County North Dakota
27.5,Renville County North Dakota
33.2,Richland County North Dakota
40.3,Rolette County North Dakota
31,Sargent County North Dakota
29.8,Sheridan County North Dakota
44.3,Sioux County North Dakota
29.4,Slope County North Dakota
31.8,Stark County North Dakota
33.4,Steele County North Dakota
29.8,Stutsman County North Dakota
29.1,Towner County North Dakota
35.3,Traill County North Dakota
33.2,Walsh County North Dakota
29.7,Ward County North Dakota
28.9,Wells County North Dakota
30.4,Williams County North Dakota
30.7,Adams County Ohio
37.3,Allen County Ohio
30.7,Ashland County Ohio
30,Ashtabula County Ohio
33.1,Athens County Ohio
32.7,Auglaize County Ohio
31.1,Belmont County Ohio
36.4,Brown County Ohio
29.8,Butler County Ohio
28.8,Carroll County Ohio
33.4,Champaign County Ohio
33.2,Clark County Ohio
26.6,Clermont County Ohio
29.7,Clinton County Ohio
32,Columbiana County Ohio
31.6,Coshocton County Ohio
35.9,Crawford County Ohio
27.2,Cuyahoga County Ohio
35.1,Darke County Ohio
28.3,Defiance County Ohio
25.5,Delaware County Ohio
28,Erie County Ohio
30.9,Fairfield County Ohio
31.3,Fayette County Ohio
30.3,Franklin County Ohio
30.3,Fulton County Ohio
31.3,Gallia County Ohio
27.5,Geauga County Ohio
26,Greene County Ohio
31.3,Guernsey County Ohio
28.4,Hamilton County Ohio
31,Hancock County Ohio
31.6,Hardin County Ohio
29.9,Harrison County Ohio
33,Henry County Ohio
32.9,Highland County Ohio
31.8,Hocking County Ohio
29.1,Holmes County Ohio
32.8,Huron County Ohio
33.4,Jackson County Ohio
36.1,Jefferson County Ohio
31.6,Knox County Ohio
28.3,Lake County Ohio
37.2,Lawrence County Ohio
30.4,Licking County Ohio
29.7,Logan County Ohio
31.4,Lorain County Ohio
31.8,Lucas County Ohio
30.7,Madison County Ohio
29.8,Mahoning County Ohio
32.2,Marion County Ohio
28.6,Medina County Ohio
33.2,Meigs County Ohio
29.1,Mercer County Ohio
30.9,Miami County Ohio
32,Monroe County Ohio
30.4,Montgomery County Ohio
32.2,Morgan County Ohio
30.9,Morrow County Ohio
29.5,Muskingum County Ohio
32.1,Noble County Ohio
35,Ottawa County Ohio
29.3,Paulding County Ohio
36.7,Perry County Ohio
33,Pickaway County Ohio
32.1,Pike County Ohio
29.6,Portage County Ohio
32.4,Preble County Ohio
29.9,Putnam County Ohio
31.2,Richland County Ohio
34.4,Ross County Ohio
33.9,Sandusky County Ohio
35.5,Scioto County Ohio
30,Seneca County Ohio
32.1,Shelby County Ohio
31.7,Stark County Ohio
29.2,Summit County Ohio
32.5,Trumbull County Ohio
32.1,Tuscarawas County Ohio
34.2,Union County Ohio
32.5,Van Wert County Ohio
30.3,Vinton County Ohio
26.2,Warren County Ohio
32.2,Washington County Ohio
30.5,Wayne County Ohio
30,Williams County Ohio
29.6,Wood County Ohio
29.4,Wyandot County Ohio
36,Adair County Oklahoma
32.8,Alfalfa County Oklahoma
34.7,Atoka County Oklahoma
31.4,Beaver County Oklahoma
36.5,Beckham County Oklahoma
32.2,Blaine County Oklahoma
33.3,Bryan County Oklahoma
35.2,Caddo County Oklahoma
31.1,Canadian County Oklahoma
36.4,Carter County Oklahoma
35.2,Cherokee County Oklahoma
34.3,Choctaw County Oklahoma
31.3,Cimarron County Oklahoma
29.3,Cleveland County Oklahoma
33.2,Coal County Oklahoma
34.5,Comanche County Oklahoma
34,Cotton County Oklahoma
35.8,Craig County Oklahoma
36.1,Creek County Oklahoma
28.9,Custer County Oklahoma
33.2,Delaware County Oklahoma
29.2,Dewey County Oklahoma
31.9,Ellis County Oklahoma
32.8,Garfield County Oklahoma
32.2,Garvin County Oklahoma
37,Grady County Oklahoma
34.6,Grant County Oklahoma
32.1,Greer County Oklahoma
34,Harmon County Oklahoma
32.7,Harper County Oklahoma
31.3,Haskell County Oklahoma
33.8,Hughes County Oklahoma
32.5,Jackson County Oklahoma
36.9,Jefferson County Oklahoma
31,Johnston County Oklahoma
35.6,Kay County Oklahoma
31.6,Kingfisher County Oklahoma
32.1,Kiowa County Oklahoma
36.8,Latimer County Oklahoma
33.2,Le Flore County Oklahoma
31.9,Lincoln County Oklahoma
34.1,Logan County Oklahoma
30.8,Love County Oklahoma
32.4,McClain County Oklahoma
35.7,McCurtain County Oklahoma
35,McIntosh County Oklahoma
32,Major County Oklahoma
33.9,Marshall County Oklahoma
36,Mayes County Oklahoma
34.6,Murray County Oklahoma
31.9,Muskogee County Oklahoma
35.2,Noble County Oklahoma
33,Nowata County Oklahoma
35.1,Okfuskee County Oklahoma
30,Oklahoma County Oklahoma
32.3,Okmulgee County Oklahoma
33,Osage County Oklahoma
31.6,Ottawa County Oklahoma
36.4,Pawnee County Oklahoma
30.9,Payne County Oklahoma
34.1,Pittsburg County Oklahoma
39.3,Pontotoc County Oklahoma
37.2,Pottawatomie County Oklahoma
31.4,Pushmataha County Oklahoma
32.3,Roger Mills County Oklahoma
31.1,Rogers County Oklahoma
38.7,Seminole County Oklahoma
38.1,Sequoyah County Oklahoma
29.4,Stephens County Oklahoma
30.9,Texas County Oklahoma
33.6,Tillman County Oklahoma
30.2,Tulsa County Oklahoma
31.5,Wagoner County Oklahoma
30.8,Washington County Oklahoma
32.7,Washita County Oklahoma
32.4,Woods County Oklahoma
34.7,Woodward County Oklahoma
25.1,Baker County Oregon
22.4,Benton County Oregon
26.1,Clackamas County Oregon
26,Clatsop County Oregon
28.2,Columbia County Oregon
28.9,Coos County Oregon
26.6,Crook County Oregon
29.1,Curry County Oregon
21.2,Deschutes County Oregon
32.8,Douglas County Oregon
27.2,Gilliam County Oregon
24.3,Grant County Oregon
28.6,Harney County Oregon
22.1,Hood River County Oregon
23.9,Jackson County Oregon
30.7,Jefferson County Oregon
25.5,Josephine County Oregon
27.2,Klamath County Oregon
29.9,Lake County Oregon
26.7,Lane County Oregon
28,Lincoln County Oregon
29.9,Linn County Oregon
28.3,Malheur County Oregon
31.3,Marion County Oregon
25.8,Morrow County Oregon
22.3,Multnomah County Oregon
30.5,Polk County Oregon
25.9,Sherman County Oregon
27.5,Tillamook County Oregon
33.8,Umatilla County Oregon
28,Union County Oregon
25.4,Wallowa County Oregon
32.9,Wasco County Oregon
24.5,Washington County Oregon
25.8,Wheeler County Oregon
29.4,Yamhill County Oregon
28.3,Adams County Pennsylvania
27.3,Allegheny County Pennsylvania
30.9,Armstrong County Pennsylvania
30.1,Beaver County Pennsylvania
33.3,Bedford County Pennsylvania
27.7,Berks County Pennsylvania
33.4,Blair County Pennsylvania
34.8,Bradford County Pennsylvania
25.7,Bucks County Pennsylvania
29.1,Butler County Pennsylvania
36.2,Cambria County Pennsylvania
29.1,Cameron County Pennsylvania
32.2,Carbon County Pennsylvania
25.2,Centre County Pennsylvania
22.2,Chester County Pennsylvania
31.7,Clarion County Pennsylvania
29.2,Clearfield County Pennsylvania
31.5,Clinton County Pennsylvania
33.3,Columbia County Pennsylvania
29.8,Crawford County Pennsylvania
25.5,Cumberland County Pennsylvania
32.1,Dauphin County Pennsylvania
28,Delaware County Pennsylvania
31.2,Elk County Pennsylvania
28.3,Erie County Pennsylvania
34.6,Fayette County Pennsylvania
32.5,Forest County Pennsylvania
32.4,Franklin County Pennsylvania
30.8,Fulton County Pennsylvania
30.7,Greene County Pennsylvania
29.4,Huntingdon County Pennsylvania
29.7,Indiana County Pennsylvania
29.2,Jefferson County Pennsylvania
30.8,Juniata County Pennsylvania
24.9,Lackawanna County Pennsylvania
28.3,Lancaster County Pennsylvania
28.3,Lawrence County Pennsylvania
32,Lebanon County Pennsylvania
27.9,Lehigh County Pennsylvania
29.8,Luzerne County Pennsylvania
31.3,Lycoming County Pennsylvania
31.9,McKean County Pennsylvania
30.9,Mercer County Pennsylvania
30.2,Mifflin County Pennsylvania
28.2,Monroe County Pennsylvania
24,Montgomery County Pennsylvania
30.2,Montour County Pennsylvania
29,Northampton County Pennsylvania
34.3,Northumberland County Pennsylvania
30.8,Perry County Pennsylvania
30.6,Philadelphia County Pennsylvania
31.2,Pike County Pennsylvania
31.5,Potter County Pennsylvania
33,Schuylkill County Pennsylvania
33.5,Snyder County Pennsylvania
31.3,Somerset County Pennsylvania
32.2,Sullivan County Pennsylvania
32.5,Susquehanna County Pennsylvania
32.2,Tioga County Pennsylvania
29.5,Union County Pennsylvania
32,Venango County Pennsylvania
31.2,Warren County Pennsylvania
27.7,Washington County Pennsylvania
29,Wayne County Pennsylvania
28.3,Westmoreland County Pennsylvania
32.2,Wyoming County Pennsylvania
32.8,York County Pennsylvania
20.3,Bristol County Rhode Island
27.7,Kent County Rhode Island
22,Newport County Rhode Island
27.3,Providence County Rhode Island
22.6,Washington County Rhode Island
34.8,Abbeville County South Carolina
31.9,Aiken County South Carolina
36.7,Allendale County South Carolina
30.8,Anderson County South Carolina
42.2,Bamberg County South Carolina
36.9,Barnwell County South Carolina
21.6,Beaufort County South Carolina
38.8,Berkeley County South Carolina
38.4,Calhoun County South Carolina
27.7,Charleston County South Carolina
31.4,Cherokee County South Carolina
33.5,Chester County South Carolina
36,Chesterfield County South Carolina
37.5,Clarendon County South Carolina
36.7,Colleton County South Carolina
35.7,Darlington County South Carolina
39.8,Dillon County South Carolina
29,Dorchester County South Carolina
35.7,Edgefield County South Carolina
39.7,Fairfield County South Carolina
36.1,Florence County South Carolina
35.1,Georgetown County South Carolina
29.8,Greenville County South Carolina
33.6,Greenwood County South Carolina
42.4,Hampton County South Carolina
27.8,Horry County South Carolina
41.5,Jasper County South Carolina
31.1,Kershaw County South Carolina
31.9,Lancaster County South Carolina
35.8,Laurens County South Carolina
39.6,Lee County South Carolina
30.7,Lexington County South Carolina
34.5,McCormick County South Carolina
38.8,Marion County South Carolina
40.8,Marlboro County South Carolina
35.1,Newberry County South Carolina
31.3,Oconee County South Carolina
40.3,Orangeburg County South Carolina
28.5,Pickens County South Carolina
31.1,Richland County South Carolina
32,Saluda County South Carolina
28.5,Spartanburg County South Carolina
35.8,Sumter County South Carolina
35.9,Union County South Carolina
42.6,Williamsburg County South Carolina
28.5,York County South Carolina
31.6,Aurora County South Dakota
30.2,Beadle County South Dakota
37.7,Bennett County South Dakota
32.1,Bon Homme County South Dakota
27.8,Brookings County South Dakota
31.1,Brown County South Dakota
36.1,Brule County South Dakota
41.8,Buffalo County South Dakota
30.3,Butte County South Dakota
31.7,Campbell County South Dakota
33.1,Charles Mix County South Dakota
32.7,Clark County South Dakota
29.8,Clay County South Dakota
29.7,Codington County South Dakota
41.5,Corson County South Dakota
24.9,Custer County South Dakota
32.6,Davison County South Dakota
33.4,Day County South Dakota
35.1,Deuel County South Dakota
42.3,Dewey County South Dakota
29.3,Douglas County South Dakota
35.6,Edmunds County South Dakota
32.6,Fall River County South Dakota
29.5,Faulk County South Dakota
34.4,Grant County South Dakota
29.2,Gregory County South Dakota
30.1,Haakon County South Dakota
30.5,Hamlin County South Dakota
30.6,Hand County South Dakota
29.6,Hanson County South Dakota
31.2,Harding County South Dakota
30.8,Hughes County South Dakota
29.4,Hutchinson County South Dakota
33.4,Hyde County South Dakota
34.8,Jackson County South Dakota
30.2,Jerauld County South Dakota
30.6,Jones County South Dakota
29.9,Kingsbury County South Dakota
30.5,Lake County South Dakota
24.4,Lawrence County South Dakota
27.7,Lincoln County South Dakota
35.5,Lyman County South Dakota
29,McCook County South Dakota
28.3,McPherson County South Dakota
28.9,Marshall County South Dakota
28.1,Meade County South Dakota
37.6,Mellette County South Dakota
31.3,Miner County South Dakota
29.1,Minnehaha County South Dakota
34.7,Moody County South Dakota
27.1,Pennington County South Dakota
30.8,Perkins County South Dakota
28.4,Potter County South Dakota
36.7,Roberts County South Dakota
34.5,Sanborn County South Dakota
41.6,Shannon County South Dakota
34.4,Spink County South Dakota
32.3,Stanley County South Dakota
34.2,Sully County South Dakota
42.1,Todd County South Dakota
34.3,Tripp County South Dakota
32.2,Turner County South Dakota
30.1,Union County South Dakota
32.6,Walworth County South Dakota
29.2,Yankton County South Dakota
44.7,Ziebach County South Dakota
30.9,Anderson County Tennessee
36,Bedford County Tennessee
34,Benton County Tennessee
31.8,Bledsoe County Tennessee
31.9,Blount County Tennessee
29.9,Bradley County Tennessee
33.4,Campbell County Tennessee
32.3,Cannon County Tennessee
35.3,Carroll County Tennessee
30,Carter County Tennessee
29.7,Cheatham County Tennessee
35.9,Chester County Tennessee
31.7,Claiborne County Tennessee
31,Clay County Tennessee
33.4,Cocke County Tennessee
34.5,Coffee County Tennessee
34.6,Crockett County Tennessee
28.6,Cumberland County Tennessee
30.3,Davidson County Tennessee
33.3,Decatur County Tennessee
31.9,DeKalb County Tennessee
32,Dickson County Tennessee
33.6,Dyer County Tennessee
36.9,Fayette County Tennessee
34.9,Fentress County Tennessee
31.5,Franklin County Tennessee
37.1,Gibson County Tennessee
36.1,Giles County Tennessee
30,Grainger County Tennessee
35.4,Greene County Tennessee
30.6,Grundy County Tennessee
31.2,Hamblen County Tennessee
30.6,Hamilton County Tennessee
30.3,Hancock County Tennessee
36.9,Hardeman County Tennessee
32.8,Hardin County Tennessee
34.5,Hawkins County Tennessee
38.7,Haywood County Tennessee
36.4,Henderson County Tennessee
35.2,Henry County Tennessee
33.7,Hickman County Tennessee
32.4,Houston County Tennessee
31.6,Humphreys County Tennessee
30.7,Jackson County Tennessee
28.4,Jefferson County Tennessee
31.2,Johnson County Tennessee
29.5,Knox County Tennessee
32.9,Lake County Tennessee
37,Lauderdale County Tennessee
31.2,Lawrence County Tennessee
32.4,Lewis County Tennessee
31.7,Lincoln County Tennessee
29.5,Loudon County Tennessee
33.5,McMinn County Tennessee
35.4,McNairy County Tennessee
33.6,Macon County Tennessee
36.1,Madison County Tennessee
29.9,Marion County Tennessee
29.9,Marshall County Tennessee
35.3,Maury County Tennessee
32.7,Meigs County Tennessee
35.4,Monroe County Tennessee
32.1,Montgomery County Tennessee
32.4,Moore County Tennessee
31.5,Morgan County Tennessee
32.1,Obion County Tennessee
31.4,Overton County Tennessee
29.3,Perry County Tennessee
31.3,Pickett County Tennessee
31.5,Polk County Tennessee
32.5,Putnam County Tennessee
37.2,Rhea County Tennessee
32.6,Roane County Tennessee
32.9,Robertson County Tennessee
31.3,Rutherford County Tennessee
29.9,Scott County Tennessee
34.8,Sequatchie County Tennessee
30.9,Sevier County Tennessee
34.6,Shelby County Tennessee
33,Smith County Tennessee
31.3,Stewart County Tennessee
33,Sullivan County Tennessee
29.4,Sumner County Tennessee
34.6,Tipton County Tennessee
32.5,Trousdale County Tennessee
31.4,Unicoi County Tennessee
34,Union County Tennessee
33.5,Van Buren County Tennessee
34.1,Warren County Tennessee
29.3,Washington County Tennessee
31.5,Wayne County Tennessee
29.5,Weakley County Tennessee
30.3,White County Tennessee
25.9,Williamson County Tennessee
33.5,Wilson County Tennessee
34,Anderson County Texas
30.3,Andrews County Texas
31.8,Angelina County Texas
27.8,Aransas County Texas
29.5,Archer County Texas
26.9,Armstrong County Texas
30.8,Atascosa County Texas
30.8,Austin County Texas
28.9,Bailey County Texas
29,Bandera County Texas
31.2,Bastrop County Texas
27.3,Baylor County Texas
30,Bee County Texas
29.1,Bell County Texas
29.3,Bexar County Texas
29.4,Blanco County Texas
28.2,Borden County Texas
28.3,Bosque County Texas
31.5,Bowie County Texas
29,Brazoria County Texas
28.3,Brazos County Texas
27,Brewster County Texas
28.8,Briscoe County Texas
29,Brooks County Texas
32.3,Brown County Texas
31.9,Burleson County Texas
27.7,Burnet County Texas
32,Caldwell County Texas
28.4,Calhoun County Texas
29.6,Callahan County Texas
27,Cameron County Texas
31.7,Camp County Texas
30,Carson County Texas
29.4,Cass County Texas
29.6,Castro County Texas
30.2,Chambers County Texas
33.6,Cherokee County Texas
29.2,Childress County Texas
29.3,Clay County Texas
30.3,Cochran County Texas
30.2,Coke County Texas
27.3,Coleman County Texas
24.5,Collin County Texas
30.1,Collingsworth County Texas
28.8,Colorado County Texas
29.1,Comal County Texas
28.8,Comanche County Texas
31.4,Concho County Texas
31.6,Cooke County Texas
29.5,Coryell County Texas
29,Cottle County Texas
29.6,Crane County Texas
30.5,Crockett County Texas
28,Crosby County Texas
29,Culberson County Texas
28.4,Dallam County Texas
30.3,Dallas County Texas
29.9,Dawson County Texas
31.7,Deaf Smith County Texas
29.9,Delta County Texas
29.5,Denton County Texas
28.1,DeWitt County Texas
29.4,Dickens County Texas
30.6,Dimmit County Texas
31.3,Donley County Texas
30.1,Duval County Texas
32.4,Eastland County Texas
32,Ector County Texas
28.8,Edwards County Texas
29.1,Ellis County Texas
23.4,El Paso County Texas
28.1,Erath County Texas
31,Falls County Texas
32.1,Fannin County Texas
27.8,Fayette County Texas
30.7,Fisher County Texas
28.9,Floyd County Texas
28.4,Foard County Texas
25.2,Fort Bend County Texas
28.3,Franklin County Texas
31.5,Freestone County Texas
29.7,Frio County Texas
31.8,Gaines County Texas
29.3,Galveston County Texas
32.9,Garza County Texas
29.5,Gillespie County Texas
29.8,Glasscock County Texas
30.4,Goliad County Texas
32.2,Gonzales County Texas
30.4,Gray County Texas
27,Grayson County Texas
32.4,Gregg County Texas
34.6,Grimes County Texas
29.9,Guadalupe County Texas
28.2,Hale County Texas
28.7,Hall County Texas
29.1,Hamilton County Texas
28.4,Hansford County Texas
30.3,Hardeman County Texas
31.6,Hardin County Texas
28.5,Harris County Texas
33.2,Harrison County Texas
31.5,Hartley County Texas
28.4,Haskell County Texas
30.3,Hays County Texas
30.3,Hemphill County Texas
27.6,Henderson County Texas
31.1,Hidalgo County Texas
33.5,Hill County Texas
29.1,Hockley County Texas
28.6,Hood County Texas
32.5,Hopkins County Texas
29.8,Houston County Texas
32.3,Howard County Texas
28.7,Hudspeth County Texas
32.4,Hunt County Texas
32.7,Hutchinson County Texas
29.1,Irion County Texas
28.5,Jack County Texas
31.7,Jackson County Texas
30.3,Jasper County Texas
26.1,Jeff Davis County Texas
35.5,Jefferson County Texas
29.5,Jim Hogg County Texas
30.2,Jim Wells County Texas
32.6,Johnson County Texas
31.1,Jones County Texas
28.5,Karnes County Texas
37.2,Kaufman County Texas
24.2,Kendall County Texas
29.5,Kenedy County Texas
29.2,Kent County Texas
27.8,Kerr County Texas
27.7,Kimble County Texas
28.3,King County Texas
29.4,Kinney County Texas
30.1,Kleberg County Texas
27.8,Knox County Texas
27.6,Lamar County Texas
29.8,Lamb County Texas
29,Lampasas County Texas
28.9,La Salle County Texas
29.2,Lavaca County Texas
32.9,Lee County Texas
29.4,Leon County Texas
31.9,Liberty County Texas
29.7,Limestone County Texas
29.6,Lipscomb County Texas
29.5,Live Oak County Texas
25.2,Llano County Texas
29.9,Loving County Texas
28.2,Lubbock County Texas
30.3,Lynn County Texas
29.4,McCulloch County Texas
30.4,McLennan County Texas
29.6,McMullen County Texas
31.3,Madison County Texas
31.7,Marion County Texas
29.7,Martin County Texas
27.4,Mason County Texas
30.2,Matagorda County Texas
30.3,Maverick County Texas
28.2,Medina County Texas
29.1,Menard County Texas
28.1,Midland County Texas
31.2,Milam County Texas
30.4,Mills County Texas
29.2,Mitchell County Texas
28.3,Montague County Texas
28.9,Montgomery County Texas
31.5,Moore County Texas
31.9,Morris County Texas
27.5,Motley County Texas
29.8,Nacogdoches County Texas
33.7,Navarro County Texas
32.3,Newton County Texas
29.2,Nolan County Texas
29.4,Nueces County Texas
29.6,Ochiltree County Texas
30.4,Oldham County Texas
32.9,Orange County Texas
28.1,Palo Pinto County Texas
31,Panola County Texas
31.2,Parker County Texas
31.8,Parmer County Texas
29.5,Pecos County Texas
34.2,Polk County Texas
34.2,Potter County Texas
25.2,Presidio County Texas
29.3,Rains County Texas
25.9,Randall County Texas
29.5,Reagan County Texas
28.9,Real County Texas
31.5,Red River County Texas
30.9,Reeves County Texas
29.9,Refugio County Texas
28.6,Roberts County Texas
31.4,Robertson County Texas
27.7,Rockwall County Texas
32.6,Runnels County Texas
35.2,Rusk County Texas
32,Sabine County Texas
29.1,San Augustine County Texas
30.4,San Jacinto County Texas
29.2,San Patricio County Texas
29.9,San Saba County Texas
29.8,Schleicher County Texas
29.5,Scurry County Texas
31.4,Shackelford County Texas
33.6,Shelby County Texas
29.6,Sherman County Texas
28.2,Smith County Texas
28.4,Somervell County Texas
29.3,Starr County Texas
29.3,Stephens County Texas
29.2,Sterling County Texas
28.7,Stonewall County Texas
29,Sutton County Texas
28.2,Swisher County Texas
27.9,Tarrant County Texas
28.2,Taylor County Texas
28.3,Terrell County Texas
31.9,Terry County Texas
29,Throckmorton County Texas
30.5,Titus County Texas
28.3,Tom Green County Texas
23.7,Travis County Texas
31.5,Trinity County Texas
29.8,Tyler County Texas
31,Upshur County Texas
29.8,Upton County Texas
29.5,Uvalde County Texas
27.7,Val Verde County Texas
32.5,Van Zandt County Texas
29.8,Victoria County Texas
32.6,Walker County Texas
32.3,Waller County Texas
30,Ward County Texas
28.6,Washington County Texas
30.7,Webb County Texas
29.2,Wharton County Texas
29.6,Wheeler County Texas
32.9,Wichita County Texas
29.2,Wilbarger County Texas
28.5,Willacy County Texas
27.1,Williamson County Texas
27.6,Wilson County Texas
31.8,Winkler County Texas
29.4,Wise County Texas
29,Wood County Texas
29.8,Yoakum County Texas
27.8,Young County Texas
30.5,Zapata County Texas
29,Zavala County Texas
28.3,Beaver County Utah
28.3,Box Elder County Utah
23.5,Cache County Utah
26.1,Carbon County Utah
27,Daggett County Utah
24.7,Davis County Utah
26.6,Duchesne County Utah
27.6,Emery County Utah
26.1,Garfield County Utah
20.6,Grand County Utah
25.6,Iron County Utah
29.7,Juab County Utah
23.1,Kane County Utah
29.7,Millard County Utah
22.9,Morgan County Utah
24.2,Piute County Utah
28.4,Rich County Utah
24.6,Salt Lake County Utah
28.5,San Juan County Utah
25.3,Sanpete County Utah
29.2,Sevier County Utah
15.3,Summit County Utah
30.3,Tooele County Utah
29.8,Uintah County Utah
23.5,Utah County Utah
23.2,Wasatch County Utah
23.8,Washington County Utah
24.9,Wayne County Utah
27.3,Weber County Utah
22.9,Addison County Vermont
24.7,Bennington County Vermont
28.2,Caledonia County Vermont
20.8,Chittenden County Vermont
28.4,Essex County Vermont
29.2,Franklin County Vermont
27.7,Grand Isle County Vermont
25.6,Lamoille County Vermont
28.1,Orange County Vermont
29.8,Orleans County Vermont
28.2,Rutland County Vermont
21.8,Washington County Vermont
23.5,Windham County Vermont
24,Windsor County Vermont
35.5,Accomack County Virginia
27,Albemarle County Virginia
26,Alleghany County Virginia
32.7,Amelia County Virginia
30.9,Amherst County Virginia
30.4,Appomattox County Virginia
19.3,Arlington County Virginia
27.6,Augusta County Virginia
27.8,Bath County Virginia
25.8,Bedford County Virginia
28.2,Bland County Virginia
27.2,Botetourt County Virginia
34.9,Brunswick County Virginia
29.4,Buchanan County Virginia
30.9,Buckingham County Virginia
31.7,Campbell County Virginia
29.9,Caroline County Virginia
31,Carroll County Virginia
35.6,Charles City County Virginia
31.7,Charlotte County Virginia
28.4,Chesterfield County Virginia
29.8,Clarke County Virginia
30,Craig County Virginia
33,Culpeper County Virginia
32.2,Cumberland County Virginia
28.8,Dickenson County Virginia
32.4,Dinwiddie County Virginia
29.3,Essex County Virginia
22.2,Fairfax County Virginia
27.9,Fauquier County Virginia
27.8,Floyd County Virginia
30.1,Fluvanna County Virginia
29,Franklin County Virginia
29.3,Frederick County Virginia
32.5,Giles County Virginia
31,Gloucester County Virginia
26,Goochland County Virginia
31.8,Grayson County Virginia
29.9,Greene County Virginia
34,Greensville County Virginia
32.6,Halifax County Virginia
26.6,Hanover County Virginia
27.9,Henrico County Virginia
30.3,Henry County Virginia
28,Highland County Virginia
31.7,Isle of Wight County Virginia
26.5,James City County Virginia
33.9,King and Queen County Virginia
28.9,King George County Virginia
32,King William County Virginia
31.7,Lancaster County Virginia
33,Lee County Virginia
22.5,Loudoun County Virginia
34,Louisa County Virginia
33.8,Lunenburg County Virginia
33,Madison County Virginia
27.4,Mathews County Virginia
32.8,Mecklenburg County Virginia
28.5,Middlesex County Virginia
27,Montgomery County Virginia
25.4,Nelson County Virginia
30,New Kent County Virginia
29.8,Northampton County Virginia
29.6,Northumberland County Virginia
36.1,Nottoway County Virginia
32.6,Orange County Virginia
30.9,Page County Virginia
29.2,Patrick County Virginia
30.9,Pittsylvania County Virginia
29.2,Powhatan County Virginia
33.8,Prince Edward County Virginia
36,Prince George County Virginia
28.2,Prince William County Virginia
27.4,Pulaski County Virginia
26.4,Rappahannock County Virginia
31.2,Richmond County Virginia
26.6,Roanoke County Virginia
27.9,Rockbridge County Virginia
29.8,Rockingham County Virginia
32,Russell County Virginia
29.7,Scott County Virginia
30,Shenandoah County Virginia
31.4,Smyth County Virginia
31.4,Southampton County Virginia
29.8,Spotsylvania County Virginia
31.7,Stafford County Virginia
33,Surry County Virginia
37.3,Sussex County Virginia
30.8,Tazewell County Virginia
26,Warren County Virginia
29.4,Washington County Virginia
29,Westmoreland County Virginia
33.6,Wise County Virginia
28.8,Wythe County Virginia
28.2,York County Virginia
19.5,Alexandria city Virginia
30.1,Bedford city Virginia
29.3,Bristol city Virginia
29.1,Buena Vista city Virginia
28.2,Charlottesville city Virginia
28.5,Chesapeake city Virginia
27.3,Colonial Heights city Virginia
29.1,Covington city Virginia
33.2,Danville city Virginia
33.6,Emporia city Virginia
25.1,Fairfax city Virginia
26.7,Falls Church city Virginia
34,Franklin city Virginia
32.3,Fredericksburg city Virginia
29.9,Galax city Virginia
36.5,Hampton city Virginia
31,Harrisonburg city Virginia
34.1,Hopewell city Virginia
28.8,Lexington city Virginia
33.1,Lynchburg city Virginia
29.6,Manassas city Virginia
30.5,Manassas Park city Virginia
32.3,Martinsville city Virginia
33.9,Newport News city Virginia
35.2,Norfolk city Virginia
28.3,Norton city Virginia
37.8,Petersburg city Virginia
29.5,Poquoson city Virginia
40.1,Portsmouth city Virginia
28.4,Radford city Virginia
27.9,Richmond city Virginia
35.6,Roanoke city Virginia
28.3,Salem city Virginia
28.9,Staunton city Virginia
