County,State,Life expectancy 2010
Passaic County, New Jersey,79.53
Salem County, New Jersey,76.91
Somerset County, New Jersey,81.69
Sussex County, New Jersey,79.36
Union County, New Jersey,80.21
Warren County, New Jersey,79.91
Bernalillo County, New Mexico,78.78
Catron County, New Mexico,79.86
Chaves County, New Mexico,76.80
Cibola County, New Mexico,76.97
Colfax County, New Mexico,78.71
Curry County, New Mexico,77.54
De Baca County, New Mexico,77.85
Dona Ana County, New Mexico,79.28
Eddy County, New Mexico,76.46
Grant County, New Mexico,78.31
Guadalupe County, New Mexico,76.87
Harding County, New Mexico,80.65
Hidalgo County, New Mexico,78.10
Lea County, New Mexico,76.18
Lincoln County, New Mexico,79.86
Los Alamos County, New Mexico,83.21
Luna County, New Mexico,77.30
McKinley County, New Mexico,74.95
Mora County, New Mexico,78.75
Otero County, New Mexico,77.98
Quay County, New Mexico,76.02
Rio Arriba County, New Mexico,75.53
Roosevelt County, New Mexico,77.91
San Juan County, New Mexico,77.58
San Miguel County, New Mexico,76.67
Sandoval County, New Mexico,79.62
Santa Fe County, New Mexico,80.77
Sierra County, New Mexico,75.12
Socorro County, New Mexico,76.60
Taos County, New Mexico,79.83
Torrance County, New Mexico,77.13
Union County, New Mexico,77.62
Valencia County, New Mexico,76.97
Albany County, New York,79.68
Allegany County, New York,79.06
Bronx County, New York,78.06
Broome County, New York,79.30
Cattaraugus County, New York,77.96
Cayuga County, New York,79.81
Chautauqua County, New York,78.80
Chemung County, New York,78.66
Chenango County, New York,78.43
Clinton County, New York,79.11
Columbia County, New York,79.17
Cortland County, New York,78.78
Delaware County, New York,79.27
Dutchess County, New York,80.19
Erie County, New York,78.61
Essex County, New York,79.72
Franklin County, New York,78.91
Fulton County, New York,78.79
Genesee County, New York,79.06
Greene County, New York,78.34
Hamilton County, New York,78.98
Herkimer County, New York,79.54
Jefferson County, New York,78.83
Kings County, New York,79.64
Lewis County, New York,79.78
Livingston County, New York,80.03
Madison County, New York,79.75
Monroe County, New York,79.91
Montgomery County, New York,78.72
Nassau County, New York,81.76
New York County, New York,81.18
Niagara County, New York,78.39
Oneida County, New York,79.03
Onondaga County, New York,79.65
Ontario County, New York,79.67
Orange County, New York,79.52
Orleans County, New York,78.71
Oswego County, New York,78.16
Otsego County, New York,79.87
Putnam County, New York,81.30
Queens County, New York,81.40
Rensselaer County, New York,78.59
Richmond County, New York,79.55
Rockland County, New York,81.77
Saint Lawrence County, New York,78.26
Saratoga County, New York,81.00
Schenectady County, New York,79.55
Schoharie County, New York,79.98
Schuyler County, New York,78.93
Seneca County, New York,79.11
Steuben County, New York,78.57
Suffolk County, New York,80.31
Sullivan County, New York,77.71
Tioga County, New York,79.94
Tompkins County, New York,80.88
Ulster County, New York,79.85
Warren County, New York,79.89
Washington County, New York,78.98
Wayne County, New York,79.02
Westchester County, New York,81.99
Wyoming County, New York,79.05
Yates County, New York,79.49
Alamance County, North Carolina,77.70
Alexander County, North Carolina,77.46
Alleghany County, North Carolina,77.88
Anson County, North Carolina,74.98
Ashe County, North Carolina,77.79
Avery County, North Carolina,77.53
Beaufort County, North Carolina,76.16
Bertie County, North Carolina,75.23
Bladen County, North Carolina,74.61
Brunswick County, North Carolina,78.07
Buncombe County, North Carolina,78.50
Burke County, North Carolina,76.50
Cabarrus County, North Carolina,77.76
Caldwell County, North Carolina,76.04
Camden County, North Carolina,78.74
Carteret County, North Carolina,77.74
Caswell County, North Carolina,76.14
Catawba County, North Carolina,76.67
Chatham County, North Carolina,80.19
Cherokee County, North Carolina,77.10
Chowan County, North Carolina,77.01
Clay County, North Carolina,78.53
Cleveland County, North Carolina,75.14
Columbus County, North Carolina,73.58
Craven County, North Carolina,77.51
Cumberland County, North Carolina,75.89
Currituck County, North Carolina,77.07
Dare County, North Carolina,79.00
Davidson County, North Carolina,76.73
Davie County, North Carolina,78.62
Duplin County, North Carolina,76.81
Durham County, North Carolina,78.33
Edgecombe County, North Carolina,74.90
Forsyth County, North Carolina,77.97
Franklin County, North Carolina,77.20
Gaston County, North Carolina,75.36
Gates County, North Carolina,76.84
Graham County, North Carolina,76.67
Granville County, North Carolina,76.90
Greene County, North Carolina,76.84
Guilford County, North Carolina,78.49
Halifax County, North Carolina,74.66
Harnett County, North Carolina,76.48
Haywood County, North Carolina,78.23
Henderson County, North Carolina,79.10
Hertford County, North Carolina,75.45
Hoke County, North Carolina,76.03
Hyde County, North Carolina,76.86
Iredell County, North Carolina,77.27
Jackson County, North Carolina,78.24
Johnston County, North Carolina,77.18
Jones County, North Carolina,76.36
Lee County, North Carolina,76.58
Lenoir County, North Carolina,74.85
Lincoln County, North Carolina,77.20
Macon County, North Carolina,78.44
Madison County, North Carolina,77.97
Martin County, North Carolina,74.14
McDowell County, North Carolina,77.51
Mecklenburg County, North Carolina,79.21
Mitchell County, North Carolina,76.87
Montgomery County, North Carolina,77.14
Moore County, North Carolina,79.40
Nash County, North Carolina,76.02
New Hanover County, North Carolina,79.21
Northampton County, North Carolina,75.95
Onslow County, North Carolina,77.66
Orange County, North Carolina,80.26
Pamlico County, North Carolina,78.15
Pasquotank County, North Carolina,76.81
Pender County, North Carolina,77.93
Perquimans County, North Carolina,77.84
Person County, North Carolina,76.57
Pitt County, North Carolina,77.22
Polk County, North Carolina,78.76
Randolph County, North Carolina,77.18
Richmond County, North Carolina,73.94
Robeson County, North Carolina,73.82
Rockingham County, North Carolina,76.06
Rowan County, North Carolina,76.11
Rutherford County, North Carolina,75.77
Sampson County, North Carolina,75.62
Scotland County, North Carolina,74.42
Stanly County, North Carolina,76.82
Stokes County, North Carolina,77.21
Surry County, North Carolina,76.73
Swain County, North Carolina,74.06
Transylvania County, North Carolina,80.04
Tyrrell County, North Carolina,77.08
Union County, North Carolina,78.61
Vance County, North Carolina,74.66
Wake County, North Carolina,80.67
Warren County, North Carolina,77.03
Washington County, North Carolina,76.50
Watauga County, North Carolina,80.53
Wayne County, North Carolina,76.19
Wilkes County, North Carolina,77.21
Wilson County, North Carolina,76.02
Yadkin County, North Carolina,77.32
Yancey County, North Carolina,78.24
Adams County, North Dakota,79.28
Barnes County, North Dakota,79.85
Benson County, North Dakota,74.62
Billings County, North Dakota,83.91
Bottineau County, North Dakota,79.71
Bowman County, North Dakota,78.64
Burke County, North Dakota,79.07
Burleigh County, North Dakota,80.99
Cass County, North Dakota,80.81
Cavalier County, North Dakota,80.34
Dickey County, North Dakota,80.07
Divide County, North Dakota,80.68
Dunn County, North Dakota,79.29
Eddy County, North Dakota,77.40
Emmons County, North Dakota,79.89
Foster County, North Dakota,79.34
Golden Valley County, North Dakota,81.15
Grand Forks County, North Dakota,79.80
Grant County, North Dakota,80.16
Griggs County, North Dakota,79.68
Hettinger County, North Dakota,80.42
Kidder County, North Dakota,81.09
LaMoure County, North Dakota,81.26
Logan County, North Dakota,80.67
McHenry County, North Dakota,80.13
McIntosh County, North Dakota,80.41
McKenzie County, North Dakota,77.76
McLean County, North Dakota,79.22
Mercer County, North Dakota,79.95
Morton County, North Dakota,79.46
Mountrail County, North Dakota,76.33
Nelson County, North Dakota,77.63
Oliver County, North Dakota,82.14
Pembina County, North Dakota,80.28
Pierce County, North Dakota,79.55
Ramsey County, North Dakota,78.43
Ransom County, North Dakota,78.59
Renville County, North Dakota,80.11
Richland County, North Dakota,81.18
Rolette County, North Dakota,73.11
Sargent County, North Dakota,80.74
Sheridan County, North Dakota,82.21
Sioux County, North Dakota,68.34
Slope County, North Dakota,82.06
Stark County, North Dakota,80.65
Steele County, North Dakota,80.90
Stutsman County, North Dakota,79.42
Towner County, North Dakota,79.52
Traill County, North Dakota,80.54
Walsh County, North Dakota,79.16
Ward County, North Dakota,79.62
Wells County, North Dakota,80.09
Williams County, North Dakota,78.66
Adams County, Ohio,75.11
Allen County, Ohio,77.95
Ashland County, Ohio,78.72
Ashtabula County, Ohio,76.75
Athens County, Ohio,76.77
Auglaize County, Ohio,79.01
Belmont County, Ohio,77.10
Brown County, Ohio,76.06
Butler County, Ohio,77.89
Carroll County, Ohio,78.56
Champaign County, Ohio,77.36
Clark County, Ohio,76.42
Clermont County, Ohio,77.85
Clinton County, Ohio,76.89
Columbiana County, Ohio,77.78
Coshocton County, Ohio,77.53
Crawford County, Ohio,77.45
Cuyahoga County, Ohio,77.71
Darke County, Ohio,78.82
Defiance County, Ohio,78.67
Delaware County, Ohio,81.04
Erie County, Ohio,77.87
Fairfield County, Ohio,78.73
Fayette County, Ohio,75.47
Franklin County, Ohio,77.28
Fulton County, Ohio,78.92
Gallia County, Ohio,75.72
Geauga County, Ohio,81.30
Greene County, Ohio,79.53
Guernsey County, Ohio,76.72
Hamilton County, Ohio,77.46
Hancock County, Ohio,79.34
Hardin County, Ohio,76.89
Harrison County, Ohio,76.41
Henry County, Ohio,79.28
Highland County, Ohio,76.16
Hocking County, Ohio,76.77
Holmes County, Ohio,79.26
Huron County, Ohio,77.66
Jackson County, Ohio,74.74
Jefferson County, Ohio,76.02
Knox County, Ohio,77.99
Lake County, Ohio,79.08
Lawrence County, Ohio,75.38
Licking County, Ohio,77.90
Logan County, Ohio,77.28
Lorain County, Ohio,78.41
Lucas County, Ohio,77.10
Madison County, Ohio,77.32
Mahoning County, Ohio,77.15
Marion County, Ohio,77.16
Medina County, Ohio,80.13
Meigs County, Ohio,75.97
Mercer County, Ohio,79.24
Miami County, Ohio,78.69
Monroe County, Ohio,77.70
Montgomery County, Ohio,76.97
Morgan County, Ohio,77.53
Morrow County, Ohio,78.17
Muskingum County, Ohio,77.11
Noble County, Ohio,80.69
Ottawa County, Ohio,79.02
Paulding County, Ohio,78.19
Perry County, Ohio,76.69
Pickaway County, Ohio,77.30
Pike County, Ohio,74.92
Portage County, Ohio,78.74
Preble County, Ohio,77.53
Putnam County, Ohio,79.82
Richland County, Ohio,77.87
Ross County, Ohio,75.83
Sandusky County, Ohio,77.91
Scioto County, Ohio,74.95
Seneca County, Ohio,78.25
Shelby County, Ohio,78.77
Stark County, Ohio,78.41
Summit County, Ohio,78.21
Trumbull County, Ohio,77.59
Tuscarawas County, Ohio,78.73
Union County, Ohio,78.93
Van Wert County, Ohio,78.96
Vinton County, Ohio,75.52
Warren County, Ohio,79.45
Washington County, Ohio,77.83
Wayne County, Ohio,78.75
Williams County, Ohio,78.91
Wood County, Ohio,79.34
Wyandot County, Ohio,78.62
Adair County, Oklahoma,73.88
Alfalfa County, Oklahoma,78.13
Atoka County, Oklahoma,76.15
Beaver County, Oklahoma,78.58
Beckham County, Oklahoma,74.15
Blaine County, Oklahoma,75.31
Bryan County, Oklahoma,75.86
Caddo County, Oklahoma,73.63
Canadian County, Oklahoma,78.08
Carter County, Oklahoma,73.69
Cherokee County, Oklahoma,75.69
Choctaw County, Oklahoma,73.57
Cimarron County, Oklahoma,76.99
Cleveland County, Oklahoma,78.32
Coal County, Oklahoma,74.19
Comanche County, Oklahoma,76.10
Cotton County, Oklahoma,75.49
Craig County, Oklahoma,74.89
Creek County, Oklahoma,75.12
Custer County, Oklahoma,75.71
Delaware County, Oklahoma,76.36
Dewey County, Oklahoma,74.40
Ellis County, Oklahoma,77.26
Garfield County, Oklahoma,76.47
Garvin County, Oklahoma,73.71
Grady County, Oklahoma,76.03
Grant County, Oklahoma,77.16
Greer County, Oklahoma,76.00
Harmon County, Oklahoma,75.44
Harper County, Oklahoma,76.50
Haskell County, Oklahoma,74.94
Hughes County, Oklahoma,73.91
Jackson County, Oklahoma,75.97
Jefferson County, Oklahoma,73.67
Johnston County, Oklahoma,73.76
Kay County, Oklahoma,75.72
Kingfisher County, Oklahoma,77.30
Kiowa County, Oklahoma,73.26
Latimer County, Oklahoma,75.72
Le Flore County, Oklahoma,74.36
Lincoln County, Oklahoma,75.74
Logan County, Oklahoma,78.19
Love County, Oklahoma,75.89
Major County, Oklahoma,77.91
Marshall County, Oklahoma,76.45
Mayes County, Oklahoma,75.67
McClain County, Oklahoma,76.38
McCurtain County, Oklahoma,73.29
McIntosh County, Oklahoma,74.72
Murray County, Oklahoma,74.00
Muskogee County, Oklahoma,74.16
Noble County, Oklahoma,77.17
Nowata County, Oklahoma,76.30
Okfuskee County, Oklahoma,73.55
Oklahoma County, Oklahoma,75.85
Okmulgee County, Oklahoma,74.53
Osage County, Oklahoma,77.70
Ottawa County, Oklahoma,74.45
Pawnee County, Oklahoma,74.96
Payne County, Oklahoma,78.39
Pittsburg County, Oklahoma,74.89
Pontotoc County, Oklahoma,74.79
Pottawatomie County, Oklahoma,75.01
Pushmataha County, Oklahoma,74.06
Roger Mills County, Oklahoma,77.23
Rogers County, Oklahoma,77.80
Seminole County, Oklahoma,73.07
Sequoyah County, Oklahoma,74.53
Stephens County, Oklahoma,75.73
Texas County, Oklahoma,77.83
Tillman County, Oklahoma,75.28
Tulsa County, Oklahoma,76.66
Wagoner County, Oklahoma,77.79
Washington County, Oklahoma,77.90
Washita County, Oklahoma,76.72
Woods County, Oklahoma,77.27
Woodward County, Oklahoma,76.54
Baker County, Oregon,78.17
Benton County, Oregon,82.00
Clackamas County, Oregon,80.20
Clatsop County, Oregon,78.22
Columbia County, Oregon,78.70
Coos County, Oregon,76.79
Crook County, Oregon,78.98
Curry County, Oregon,76.89
Deschutes County, Oregon,80.31
Douglas County, Oregon,77.55
Gilliam County, Oregon,80.19
Grant County, Oregon,79.45
Harney County, Oregon,78.14
Hood River County, Oregon,80.22
Jackson County, Oregon,79.00
Jefferson County, Oregon,77.34
Josephine County, Oregon,77.46
Klamath County, Oregon,77.16
Lake County, Oregon,78.11
Lane County, Oregon,79.49
Lincoln County, Oregon,77.83
Linn County, Oregon,78.17
Malheur County, Oregon,78.37
Marion County, Oregon,78.87
Morrow County, Oregon,79.07
Multnomah County, Oregon,78.67
Polk County, Oregon,80.41
Sherman County, Oregon,79.96
Tillamook County, Oregon,78.88
Umatilla County, Oregon,78.19
Union County, Oregon,79.34
Wallowa County, Oregon,80.31
Wasco County, Oregon,77.89
Washington County, Oregon,81.54
Wheeler County, Oregon,79.42
Yamhill County, Oregon,79.77
Adams County, Pennsylvania,79.66
Allegheny County, Pennsylvania,78.41
Armstrong County, Pennsylvania,78.33
Beaver County, Pennsylvania,78.57
Bedford County, Pennsylvania,79.28
Berks County, Pennsylvania,79.40
Blair County, Pennsylvania,77.74
Bradford County, Pennsylvania,78.63
Bucks County, Pennsylvania,80.02
Butler County, Pennsylvania,79.11
Cambria County, Pennsylvania,78.05
Cameron County, Pennsylvania,78.88
Carbon County, Pennsylvania,77.53
Centre County, Pennsylvania,81.25
Chester County, Pennsylvania,80.91
Clarion County, Pennsylvania,78.19
Clearfield County, Pennsylvania,78.28
Clinton County, Pennsylvania,78.46
Columbia County, Pennsylvania,79.00
Crawford County, Pennsylvania,77.92
Cumberland County, Pennsylvania,80.07
Dauphin County, Pennsylvania,78.44
Delaware County, Pennsylvania,78.40
Elk County, Pennsylvania,78.83
Erie County, Pennsylvania,78.52
Fayette County, Pennsylvania,76.70
Forest County, Pennsylvania,76.14
Franklin County, Pennsylvania,79.71
Fulton County, Pennsylvania,78.63
Greene County, Pennsylvania,76.93
Huntingdon County, Pennsylvania,79.13
Indiana County, Pennsylvania,78.93
Jefferson County, Pennsylvania,77.97
Juniata County, Pennsylvania,79.36
Lackawanna County, Pennsylvania,77.82
Lancaster County, Pennsylvania,80.50
Lawrence County, Pennsylvania,78.37
Lebanon County, Pennsylvania,79.60
Lehigh County, Pennsylvania,79.56
Luzerne County, Pennsylvania,77.54
Lycoming County, Pennsylvania,78.75
McKean County, Pennsylvania,77.56
Mercer County, Pennsylvania,78.32
Mifflin County, Pennsylvania,78.81
Monroe County, Pennsylvania,78.90
Montgomery County, Pennsylvania,80.67
Montour County, Pennsylvania,78.60
Northampton County, Pennsylvania,80.03
Northumberland County, Pennsylvania,78.07
Perry County, Pennsylvania,77.90
Philadelphia County, Pennsylvania,75.10
Pike County, Pennsylvania,80.70
Potter County, Pennsylvania,78.73
Schuylkill County, Pennsylvania,77.24
Snyder County, Pennsylvania,79.99
Somerset County, Pennsylvania,78.63
Sullivan County, Pennsylvania,77.02
Susquehanna County, Pennsylvania,78.26
Tioga County, Pennsylvania,78.97
Union County, Pennsylvania,80.82
Venango County, Pennsylvania,77.77
Warren County, Pennsylvania,78.42
Washington County, Pennsylvania,78.24
Wayne County, Pennsylvania,78.06
Westmoreland County, Pennsylvania,79.07
Wyoming County, Pennsylvania,78.16
York County, Pennsylvania,79.40
Bristol County, Rhode Island,81.12
Kent County, Rhode Island,79.13
Newport County, Rhode Island,80.91
Providence County, Rhode Island,79.13
Washington County, Rhode Island,80.86
Abbeville County, South Carolina,76.90
Aiken County, South Carolina,77.05
Allendale County, South Carolina,72.90
Anderson County, South Carolina,76.00
Bamberg County, South Carolina,74.57
Barnwell County, South Carolina,74.05
Beaufort County, South Carolina,81.41
Berkeley County, South Carolina,77.33
Calhoun County, South Carolina,76.14
Charleston County, South Carolina,77.76
Cherokee County, South Carolina,74.37
Chester County, South Carolina,74.04
Chesterfield County, South Carolina,74.31
Clarendon County, South Carolina,75.11
Colleton County, South Carolina,73.58
Darlington County, South Carolina,73.62
Dillon County, South Carolina,73.00
Dorchester County, South Carolina,77.99
Edgefield County, South Carolina,77.57
Fairfield County, South Carolina,73.72
Florence County, South Carolina,74.25
Georgetown County, South Carolina,76.85
Greenville County, South Carolina,77.77
Greenwood County, South Carolina,76.67
Hampton County, South Carolina,74.39
Horry County, South Carolina,76.97
Jasper County, South Carolina,75.88
Kershaw County, South Carolina,76.29
Lancaster County, South Carolina,76.72
Laurens County, South Carolina,74.67
Lee County, South Carolina,73.12
Lexington County, South Carolina,77.52
Marion County, South Carolina,72.77
Marlboro County, South Carolina,72.22
McCormick County, South Carolina,76.91
Newberry County, South Carolina,76.09
Oconee County, South Carolina,77.50
Orangeburg County, South Carolina,73.91
Pickens County, South Carolina,77.26
Richland County, South Carolina,77.23
Saluda County, South Carolina,76.89
Spartanburg County, South Carolina,75.68
Sumter County, South Carolina,75.66
Union County, South Carolina,74.10
Williamsburg County, South Carolina,73.26
York County, South Carolina,77.31
Aurora County, South Dakota,79.96
Beadle County, South Dakota,79.42
Bennett County, South Dakota,74.32
Bon Homme County, South Dakota,81.06
Brookings County, South Dakota,81.28
Brown County, South Dakota,80.02
Brule County, South Dakota,80.00
Buffalo County, South Dakota,68.75
Butte County, South Dakota,78.16
Campbell County, South Dakota,82.00
Charles Mix County, South Dakota,78.23
Clark County, South Dakota,79.98
Clay County, South Dakota,80.09
Codington County, South Dakota,80.05
Corson County, South Dakota,71.89
Custer County, South Dakota,79.57
Davison County, South Dakota,80.00
Day County, South Dakota,78.92
Deuel County, South Dakota,80.35
Dewey County, South Dakota,70.85
Douglas County, South Dakota,80.78
Edmunds County, South Dakota,80.50
Fall River County, South Dakota,76.26
Faulk County, South Dakota,80.90
Grant County, South Dakota,79.56
Gregory County, South Dakota,79.02
Haakon County, South Dakota,79.60
Hamlin County, South Dakota,79.28
Hand County, South Dakota,81.32
Hanson County, South Dakota,81.32
Harding County, South Dakota,79.69
Hughes County, South Dakota,79.86
Hutchinson County, South Dakota,80.66
Hyde County, South Dakota,79.36
Jackson County, South Dakota,74.77
Jerauld County, South Dakota,81.09
Jones County, South Dakota,80.01
Kingsbury County, South Dakota,79.23
Lake County, South Dakota,80.78
Lawrence County, South Dakota,80.50
Lincoln County, South Dakota,82.72
Lyman County, South Dakota,77.37
Marshall County, South Dakota,79.89
McCook County, South Dakota,79.21
McPherson County, South Dakota,81.03
Meade County, South Dakota,79.30
Mellette County, South Dakota,73.77
Miner County, South Dakota,80.16
Minnehaha County, South Dakota,79.35
Moody County, South Dakota,80.27
Oglala Lakota County, South Dakota,66.25
Pennington County, South Dakota,80.02
Perkins County, South Dakota,79.16
Potter County, South Dakota,79.68
Roberts County, South Dakota,77.42
Sanborn County, South Dakota,80.23
Spink County, South Dakota,79.60
Stanley County, South Dakota,79.39
Sully County, South Dakota,81.43
Todd County, South Dakota,68.35
Tripp County, South Dakota,78.92
Turner County, South Dakota,80.26
Union County, South Dakota,80.50
Walworth County, South Dakota,78.07
Yankton County, South Dakota,80.35
Ziebach County, South Dakota,75.96
Anderson County, Tennessee,76.88
Bedford County, Tennessee,75.69
Benton County, Tennessee,73.82
Bledsoe County, Tennessee,76.68
Blount County, Tennessee,77.34
Bradley County, Tennessee,76.74
Campbell County, Tennessee,74.36
Cannon County, Tennessee,75.75
Carroll County, Tennessee,74.08
Carter County, Tennessee,76.32
Cheatham County, Tennessee,75.58
Chester County, Tennessee,76.81
Claiborne County, Tennessee,74.21
Clay County, Tennessee,74.68
Cocke County, Tennessee,73.73
Coffee County, Tennessee,75.22
Crockett County, Tennessee,75.46
Cumberland County, Tennessee,77.78
Davidson County, Tennessee,76.50
DeKalb County, Tennessee,74.26
Decatur County, Tennessee,74.69
Dickson County, Tennessee,75.93
Dyer County, Tennessee,74.79
Fayette County, Tennessee,76.81
Fentress County, Tennessee,73.52
Franklin County, Tennessee,76.67
Gibson County, Tennessee,74.21
Giles County, Tennessee,75.81
Grainger County, Tennessee,74.79
Greene County, Tennessee,75.35
Grundy County, Tennessee,72.89
Hamblen County, Tennessee,75.27
Hamilton County, Tennessee,77.44
Hancock County, Tennessee,73.67
Hardeman County, Tennessee,74.70
Hardin County, Tennessee,74.49
Hawkins County, Tennessee,75.79
Haywood County, Tennessee,74.65
Henderson County, Tennessee,74.50
Henry County, Tennessee,74.79
Hickman County, Tennessee,75.39
Houston County, Tennessee,75.42
Humphreys County, Tennessee,75.36
Jackson County, Tennessee,74.22
Jefferson County, Tennessee,76.20
Johnson County, Tennessee,75.90
Knox County, Tennessee,77.10
Lake County, Tennessee,73.14
Lauderdale County, Tennessee,74.33
Lawrence County, Tennessee,75.61
Lewis County, Tennessee,75.30
Lincoln County, Tennessee,75.92
Loudon County, Tennessee,77.97
Macon County, Tennessee,74.53
Madison County, Tennessee,76.48
Marion County, Tennessee,74.63
Marshall County, Tennessee,76.04
Maury County, Tennessee,76.54
McMinn County, Tennessee,75.62
McNairy County, Tennessee,73.87
Meigs County, Tennessee,74.24
Monroe County, Tennessee,75.81
Montgomery County, Tennessee,76.62
Moore County, Tennessee,79.03
Morgan County, Tennessee,75.66
Obion County, Tennessee,75.52
Overton County, Tennessee,74.46
Perry County, Tennessee,74.61
Pickett County, Tennessee,76.39
Polk County, Tennessee,74.58
Putnam County, Tennessee,76.66
Rhea County, Tennessee,75.45
Roane County, Tennessee,76.16
Robertson County, Tennessee,75.91
Rutherford County, Tennessee,77.68
Scott County, Tennessee,73.93
Sequatchie County, Tennessee,76.04
Sevier County, Tennessee,76.73
Shelby County, Tennessee,75.49
Smith County, Tennessee,75.00
Stewart County, Tennessee,75.20
Sullivan County, Tennessee,76.56
Sumner County, Tennessee,77.92
Tipton County, Tennessee,75.37
Trousdale County, Tennessee,74.09
Unicoi County, Tennessee,75.31
Union County, Tennessee,75.11
Van Buren County, Tennessee,76.17
Warren County, Tennessee,75.11
Washington County, Tennessee,76.68
Wayne County, Tennessee,75.64
Weakley County, Tennessee,76.80
White County, Tennessee,74.86
Williamson County, Tennessee,81.36
Wilson County, Tennessee,77.73
Anderson County, Texas,73.92
Andrews County, Texas,76.51
Angelina County, Texas,76.06
Aransas County, Texas,76.22
Archer County, Texas,79.23
Armstrong County, Texas,77.47
Atascosa County, Texas,77.69
Austin County, Texas,78.21
Bailey County, Texas,78.23
Bandera County, Texas,79.80
Bastrop County, Texas,77.67
Baylor County, Texas,76.36
Bee County, Texas,77.76
Bell County, Texas,77.72
Bexar County, Texas,78.53
Blanco County, Texas,79.25
Borden County, Texas,79.68
Bosque County, Texas,76.85
Bowie County, Texas,75.56
Brazoria County, Texas,78.18
Brazos County, Texas,79.80
Brewster County, Texas,79.86
Briscoe County, Texas,77.55
Brooks County, Texas,76.56
Brown County, Texas,75.70
Burleson County, Texas,77.88
Burnet County, Texas,78.89
Caldwell County, Texas,78.11
Calhoun County, Texas,77.32
Callahan County, Texas,76.88
Cameron County, Texas,80.04
Camp County, Texas,74.66
Carson County, Texas,78.03
Cass County, Texas,75.60
Castro County, Texas,78.50
Chambers County, Texas,77.08
Cherokee County, Texas,76.25
Childress County, Texas,76.62
Clay County, Texas,77.65
Cochran County, Texas,76.22
Coke County, Texas,76.87
Coleman County, Texas,75.95
Collin County, Texas,81.52
Collingsworth County, Texas,75.91
Colorado County, Texas,77.11
Comal County, Texas,79.42
Comanche County, Texas,77.22
Concho County, Texas,78.22
Cooke County, Texas,77.27
Coryell County, Texas,78.04
Cottle County, Texas,77.56
Crane County, Texas,75.94
Crockett County, Texas,77.13
Crosby County, Texas,77.07
Culberson County, Texas,78.59
Dallam County, Texas,75.61
Dallas County, Texas,78.09
Dawson County, Texas,77.05
DeWitt County, Texas,77.32
Deaf Smith County, Texas,77.64
Delta County, Texas,75.80
Denton County, Texas,80.39
Dickens County, Texas,77.47
Dimmit County, Texas,77.95
Donley County, Texas,76.63
Duval County, Texas,76.70
Eastland County, Texas,75.59
Ector County, Texas,75.24
Edwards County, Texas,79.37
El Paso County, Texas,79.79
Ellis County, Texas,77.78
Erath County, Texas,78.42
Falls County, Texas,76.15
Fannin County, Texas,75.87
Fayette County, Texas,79.14
Fisher County, Texas,77.81
Floyd County, Texas,78.28
Foard County, Texas,77.83
Fort Bend County, Texas,81.20
Franklin County, Texas,77.77
Freestone County, Texas,76.39
Frio County, Texas,77.73
Gaines County, Texas,77.93
Galveston County, Texas,77.05
Garza County, Texas,76.17
Gillespie County, Texas,80.67
Glasscock County, Texas,79.85
Goliad County, Texas,79.29
Gonzales County, Texas,76.92
Gray County, Texas,75.69
Grayson County, Texas,76.35
Gregg County, Texas,75.45
Grimes County, Texas,76.23
Guadalupe County, Texas,79.57
Hale County, Texas,77.95
Hall County, Texas,76.34
Hamilton County, Texas,76.85
Hansford County, Texas,77.08
Hardeman County, Texas,77.50
Hardin County, Texas,75.93
Harris County, Texas,78.45
Harrison County, Texas,75.93
Hartley County, Texas,80.48
Haskell County, Texas,77.01
Hays County, Texas,80.10
Hemphill County, Texas,77.60
Henderson County, Texas,75.69
Hidalgo County, Texas,80.74
Hill County, Texas,76.62
Hockley County, Texas,76.83
Hood County, Texas,78.32
Hopkins County, Texas,76.69
Houston County, Texas,75.67
Howard County, Texas,75.06
Hudspeth County, Texas,80.77
Hunt County, Texas,75.99
Hutchinson County, Texas,75.60
Irion County, Texas,79.60
Jack County, Texas,76.77
Jackson County, Texas,77.35
Jasper County, Texas,75.46
Jeff Davis County, Texas,81.78
Jefferson County, Texas,76.04
Jim Hogg County, Texas,77.42
Jim Wells County, Texas,76.51
Johnson County, Texas,76.84
Jones County, Texas,76.82
Karnes County, Texas,76.87
Kaufman County, Texas,76.00
Kendall County, Texas,79.88
Kenedy County, Texas,77.02
Kent County, Texas,77.38
Kerr County, Texas,78.78
Kimble County, Texas,77.89
King County, Texas,78.33
Kinney County, Texas,79.57
Kleberg County, Texas,77.58
Knox County, Texas,77.41
La Salle County, Texas,77.43
Lamar County, Texas,75.76
Lamb County, Texas,76.73
Lampasas County, Texas,77.29
Lavaca County, Texas,79.00
Lee County, Texas,78.47
Leon County, Texas,76.14
Liberty County, Texas,74.28
Limestone County, Texas,74.64
Lipscomb County, Texas,77.90
Live Oak County, Texas,79.41
Llano County, Texas,79.17
Loving County, Texas,74.10
Lubbock County, Texas,76.85
Lynn County, Texas,77.13
Madison County, Texas,76.94
Marion County, Texas,74.60
Martin County, Texas,76.63
Mason County, Texas,79.58
Matagorda County, Texas,76.51
Maverick County, Texas,79.41
McCulloch County, Texas,76.53
McLennan County, Texas,77.18
McMullen County, Texas,78.58
Medina County, Texas,78.67
Menard County, Texas,77.80
Midland County, Texas,78.41
Milam County, Texas,76.96
