State,County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010
Kansas,Rush County,28,7.25,77.56,27.6,1314,10483,11797,11.1
Indiana,Spencer County,30.4,7.25,78.74,23.3,861,3666,4527,8.8
Kentucky,Spencer County,33.9,7.25,78.74,23.3,861,3666,4527,8.8
Indiana,Starke County,35,7.25,74.98,29.6,1046,4997,6043,13.3
Indiana,Steuben County,32.7,7.25,78.88,24.5,1429,5986,7415,11.1
New York,Steuben County,30.9,7.25,78.88,24.5,1429,5986,7415,11.1
Indiana,Sullivan County,31.5,7.25,75.73,28.0,2569,6723,9292,10.1
Missouri,Sullivan County,30.2,7.35,75.73,28.0,2569,6723,9292,10.1
New Hampshire,Sullivan County,26.8,7.25,75.73,28.0,2569,6723,9292,10.1
New York,Sullivan County,29.3,7.25,75.73,28.0,2569,6723,9292,10.1
Pennsylvania,Sullivan County,32.2,7.25,75.73,28.0,2569,6723,9292,10.1
Tennessee,Sullivan County,33,7.25,75.73,28.0,2569,6723,9292,10.1
Indiana,Switzerland County,27.9,7.25,76.58,29.4,1641,10855,12496,9.3
Indiana,Tippecanoe County,27.1,7.25,79.03,20.2,1579,4181,5760,8.9
Indiana,Tipton County,32.1,7.25,78.71,25.9,7414,121618,129032,10.3
Tennessee,Tipton County,34.6,7.25,78.71,25.9,7414,121618,129032,10.3
Indiana,Vanderburgh County,32.4,7.25,77.4,27.1,1657,10542,12199,8.9
Indiana,Vermillion County,28.3,7.25,75.87,28.6,729,14674,15403,12.9
Indiana,Vigo County,32,7.25,76.47,27.1,667,8000,8667,11.2
Indiana,Warrick County,32.4,7.25,79.08,20.6,1626,4217,5843,8.0
Indiana,Wells County,28.6,7.25,79.46,25.4,6471,119112,125583,9.8
North Dakota,Wells County,28.9,7.25,79.46,25.4,6471,119112,125583,9.8
Indiana,Whitley County,33.7,7.25,78.97,26.4,7576,114974,122550,11.5
Kentucky,Whitley County,35.8,7.25,78.97,26.4,7576,114974,122550,11.5
Iowa,Adair County,31.8,7.25,79.43,22.2,6648,119106,125754,5.5
Kentucky,Adair County,33.9,7.25,79.43,22.2,6648,119106,125754,5.5
Missouri,Adair County,30.5,7.35,79.43,22.2,6648,119106,125754,5.5
Oklahoma,Adair County,36,7.25,79.43,22.2,6648,119106,125754,5.5
Iowa,Allamakee County,28,7.25,79.92,22.6,12421,229869,242290,7.8
Iowa,Appanoose County,30,7.25,78.33,25.2,7095,121336,128431,7.3
Iowa,Audubon County,34.1,7.25,80.52,21.9,2192,12975,15167,5.6
Iowa,Black Hawk County,28.5,7.25,79.34,23.3,1202,10433,11635,6.2
Iowa,Bremer County,28.1,7.25,81.87,18.4,1711,19337,21048,4.9
Iowa,Buchanan County,30,7.25,79.25,23.4,1257,3867,5124,6.0
Missouri,Buchanan County,38.3,7.35,79.25,23.4,1257,3867,5124,6.0
Virginia,Buchanan County,29.4,7.25,79.25,23.4,1257,3867,5124,6.0
Iowa,Buena Vista County,27.4,7.25,80.75,20.0,1223,3365,4588,4.7
Iowa,Cedar County,35.4,7.25,81.32,21.8,882,6068,6950,5.4
Missouri,Cedar County,31.3,7.35,81.32,21.8,882,6068,6950,5.4
Nebraska,Cedar County,28.1,7.25,81.32,21.8,882,6068,6950,5.4
Iowa,Cerro Gordo County,29.4,7.25,79.41,23.7,451,4659,5110,6.8
Iowa,Chickasaw County,30.6,7.25,80.52,23.3,514,4832,5346,7.4
Mississippi,Chickasaw County,37.1,7.25,80.52,23.3,514,4832,5346,7.4
Iowa,Davis County,32,7.25,79.77,24.1,598,2163,2761,7.1
Utah,Davis County,24.7,7.25,79.77,24.1,598,2163,2761,7.1
Iowa,Des Moines County,32.3,7.25,79.02,24.2,1281,7306,8587,7.4
Iowa,Dickinson County,28.5,7.25,81.16,20.9,2428,8520,10948,6.8
Kansas,Dickinson County,33.7,7.25,81.16,20.9,2428,8520,10948,6.8
Michigan,Dickinson County,29.8,7.25,81.16,20.9,2428,8520,10948,6.8
Iowa,Dubuque County,27.2,7.25,79.97,17.9,929,3786,4715,5.8
Iowa,Emmet County,32.1,7.25,79.61,24.7,1424,4353,5777,7.0
Michigan,Emmet County,28.9,7.25,79.61,24.7,1424,4353,5777,7.0
Iowa,Guthrie County,32.8,7.25,80.06,20.9,1856,6801,8657,6.5
Iowa,Ida County,30.9,7.25,79.43,21.7,752,2997,3749,5.1
Iowa,Iowa County,29.1,7.25,80.74,20.5,408,5337,5745,5.5
Wisconsin,Iowa County,28.2,7.25,80.74,20.5,408,5337,5745,5.5
Iowa,Keokuk County,33.6,7.25,80.31,24.2,1712,7267,8979,6.5
Iowa,Kossuth County,31.1,7.25,81.23,22.5,157,9118,9275,5.1
Iowa,Linn County,27.9,7.25,80.34,20.7,2040,4891,6931,6.0
Kansas,Linn County,33.7,7.25,80.34,20.7,2040,4891,6931,6.0
Missouri,Linn County,35.4,7.35,80.34,20.7,2040,4891,6931,6.0
Oregon,Linn County,29.9,8.95,80.34,20.7,2040,4891,6931,6.0
Iowa,Louisa County,32.6,7.25,79.29,23.0,1696,7231,8927,7.3
Virginia,Louisa County,34,7.25,79.29,23.0,1696,7231,8927,7.3
Iowa,Lucas County,31.9,7.25,79.11,26.8,3314,6963,10277,6.1
Ohio,Lucas County,31.8,7.85,79.11,26.8,3314,6963,10277,6.1
Iowa,Lyon County,30,7.25,80.9,20.6,1759,8814,10573,3.9
Kansas,Lyon County,32.3,7.25,80.9,20.6,1759,8814,10573,3.9
Kentucky,Lyon County,31.3,7.25,80.9,20.6,1759,8814,10573,3.9
Minnesota,Lyon County,27.8,7.25,80.9,20.6,1759,8814,10573,3.9
Nevada,Lyon County,30.9,7.25,80.9,20.6,1759,8814,10573,3.9
Iowa,Mahaska County,27.2,7.25,80.1,23.0,488,6876,7364,6.7
Iowa,Mills County,28.3,7.25,77.8,21.8,207,10799,11006,5.2
Texas,Mills County,30.4,7.25,77.8,21.8,207,10799,11006,5.2
Iowa,Monona County,27.4,7.25,78.02,24.9,4497,19587,24084,7.2
Iowa,Muscatine County,34,7.25,78.99,24.3,4216,23510,27726,8.0
Iowa,O'Brien County,30.5,7.25,80.25,20.2,7954,37530,45484,4.7
Iowa,Page County,32.2,7.25,78.76,25.0,606,7364,7970,6.8
Virginia,Page County,30.9,7.25,78.76,25.0,606,7364,7970,6.8
Iowa,Palo Alto County,28.3,7.25,79.56,23.7,671,6253,6924,6.0
Iowa,Plymouth County,33.4,7.25,80.68,21.0,953,7170,8123,4.5
Massachusetts,Plymouth County,24.7,8.0,80.68,21.0,953,7170,8123,4.5
Iowa,Pocahontas County,30.1,7.25,79.74,22.1,663,7159,7822,5.1
West Virginia,Pocahontas County,30.6,7.25,79.74,22.1,663,7159,7822,5.1
Iowa,Pottawattamie County,33.6,7.25,78.02,25.5,308,8063,8371,5.8
Iowa,Poweshiek County,29.4,7.25,79.85,22.4,590,8980,9570,5.8
Iowa,Ringgold County,30,7.25,79.54,22.2,665,6363,7028,4.7
Iowa,Sac County,29.2,7.25,79.84,21.4,245,8378,8623,4.7
Iowa,Sioux County,27.4,7.25,82.62,17.0,1015,7089,8104,3.9
Nebraska,Sioux County,27.7,7.25,82.62,17.0,1015,7089,8104,3.9
North Dakota,Sioux County,44.3,7.25,82.62,17.0,1015,7089,8104,3.9
Iowa,Story County,25.1,7.25,82.01,14.5,595,9104,9699,4.2
Iowa,Tama County,28.9,7.25,79.6,23.9,660,7993,8653,6.4
Iowa,Wapello County,30.4,7.25,77.82,25.9,6578,33538,40116,7.9
Iowa,Winneshiek County,26.1,7.25,82.51,18.2,1612,6553,8165,5.5
Iowa,Woodbury County,31,7.25,78.27,26.0,712,4387,5099,6.6
Iowa,Wright County,29.3,7.25,80.19,23.9,592,18194,18786,7.2
Minnesota,Wright County,26.5,7.25,80.19,23.9,592,18194,18786,7.2
Missouri,Wright County,34.7,7.35,80.19,23.9,592,18194,18786,7.2
Kansas,Anderson County,31.6,7.25,78.7,26.6,51,4132,4183,7.7
Kentucky,Anderson County,34,7.25,78.7,26.6,51,4132,4183,7.7
South Carolina,Anderson County,30.8,7.25,78.7,26.6,51,4132,4183,7.7
Tennessee,Anderson County,30.9,7.25,78.7,26.6,51,4132,4183,7.7
Texas,Anderson County,34,7.25,78.7,26.6,51,4132,4183,7.7
Kansas,Atchison County,32,7.25,77.64,25.3,268,18130,18398,9.9
Missouri,Atchison County,29,7.35,77.64,25.3,268,18130,18398,9.9
Kansas,Barber County,34.9,7.25,77.72,22.0,613,18273,18886,4.5
Kansas,Barton County,34.4,7.25,78.6,24.0,276,18082,18358,6.0
Missouri,Barton County,30.9,7.35,78.6,24.0,276,18082,18358,6.0
Kansas,Bourbon County,37.8,7.25,77.14,25.3,493,32080,32573,9.0
Kentucky,Bourbon County,33.2,7.25,77.14,25.3,493,32080,32573,9.0
Kansas,Chase County,32.2,7.25,78.25,23.1,557,2872,3429,5.6
Nebraska,Chase County,26.7,7.25,78.25,23.1,557,2872,3429,5.6
Kansas,Chautauqua County,30.6,7.25,77.29,26.5,866,14025,14891,9.0
New York,Chautauqua County,27.5,7.25,77.29,26.5,866,14025,14891,9.0
Kansas,Cloud County,32.7,7.25,78.6,25.6,538,13754,14292,5.6
Kansas,Coffey County,35.2,7.25,77.91,24.3,847,24907,25754,7.6
Kansas,Comanche County,30.4,7.25,77.04,21.1,1280,6790,8070,4.5
Oklahoma,Comanche County,34.5,7.25,77.04,21.1,1280,6790,8070,4.5
Texas,Comanche County,28.8,7.25,77.04,21.1,1280,6790,8070,4.5
Kansas,Cowley County,34.2,7.25,76.67,26.3,385,974,1359,7.8
Kansas,Doniphan County,34.6,7.25,78.95,24.5,4463,27883,32346,8.8
Kansas,Elk County,33.8,7.25,77.4,24.2,1256,3780,5036,8.3
Pennsylvania,Elk County,31.2,7.25,77.4,24.2,1256,3780,5036,8.3
Kansas,Ellis County,29.4,7.25,79.67,19.4,6126,28622,34748,3.9
Oklahoma,Ellis County,31.9,7.25,79.67,19.4,6126,28622,34748,3.9
Texas,Ellis County,29.1,7.25,79.67,19.4,6126,28622,34748,3.9
Kansas,Ellsworth County,34,7.25,78.77,22.6,2992,9173,12165,4.7
Kansas,Finney County,33.2,7.25,79.18,21.9,655,2157,2812,4.6
Kansas,Geary County,30,7.25,76.8,25.9,261,849,1110,9.2
Kansas,Gove County,29.5,7.25,79.64,22.2,2064,6106,8170,3.4
Kansas,Gray County,29,7.25,79.24,21.4,1723,5288,7011,3.2
Texas,Gray County,30.4,7.25,79.24,21.4,1723,5288,7011,3.2
Kansas,Greeley County,30.7,7.25,78.22,21.0,4414,14539,18953,3.4
Nebraska,Greeley County,33.2,7.25,78.22,21.0,4414,14539,18953,3.4
Kansas,Greenwood County,33.5,7.25,77.04,26.0,4017,17901,21918,7.6
South Carolina,Greenwood County,33.6,7.25,77.04,26.0,4017,17901,21918,7.6
Kansas,Harper County,28.8,7.25,77.17,24.5,462,2362,2824,6.3
Oklahoma,Harper County,32.7,7.25,77.17,24.5,462,2362,2824,6.3
Kansas,Harvey County,32.5,7.25,79.34,19.9,866,3039,3905,7.2
Kansas,Haskell County,33.3,7.25,79.18,21.7,6752,20182,26934,3.6
Oklahoma,Haskell County,31.3,7.25,79.18,21.7,6752,20182,26934,3.6
Texas,Haskell County,28.4,7.25,79.18,21.7,6752,20182,26934,3.6
Kansas,Hodgeman County,30.1,7.25,79.84,20.8,502,2175,2677,3.7
Kansas,Jewell County,33.8,7.25,79.85,21.7,3123,10293,13416,5.5
Kansas,Kearny County,32.6,7.25,77.72,22.4,4695,21614,26309,4.5
Kansas,Kingman County,30.9,7.25,78.73,24.7,3436,12248,15684,6.9
Kansas,Labette County,34.1,7.25,76.47,26.1,2145,7535,9680,9.5
Kansas,Lane County,36.4,7.25,78.27,22.2,1072,4455,5527,4.2
Oregon,Lane County,26.7,8.95,78.27,22.2,1072,4455,5527,4.2
Kansas,Leavenworth County,31.5,7.25,78.63,23.7,1123,3878,5001,7.6
Kansas,McPherson County,30.3,7.25,79.59,20.2,90,1052,1142,5.2
Nebraska,McPherson County,28.2,7.25,79.59,20.2,90,1052,1142,5.2
South Dakota,McPherson County,28.3,7.25,79.59,20.2,90,1052,1142,5.2
Kansas,Meade County,31.3,7.25,79.11,19.3,1157,4114,5271,4.2
Kentucky,Meade County,36.2,7.25,79.11,19.3,1157,4114,5271,4.2
South Dakota,Meade County,28.1,7.25,79.11,19.3,1157,4114,5271,4.2
Kansas,Morris County,33,7.25,79.8,24.2,2321,16176,18497,6.8
New Jersey,Morris County,20.8,7.25,79.8,24.2,2321,16176,18497,6.8
Texas,Morris County,31.9,7.25,79.8,24.2,2321,16176,18497,6.8
Kansas,Morton County,33.6,7.25,77.82,21.4,1132,5655,6787,4.3
North Dakota,Morton County,29.4,7.25,77.82,21.4,1132,5655,6787,4.3
Kansas,Nemaha County,29.3,7.25,80.11,23.2,59,2575,2634,4.3
Nebraska,Nemaha County,34.5,7.25,80.11,23.2,59,2575,2634,4.3
Kansas,Neosho County,34.2,7.25,77.46,27.7,110,1998,2108,10.2
Kansas,Ness County,28.7,7.25,79.45,22.2,59,3632,3691,4.0
Kansas,Norton County,33.9,7.25,79.33,26.6,2296,17717,20013,3.8
Kansas,Osage County,36,7.25,77.87,24.1,3377,19139,22516,8.3
Missouri,Osage County,29.2,7.35,77.87,24.1,3377,19139,22516,8.3
Oklahoma,Osage County,33,7.25,77.87,24.1,3377,19139,22516,8.3
Kansas,Osborne County,33.6,7.25,79.3,21.8,2304,16059,18363,4.9
Kansas,Ottawa County,32.7,7.25,78.16,22.2,2355,15482,17837,6.0
Michigan,Ottawa County,25.5,7.25,78.16,22.2,2355,15482,17837,6.0
Ohio,Ottawa County,35,7.85,78.16,22.2,2355,15482,17837,6.0
Oklahoma,Ottawa County,31.6,7.25,78.16,22.2,2355,15482,17837,6.0
Kansas,Pawnee County,34.6,7.25,78.82,23.6,2304,17116,19420,4.7
Nebraska,Pawnee County,33,7.25,78.82,23.6,2304,17116,19420,4.7
Oklahoma,Pawnee County,36.4,7.25,78.82,23.6,2304,17116,19420,4.7
Kansas,Pottawatomie County,31.9,7.25,79.74,19.3,2713,11036,13749,5.2
Oklahoma,Pottawatomie County,37.2,7.25,79.74,19.3,2713,11036,13749,5.2
Kansas,Pratt County,31.1,7.25,78.51,23.2,1373,7421,8794,5.6
Kansas,Rawlins County,35.2,7.25,80.09,22.0,1393,10670,12063,3.5
Kansas,Reno County,32.2,7.25,78.62,25.8,5749,22417,28166,6.4
Kansas,Republic County,29.5,7.25,79.56,22.0,1667,8335,10002,4.3
Kansas,Rice County,35.6,7.25,77.57,22.1,1442,7672,9114,5.4
Minnesota,Rice County,25.9,7.25,77.57,22.1,1442,7672,9114,5.4
Kansas,Riley County,26.5,7.25,81.33,17.4,102,4057,4159,5.0
Kansas,Rooks County,30.5,7.25,78.57,21.9,122,7306,7428,6.3
Kansas,Seward County,34.4,7.25,78.3,21.3,4500,22522,27022,4.9
Nebraska,Seward County,29,7.25,78.3,21.3,4500,22522,27022,4.9
Kansas,Shawnee County,32.6,7.25,78.0,23.3,418,8440,8858,7.0
Kansas,Sheridan County,31.1,7.25,79.9,20.8,3419,23237,26656,3.4
Montana,Sheridan County,27.5,7.25,79.9,20.8,3419,23237,26656,3.4
Nebraska,Sheridan County,29.7,7.25,79.9,20.8,3419,23237,26656,3.4
North Dakota,Sheridan County,29.8,7.25,79.9,20.8,3419,23237,26656,3.4
Wyoming,Sheridan County,25.5,5.15,79.9,20.8,3419,23237,26656,3.4
Kansas,Sherman County,32.4,7.25,78.3,25.8,2079,19622,21701,4.8
Nebraska,Sherman County,33.6,7.25,78.3,25.8,2079,19622,21701,4.8
Oregon,Sherman County,25.9,8.95,78.3,25.8,2079,19622,21701,4.8
Texas,Sherman County,29.6,7.25,78.3,25.8,2079,19622,21701,4.8
Kansas,Smith County,30.8,7.25,79.65,23.2,2099,22871,24970,4.3
Mississippi,Smith County,33.6,7.25,79.65,23.2,2099,22871,24970,4.3
Tennessee,Smith County,33,7.25,79.65,23.2,2099,22871,24970,4.3
Texas,Smith County,28.2,7.25,79.65,23.2,2099,22871,24970,4.3
Kansas,Stafford County,34,7.25,77.97,21.2,6455,34618,41073,5.1
Virginia,Stafford County,31.7,7.25,77.97,21.2,6455,34618,41073,5.1
Kansas,Stanton County,30.6,7.25,78.55,20.2,2373,20536,22909,4.1
Nebraska,Stanton County,31.1,7.25,78.55,20.2,2373,20536,22909,4.1
Kansas,Stevens County,33.7,7.25,78.99,21.2,1738,8608,10346,4.2
Minnesota,Stevens County,28.3,7.25,78.99,21.2,1738,8608,10346,4.2
Washington,Stevens County,27.8,9.19,78.99,21.2,1738,8608,10346,4.2
Kansas,Sumner County,36.7,7.25,77.27,25.2,398,4993,5391,8.9
Tennessee,Sumner County,29.4,7.25,77.27,25.2,398,4993,5391,8.9
Kansas,Trego County,33.1,7.25,78.76,22.2,4774,19989,24763,4.7
Kansas,Wabaunsee County,34.3,7.25,78.99,22.8,692,5907,6599,6.5
Kansas,Wallace County,31.5,7.25,79.42,19.4,235,939,1174,5.9
Kansas,Wichita County,33.7,7.25,79.32,21.8,197,2482,2679,3.4
Texas,Wichita County,32.9,7.25,79.32,21.8,197,2482,2679,3.4
Kansas,Wilson County,34,7.25,76.5,29.2,162,4070,4232,12.0
North Carolina,Wilson County,34.9,7.25,76.5,29.2,162,4070,4232,12.0
Tennessee,Wilson County,33.5,7.25,76.5,29.2,162,4070,4232,12.0
Texas,Wilson County,27.6,7.25,76.5,29.2,162,4070,4232,12.0
Kansas,Woodson County,29.3,7.25,77.1,25.3,565,2304,2869,7.9
Kansas,Wyandotte County,39.3,7.25,75.19,27.4,1370,6898,8268,10.1
Kentucky,Ballard County,34.3,7.25,75.71,27.6,3117,12392,15509,10.3
Kentucky,Barren County,31.4,7.25,76.71,29.4,2203,12703,14906,11.2
Kentucky,Bath County,34.4,7.25,74.67,31.6,4197,21134,25331,14.6
Virginia,Bath County,27.8,7.25,74.67,31.6,4197,21134,25331,14.6
Kentucky,Bell County,32.1,7.25,72.85,33.0,889,4055,4944,12.1
Texas,Bell County,29.1,7.25,72.85,33.0,889,4055,4944,12.1
Kentucky,Boyd County,33.9,7.25,75.95,30.3,17453,50707,68160,10.2
Nebraska,Boyd County,30.9,7.25,75.95,30.3,17453,50707,68160,10.2
Kentucky,Boyle County,30.6,7.25,77.01,27.3,46532,119525,166057,11.2
Kentucky,Bracken County,33.6,7.25,75.37,29.8,2719,12595,15314,11.4
Kentucky,Breathitt County,40,7.25,70.88,33.0,6558,22602,29160,13.5
Kentucky,Breckinridge County,33.8,7.25,76.29,30.3,16133,380017,396150,12.9
Kentucky,Bullitt County,34.2,7.25,78.41,33.0,796,16814,17610,10.6
Kentucky,Caldwell County,32.6,7.25,75.62,31.0,965,14107,15072,10.5
Missouri,Caldwell County,36.6,7.35,75.62,31.0,965,14107,15072,10.5
North Carolina,Caldwell County,29.5,7.25,75.62,31.0,965,14107,15072,10.5
Texas,Caldwell County,32,7.25,75.62,31.0,965,14107,15072,10.5
Kentucky,Calloway County,28.6,7.25,77.56,24.8,1181,11382,12563,8.1
Kentucky,Campbell County,30.5,7.25,77.52,27.4,1109,4600,5709,9.1
South Dakota,Campbell County,31.7,7.25,77.52,27.4,1109,4600,5709,9.1
Tennessee,Campbell County,33.4,7.25,77.52,27.4,1109,4600,5709,9.1
Virginia,Campbell County,31.7,7.25,77.52,27.4,1109,4600,5709,9.1
Wyoming,Campbell County,32.7,5.15,77.52,27.4,1109,4600,5709,9.1
Kentucky,Carlisle County,30.3,7.25,76.62,26.2,1506,6802,8308,9.1
Kentucky,Carter County,32,7.25,75.07,33.0,1308,9187,10495,14.1
Missouri,Carter County,32.8,7.35,75.07,33.0,1308,9187,10495,14.1
Montana,Carter County,23.9,7.25,75.07,33.0,1308,9187,10495,14.1
Oklahoma,Carter County,36.4,7.25,75.07,33.0,1308,9187,10495,14.1
Tennessee,Carter County,30,7.25,75.07,33.0,1308,9187,10495,14.1
Kentucky,Casey County,35.4,7.25,75.21,31.6,298,4252,4550,11.0
Kentucky,Edmonson County,35.5,7.25,77.57,29.6,790,1999,2789,13.3
Kentucky,Elliott County,36,7.25,75.75,36.2,185,6895,7080,15.8
Kentucky,Estill County,32.3,7.25,73.77,35.1,3,914,917,13.5
Kentucky,Fleming County,35.7,7.25,74.75,29.9,222,2987,3209,11.5
Kentucky,Garrard County,37.4,7.25,77.72,28.8,602,17537,18139,11.1
Kentucky,Graves County,31.4,7.25,76.15,28.5,874,26288,27162,9.5
Kentucky,Grayson County,35.3,7.25,75.18,31.8,135,3451,3586,14.2
Texas,Grayson County,27,7.25,75.18,31.8,135,3451,3586,14.2
Virginia,Grayson County,31.8,7.25,75.18,31.8,135,3451,3586,14.2
Kentucky,Green County,30,7.25,77.32,30.9,125,1760,1885,11.8
Wisconsin,Green County,28.3,7.25,77.32,30.9,125,1760,1885,11.8
Kentucky,Greenup County,36.7,7.25,76.11,29.2,240,8716,8956,11.5
Kentucky,Harlan County,34.4,7.25,71.77,33.4,208,7112,7320,11.9
Nebraska,Harlan County,29.3,7.25,71.77,33.4,208,7112,7320,11.9
Kentucky,Hickman County,32.9,7.25,76.63,28.6,190,2251,2441,8.2
Tennessee,Hickman County,33.7,7.25,76.63,28.6,190,2251,2441,8.2
Kentucky,Hopkins County,34.2,7.25,75.24,29.6,106,11032,11138,9.7
Texas,Hopkins County,32.5,7.25,75.24,29.6,106,11032,11138,9.7
Kentucky,Jessamine County,32.5,7.25,77.59,25.3,272,893,1165,8.5
Kentucky,Kenton County,31.6,7.25,76.9,26.8,445,2346,2791,9.8
Kentucky,Knott County,36.6,7.25,73.31,31.9,113,11025,11138,13.5
Kentucky,Larue County,31,7.25,76.84,30.7,116,18396,18512,11.3
Kentucky,Laurel County,32.5,7.25,75.46,32.9,373,11068,11441,11.4
Kentucky,Leslie County,36.3,7.25,71.73,33.6,396,11091,11487,12.9
Kentucky,Letcher County,35.8,7.25,72.64,31.0,653,3763,4416,11.4
Kentucky,McCracken County,30.1,7.25,76.29,26.9,1,3806,3807,9.1
Kentucky,McCreary County,32.3,7.25,73.03,35.3,6383,21609,27992,14.5
Kentucky,Magoffin County,34.1,7.25,73.0,32.7,4127,85757,89884,20.5
Kentucky,Menifee County,35.8,7.25,74.94,34.2,4109,146353,150462,15.5
Kentucky,Metcalfe County,34.3,7.25,74.83,32.6,5423,49257,54680,13.3
Kentucky,Muhlenberg County,34.2,7.25,75.28,30.4,11570,65640,77210,10.9
Kentucky,Nelson County,30.2,7.25,77.29,31.1,0,40108,40108,11.2
North Dakota,Nelson County,30.8,7.25,77.29,31.1,0,40108,40108,11.2
Virginia,Nelson County,25.4,7.25,77.29,31.1,0,40108,40108,11.2
Kentucky,Nicholas County,31.4,7.25,74.27,29.9,19955,112528,132483,10.1
West Virginia,Nicholas County,33.6,7.25,74.27,29.9,19955,112528,132483,10.1
Kentucky,Oldham County,28.9,7.25,79.43,21.4,11813,88197,100010,7.5
Texas,Oldham County,30.4,7.25,79.43,21.4,11813,88197,100010,7.5
Kentucky,Owsley County,35.5,7.25,70.86,32.3,40,2319,2359,13.3
Kentucky,Pendleton County,33.2,7.25,75.74,30.8,76,2834,2910,12.3
West Virginia,Pendleton County,34.8,7.25,75.74,30.8,76,2834,2910,12.3
Kentucky,Powell County,33.2,7.25,72.08,32.7,72,2862,2934,15.5
Montana,Powell County,25.2,7.25,72.08,32.7,72,2862,2934,15.5
Kentucky,Robertson County,32,7.25,75.26,31.8,11819,16996,28815,11.6
Tennessee,Robertson County,32.9,7.25,75.26,31.8,11819,16996,28815,11.6
Texas,Robertson County,31.4,7.25,75.26,31.8,11819,16996,28815,11.6
Kentucky,Rockcastle County,37.4,7.25,74.5,31.2,1082,11598,12680,11.2
Kentucky,Rowan County,34.1,7.25,75.98,28.9,11200,14349,25549,10.1
North Carolina,Rowan County,33.1,7.25,75.98,28.9,11200,14349,25549,10.1
Kentucky,Simpson County,30.4,7.25,75.97,30.2,1054,10712,11766,13.0
Mississippi,Simpson County,36,7.25,75.97,30.2,1054,10712,11766,13.0
Kentucky,Todd County,32.9,7.25,75.82,31.3,2064,19448,21512,10.0
Minnesota,Todd County,29.7,7.25,75.82,31.3,2064,19448,21512,10.0
South Dakota,Todd County,42.1,7.25,75.82,31.3,2064,19448,21512,10.0
Kentucky,Trigg County,33.4,7.25,76.41,28.5,622,16143,16765,14.1
Kentucky,Trimble County,35.2,7.25,76.45,27.5,735,11757,12492,12.9
Kentucky,Wolfe County,31.8,7.25,71.62,33.1,57,769,826,16.4
Louisiana,Acadia Parish,32.2,7.25,74.21,30.6,69,393,462,7.3
Louisiana,Allen Parish,37.6,7.25,76.97,30.9,103,6810,6913,9.8
Louisiana,Ascension Parish,34.5,7.25,77.19,22.1,52,2543,2595,7.5
Louisiana,Assumption Parish,33.4,7.25,76.65,27.1,957,3975,4932,11.6
Louisiana,Avoyelles Parish,39,7.25,74.18,30.5,850,3766,4616,8.4
Louisiana,Beauregard Parish,33.1,7.25,75.37,27.1,1755,5198,6953,7.9
Louisiana,Bienville Parish,39,7.25,73.98,27.4,319,9117,9436,10.0
Louisiana,Bossier Parish,33.9,7.25,77.07,26.9,259,6307,6566,6.1
Louisiana,Caddo Parish,33.9,7.25,74.99,27.8,217,6532,6749,8.1
Louisiana,Calcasieu Parish,34.6,7.25,75.14,26.2,157,3722,3879,8.0
Louisiana,Caldwell Parish,40.8,7.25,73.42,29.5,14,1894,1908,10.8
Louisiana,Cameron Parish,36.2,7.25,78.16,26.8,18,2747,2765,6.3
Louisiana,Catahoula Parish,35.9,7.25,73.43,29.8,21,2626,2647,10.3
Louisiana,Claiborne Parish,35.5,7.25,75.57,29.1,25,3479,3504,8.7
Louisiana,Concordia Parish,35.4,7.25,74.0,30.2,106,5720,5826,9.9
Louisiana,De Soto Parish,36.9,7.25,74.78,29.4,662,7253,7915,8.8
Louisiana,East Baton Rouge Parish,33.6,7.25,76.32,20.3,689,7415,8104,7.6
Louisiana,East Carroll Parish,41.5,7.25,72.13,30.6,1245,8948,10193,17.7
Louisiana,East Feliciana Parish,35.5,7.25,73.11,26.1,74,2022,2096,8.3
Louisiana,Evangeline Parish,31.5,7.25,73.93,30.4,73,1140,1213,8.6
Louisiana,Franklin Parish,35.5,7.25,73.89,28.5,73,1143,1216,11.1
Louisiana,Grant Parish,33.2,7.25,74.93,29.1,72,261,333,8.5
Louisiana,Iberia Parish,36.9,7.25,75.43,26.2,78,1230,1308,8.6
Louisiana,Iberville Parish,38.4,7.25,74.97,27.3,194,13772,13966,10.0
Louisiana,Jackson Parish,35.2,7.25,75.11,26.4,971,6459,7430,7.3
Louisiana,Jefferson Parish,32,7.25,77.04,24.2,216,13753,13969,7.4
Louisiana,Jefferson Davis Parish,34.6,7.25,74.83,29.5,332,26295,26627,7.5
Louisiana,Lafayette Parish,29.5,7.25,77.11,25.6,1109,18982,20091,6.2
Louisiana,Lafourche Parish,38,7.25,76.89,25.4,988,6602,7590,6.1
Louisiana,Lincoln Parish,32.6,7.25,77.38,20.1,1881,11831,13712,8.7
Louisiana,Livingston Parish,33.2,7.25,75.82,26.5,7,1018,1025,7.5
Louisiana,Madison Parish,40.2,7.25,71.79,30.3,363,8276,8639,12.0
Louisiana,Morehouse Parish,39,7.25,73.04,28.7,2257,9199,11456,15.4
Louisiana,Natchitoches Parish,39,7.25,75.41,25.8,867,6405,7272,9.0
Louisiana,Orleans Parish,30.9,7.25,75.22,23.9,394,7804,8198,8.7
Louisiana,Ouachita Parish,33.5,7.25,75.53,26.4,750,15062,15812,8.3
