State,County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010
Georgia,Cobb County,23.4,7.25,79.69,17.3,124,1020,1144,9.3
Georgia,Colquitt County,32.6,7.25,74.98,28.4,792,2999,3791,9.7
Georgia,Cook County,31.7,7.25,74.29,29.7,471,5852,6323,11.7
Illinois,Cook County,26.2,7.25,74.29,29.7,471,5852,6323,11.7
Minnesota,Cook County,26.1,7.25,74.29,29.7,471,5852,6323,11.7
Georgia,Coweta County,29.6,7.25,77.83,22.4,6193,33565,39758,9.7
Georgia,Crisp County,33.8,7.25,74.7,27.9,77,738,815,14.2
Georgia,Dade County,30.9,7.25,75.71,24.1,242,3608,3850,8.7
Missouri,Dade County,32,7.35,75.71,24.1,242,3608,3850,8.7
Georgia,Dawson County,27.5,7.25,77.95,23.2,266,3675,3941,10.9
Montana,Dawson County,26.6,7.25,77.95,23.2,266,3675,3941,10.9
Nebraska,Dawson County,32.2,7.25,77.95,23.2,266,3675,3941,10.9
Texas,Dawson County,29.9,7.25,77.95,23.2,266,3675,3941,10.9
Georgia,Decatur County,31.7,7.25,74.43,25.3,431,6545,6976,12.4
Indiana,Decatur County,28.6,7.25,74.43,25.3,431,6545,6976,12.4
Iowa,Decatur County,30.9,7.25,74.43,25.3,431,6545,6976,12.4
Kansas,Decatur County,32.5,7.25,74.43,25.3,431,6545,6976,12.4
Tennessee,Decatur County,33.3,7.25,74.43,25.3,431,6545,6976,12.4
Georgia,Dodge County,35.8,7.25,74.84,25.1,2694,24301,26995,13.0
Minnesota,Dodge County,33.2,7.25,74.84,25.1,2694,24301,26995,13.0
Nebraska,Dodge County,29.8,7.25,74.84,25.1,2694,24301,26995,13.0
Wisconsin,Dodge County,33.5,7.25,74.84,25.1,2694,24301,26995,13.0
Georgia,Dooly County,31.7,7.25,76.88,28.1,9,45,54,11.6
Georgia,Dougherty County,38.1,7.25,75.45,24.8,215,2639,2854,12.6
Georgia,Early County,30.5,7.25,73.89,26.4,1132,9293,10425,11.7
Georgia,Echols County,28.3,7.25,77.38,26.7,895,4459,5354,8.2
Georgia,Effingham County,31,7.25,76.86,23.9,785,5983,6768,9.6
Illinois,Effingham County,27.1,7.25,76.86,23.9,785,5983,6768,9.6
Georgia,Emanuel County,30,7.25,73.41,26.6,141,1733,1874,12.9
Georgia,Evans County,34.8,7.25,74.97,26.3,51,557,608,9.1
Georgia,Fannin County,29,7.25,77.0,26.2,29,277,306,11.7
Texas,Fannin County,32.1,7.25,77.0,26.2,29,277,306,11.7
Georgia,Floyd County,27.4,7.25,75.81,26.3,8220,50185,58405,11.8
Indiana,Floyd County,29.5,7.25,75.81,26.3,8220,50185,58405,11.8
Iowa,Floyd County,31,7.25,75.81,26.3,8220,50185,58405,11.8
Kentucky,Floyd County,38.6,7.25,75.81,26.3,8220,50185,58405,11.8
Texas,Floyd County,28.9,7.25,75.81,26.3,8220,50185,58405,11.8
Virginia,Floyd County,27.8,7.25,75.81,26.3,8220,50185,58405,11.8
Georgia,Forsyth County,21.9,7.25,81.13,16.0,57,784,841,8.0
North Carolina,Forsyth County,26,7.25,81.13,16.0,57,784,841,8.0
Georgia,Gilmer County,29.1,7.25,78.23,26.5,318,1855,2173,11.3
West Virginia,Gilmer County,35.6,7.25,78.23,26.5,318,1855,2173,11.3
Georgia,Glascock County,28.6,7.25,74.58,26.2,5,131,136,11.0
Georgia,Glynn County,28.2,7.25,76.54,22.7,41,421,462,10.0
Georgia,Gordon County,28.5,7.25,75.72,27.6,47,315,362,12.7
Georgia,Grady County,32.3,7.25,75.71,25.2,78,1578,1656,10.5
Oklahoma,Grady County,37,7.25,75.71,25.2,78,1578,1656,10.5
Georgia,Gwinnett County,25.3,7.25,80.26,16.9,74,555,629,9.2
Georgia,Habersham County,27.6,7.25,78.24,23.7,877,2562,3439,10.7
Georgia,Hall County,29,7.25,78.59,21.2,385,7891,8276,9.6
Nebraska,Hall County,31.2,7.25,78.59,21.2,385,7891,8276,9.6
Texas,Hall County,28.7,7.25,78.59,21.2,385,7891,8276,9.6
Georgia,Hancock County,38.7,7.25,75.08,27.4,577,2786,3363,22.9
Illinois,Hancock County,28.1,7.25,75.08,27.4,577,2786,3363,22.9
Indiana,Hancock County,28.8,7.25,75.08,27.4,577,2786,3363,22.9
Iowa,Hancock County,26.1,7.25,75.08,27.4,577,2786,3363,22.9
Kentucky,Hancock County,36,7.25,75.08,27.4,577,2786,3363,22.9
Maine,Hancock County,24.5,7.5,75.08,27.4,577,2786,3363,22.9
Mississippi,Hancock County,33.3,7.25,75.08,27.4,577,2786,3363,22.9
Ohio,Hancock County,31,7.85,75.08,27.4,577,2786,3363,22.9
Tennessee,Hancock County,30.3,7.25,75.08,27.4,577,2786,3363,22.9
West Virginia,Hancock County,32.6,7.25,75.08,27.4,577,2786,3363,22.9
Georgia,Haralson County,31.6,7.25,73.93,28.9,1380,4793,6173,12.3
Georgia,Harris County,28.2,7.25,78.57,20.0,888,10122,11010,7.7
Texas,Harris County,28.5,7.25,78.57,20.0,888,10122,11010,7.7
Georgia,Hart County,28.4,7.25,76.95,24.3,370,8296,8666,11.5
Kentucky,Hart County,33.3,7.25,76.95,24.3,370,8296,8666,11.5
Georgia,Heard County,28.9,7.25,75.0,30.1,1173,10303,11476,12.1
Georgia,Irwin County,31,7.25,75.51,28.5,218,1427,1645,14.7
Georgia,Jasper County,29.8,7.25,76.17,25.4,3369,40710,44079,11.7
Illinois,Jasper County,30,7.25,76.17,25.4,3369,40710,44079,11.7
Indiana,Jasper County,33.5,7.25,76.17,25.4,3369,40710,44079,11.7
Iowa,Jasper County,35.1,7.25,76.17,25.4,3369,40710,44079,11.7
Mississippi,Jasper County,40.3,7.25,76.17,25.4,3369,40710,44079,11.7
Missouri,Jasper County,32.6,7.35,76.17,25.4,3369,40710,44079,11.7
South Carolina,Jasper County,41.5,7.25,76.17,25.4,3369,40710,44079,11.7
Texas,Jasper County,30.3,7.25,76.17,25.4,3369,40710,44079,11.7
Georgia,Jeff Davis County,28.5,7.25,73.71,25.3,3827,44153,47980,12.8
Texas,Jeff Davis County,26.1,7.25,73.71,25.3,3827,44153,47980,12.8
Georgia,Jenkins County,31.9,7.25,74.17,26.2,8688,72981,81669,15.2
Georgia,Jones County,31,7.25,77.92,23.0,134002,543397,677399,9.7
Iowa,Jones County,28.5,7.25,77.92,23.0,134002,543397,677399,9.7
Mississippi,Jones County,36.8,7.25,77.92,23.0,134002,543397,677399,9.7
North Carolina,Jones County,34.1,7.25,77.92,23.0,134002,543397,677399,9.7
South Dakota,Jones County,30.6,7.25,77.92,23.0,134002,543397,677399,9.7
Texas,Jones County,31.1,7.25,77.92,23.0,134002,543397,677399,9.7
Georgia,Lanier County,29.2,7.25,75.21,27.2,116620,62,116682,10.5
Georgia,Laurens County,35.2,7.25,74.97,23.8,57360,46,57406,13.2
South Carolina,Laurens County,35.8,7.25,74.97,23.8,57360,46,57406,13.2
Georgia,Long County,30.5,7.25,76.79,24.8,4493,50800,55293,8.4
Georgia,Lumpkin County,28.8,7.25,77.67,21.3,10149,108738,118887,10.4
Georgia,McDuffie County,32.5,7.25,73.51,27.5,41212,342771,383983,13.2
Georgia,McIntosh County,31.5,7.25,77.67,25.6,487,4252,4739,10.6
North Dakota,McIntosh County,30.2,7.25,77.67,25.6,487,4252,4739,10.6
Oklahoma,McIntosh County,35,7.25,77.67,25.6,487,4252,4739,10.6
Georgia,Meriwether County,32.3,7.25,74.79,28.3,2972,60307,63279,13.7
Georgia,Mitchell County,31.3,7.25,75.04,28.2,202408,789018,991426,10.8
Iowa,Mitchell County,27.4,7.25,75.04,28.2,202408,789018,991426,10.8
Kansas,Mitchell County,28.9,7.25,75.04,28.2,202408,789018,991426,10.8
North Carolina,Mitchell County,29.1,7.25,75.04,28.2,202408,789018,991426,10.8
Texas,Mitchell County,29.2,7.25,75.04,28.2,202408,789018,991426,10.8
Georgia,Murray County,27.7,7.25,75.19,29.6,11598,92720,104318,13.8
Minnesota,Murray County,31.8,7.25,75.19,29.6,11598,92720,104318,13.8
Oklahoma,Murray County,34.6,7.25,75.19,29.6,11598,92720,104318,13.8
Georgia,Muscogee County,35.8,7.25,74.75,25.3,1710,20712,22422,10.1
Georgia,Oconee County,26.7,7.25,80.2,15.9,2745,19715,22460,7.1
South Carolina,Oconee County,31.3,7.25,80.2,15.9,2745,19715,22460,7.1
Georgia,Oglethorpe County,28.9,7.25,77.95,23.7,603,5029,5632,9.6
Georgia,Paulding County,25.6,7.25,78.11,23.4,460,3814,4274,10.0
Ohio,Paulding County,29.3,7.85,78.11,23.4,460,3814,4274,10.0
Georgia,Peach County,33.7,7.25,73.82,24.1,627,5607,6234,12.1
Georgia,Pierce County,30.6,7.25,74.64,26.1,1444,18838,20282,10.4
Nebraska,Pierce County,34.6,7.25,74.64,26.1,1444,18838,20282,10.4
North Dakota,Pierce County,32.5,7.25,74.64,26.1,1444,18838,20282,10.4
Washington,Pierce County,31.4,9.19,74.64,26.1,1444,18838,20282,10.4
Wisconsin,Pierce County,28.1,7.25,74.64,26.1,1444,18838,20282,10.4
Georgia,Quitman County,31.2,7.25,75.66,29.1,2769,27713,30482,10.0
Mississippi,Quitman County,40.7,7.25,75.66,29.1,2769,27713,30482,10.0
Georgia,Rabun County,29.2,7.25,77.56,22.5,1589,13610,15199,11.8
Georgia,Richmond County,33,7.25,73.79,25.9,121,1716,1837,11.0
New York,Richmond County,27.6,7.25,73.79,25.9,121,1716,1837,11.0
North Carolina,Richmond County,30.5,7.25,73.79,25.9,121,1716,1837,11.0
Virginia,Richmond County,31.2,7.25,73.79,25.9,121,1716,1837,11.0
Georgia,Rockdale County,33.1,7.25,77.97,19.9,5855,69025,74880,11.3
Georgia,Schley County,29,7.25,76.16,26.1,9368,146603,155971,12.1
Georgia,Screven County,33.8,7.25,74.38,26.2,5941,54626,60567,17.0
Georgia,Spalding County,34,7.25,74.7,26.6,232,2025,2257,14.9
Georgia,Stephens County,31.7,7.25,74.85,26.2,1013,7240,8253,12.3
Oklahoma,Stephens County,29.4,7.25,74.85,26.2,1013,7240,8253,12.3
Texas,Stephens County,29.3,7.25,74.85,26.2,1013,7240,8253,12.3
Georgia,Stewart County,34.6,7.25,74.37,28.3,5532,74123,79655,10.3
Tennessee,Stewart County,31.3,7.25,74.37,28.3,5532,74123,79655,10.3
Georgia,Talbot County,34.8,7.25,74.24,26.0,1487,21245,22732,10.1
Maryland,Talbot County,26.9,7.25,74.24,26.0,1487,21245,22732,10.1
Georgia,Taliaferro County,35.2,7.25,75.21,27.1,1491,12186,13677,18.0
Georgia,Tattnall County,31.5,7.25,74.85,26.7,989,14790,15779,9.1
Georgia,Telfair County,30.6,7.25,75.72,26.4,977,13783,14760,14.7
Georgia,Terrell County,38.6,7.25,74.03,28.1,31336,285011,316347,12.2
Texas,Terrell County,28.3,7.25,74.03,28.1,31336,285011,316347,12.2
Georgia,Thomas County,32.6,7.25,75.27,26.1,8735,94888,103623,11.2
Kansas,Thomas County,29.5,7.25,75.27,26.1,8735,94888,103623,11.2
Nebraska,Thomas County,32.2,7.25,75.27,26.1,8735,94888,103623,11.2
Georgia,Tift County,32,7.25,75.46,25.9,20906,220837,241743,12.0
Georgia,Toombs County,33.6,7.25,74.41,23.5,10510,115144,125654,12.3
Georgia,Towns County,27.4,7.25,78.38,22.9,23574,204419,227993,12.9
Georgia,Treutlen County,34.8,7.25,75.02,28.1,17951,182862,200813,12.1
Georgia,Troup County,30.9,7.25,74.93,25.7,3413,34963,38376,11.5
Georgia,Turner County,32.6,7.25,74.1,28.3,2013,23402,25415,16.6
South Dakota,Turner County,32.2,7.25,74.1,28.3,2013,23402,25415,16.6
Georgia,Twiggs County,32,7.25,74.59,26.7,7463,73888,81351,15.5
Georgia,Upson County,34.4,7.25,73.89,28.3,5003,67751,72754,12.2
Georgia,Ware County,34.1,7.25,74.35,26.3,1356,14747,16103,11.0
Georgia,Warren County,37.2,7.25,74.21,28.0,835,7896,8731,17.2
Illinois,Warren County,30.4,7.25,74.21,28.0,835,7896,8731,17.2
Indiana,Warren County,28.5,7.25,74.21,28.0,835,7896,8731,17.2
Iowa,Warren County,31,7.25,74.21,28.0,835,7896,8731,17.2
Kentucky,Warren County,27.7,7.25,74.21,28.0,835,7896,8731,17.2
Mississippi,Warren County,39.8,7.25,74.21,28.0,835,7896,8731,17.2
Missouri,Warren County,31.4,7.35,74.21,28.0,835,7896,8731,17.2
New Jersey,Warren County,25.6,7.25,74.21,28.0,835,7896,8731,17.2
New York,Warren County,28.8,7.25,74.21,28.0,835,7896,8731,17.2
North Carolina,Warren County,34.8,7.25,74.21,28.0,835,7896,8731,17.2
Ohio,Warren County,26.2,7.85,74.21,28.0,835,7896,8731,17.2
Pennsylvania,Warren County,31.2,7.25,74.21,28.0,835,7896,8731,17.2
Tennessee,Warren County,34.1,7.25,74.21,28.0,835,7896,8731,17.2
Virginia,Warren County,26,7.25,74.21,28.0,835,7896,8731,17.2
Georgia,Wayne County,33.4,7.25,74.91,26.5,12631,131789,144420,12.0
Illinois,Wayne County,29,7.25,74.91,26.5,12631,131789,144420,12.0
Indiana,Wayne County,28.2,7.25,74.91,26.5,12631,131789,144420,12.0
Iowa,Wayne County,31.4,7.25,74.91,26.5,12631,131789,144420,12.0
Kentucky,Wayne County,31.5,7.25,74.91,26.5,12631,131789,144420,12.0
Michigan,Wayne County,34.3,7.25,74.91,26.5,12631,131789,144420,12.0
Mississippi,Wayne County,36.6,7.25,74.91,26.5,12631,131789,144420,12.0
Missouri,Wayne County,27.6,7.35,74.91,26.5,12631,131789,144420,12.0
Nebraska,Wayne County,29.1,7.25,74.91,26.5,12631,131789,144420,12.0
New York,Wayne County,31.4,7.25,74.91,26.5,12631,131789,144420,12.0
North Carolina,Wayne County,34.1,7.25,74.91,26.5,12631,131789,144420,12.0
Ohio,Wayne County,30.5,7.85,74.91,26.5,12631,131789,144420,12.0
Pennsylvania,Wayne County,29,7.25,74.91,26.5,12631,131789,144420,12.0
Tennessee,Wayne County,31.5,7.25,74.91,26.5,12631,131789,144420,12.0
Utah,Wayne County,24.9,7.25,74.91,26.5,12631,131789,144420,12.0
West Virginia,Wayne County,35.5,7.25,74.91,26.5,12631,131789,144420,12.0
Georgia,Webster County,31.1,7.25,77.67,24.8,583,6454,7037,12.8
Iowa,Webster County,28.7,7.25,77.67,24.8,583,6454,7037,12.8
Kentucky,Webster County,33.7,7.25,77.67,24.8,583,6454,7037,12.8
Mississippi,Webster County,35.3,7.25,77.67,24.8,583,6454,7037,12.8
Missouri,Webster County,32.2,7.35,77.67,24.8,583,6454,7037,12.8
Nebraska,Webster County,32.3,7.25,77.67,24.8,583,6454,7037,12.8
West Virginia,Webster County,35.6,7.25,77.67,24.8,583,6454,7037,12.8
Georgia,Wheeler County,31.6,7.25,76.51,27.9,796,9709,10505,15.1
Nebraska,Wheeler County,27,7.25,76.51,27.9,796,9709,10505,15.1
Oregon,Wheeler County,25.8,8.95,76.51,27.9,796,9709,10505,15.1
Texas,Wheeler County,29.6,7.25,76.51,27.9,796,9709,10505,15.1
Georgia,Whitfield County,28.4,7.25,76.81,25.6,1561,6302,7863,11.9
Georgia,Wilkes County,32.7,7.25,74.73,27.8,948,3113,4061,13.2
North Carolina,Wilkes County,29.3,7.25,74.73,27.8,948,3113,4061,13.2
Georgia,Wilkinson County,32.1,7.25,74.84,25.5,579,1540,2119,14.0
Mississippi,Wilkinson County,42.4,7.25,74.84,25.5,579,1540,2119,14.0
Georgia,Worth County,31.6,7.25,76.59,28.3,3477,14100,17577,12.1
Iowa,Worth County,29.7,7.25,76.59,28.3,3477,14100,17577,12.1
Missouri,Worth County,29.8,7.35,76.59,28.3,3477,14100,17577,12.1
Hawaii,Hawaii County,24.1,7.25,80.18,22.0,1149,4947,6096,9.9
Hawaii,Kauai County,21.7,7.25,80.8,20.2,5639,31094,36733,8.8
Idaho,Ada County,23.5,7.25,80.71,17.8,1652,7382,9034,8.3
Idaho,Bannock County,29.2,7.25,78.09,20.0,858,3589,4447,8.0
Idaho,Bear Lake County,26.6,7.25,78.6,19.0,1223,5749,6972,7.4
Idaho,Benewah County,26.6,7.25,76.78,27.2,1623,6293,7916,13.6
Idaho,Bingham County,33.7,7.25,78.52,19.2,1055,5278,6333,7.2
Idaho,Blaine County,18.4,7.25,82.64,13.8,4210,15914,20124,9.6
Montana,Blaine County,33.5,7.25,82.64,13.8,4210,15914,20124,9.6
Nebraska,Blaine County,31.3,7.25,82.64,13.8,4210,15914,20124,9.6
Oklahoma,Blaine County,32.2,7.25,82.64,13.8,4210,15914,20124,9.6
Idaho,Boise County,25.8,7.25,80.74,21.8,3291,10636,13927,10.6
Idaho,Bonner County,23.7,7.25,79.2,23.6,4352,16441,20793,12.9
Idaho,Bonneville County,28.4,7.25,79.01,16.1,2986,17360,20346,7.0
Idaho,Boundary County,25.6,7.25,78.35,27.5,4047,23165,27212,13.4
Idaho,Camas County,25.6,7.25,80.82,22.5,688,2325,3013,12.8
Idaho,Canyon County,30,7.25,78.94,21.7,2255,11623,13878,11.3
Idaho,Caribou County,24.7,7.25,78.74,20.3,31303,33910,65213,7.8
Idaho,Cassia County,30.8,7.25,78.81,19.4,1287,6327,7614,7.1
Idaho,Clearwater County,31.6,7.25,78.58,26.4,58981,52952,111933,14.6
Minnesota,Clearwater County,29.9,7.25,78.58,26.4,58981,52952,111933,14.6
Idaho,Gem County,29.8,7.25,78.41,24.1,1110,4120,5230,11.4
Idaho,Gooding County,30.8,7.25,78.1,23.3,11190,31264,42454,7.5
Idaho,Idaho County,28.1,7.25,79.44,24.7,5534,16975,22509,12.5
Idaho,Jerome County,32.3,7.25,78.33,21.1,6346,21096,27442,8.0
Idaho,Kootenai County,24.1,7.25,79.45,23.1,5794,17862,23656,10.9
Idaho,Latah County,24.8,7.25,80.81,16.4,138,3573,3711,6.6
Idaho,Lemhi County,21.7,7.25,79.28,24.0,100,4089,4189,10.2
Idaho,Lewis County,29.3,7.25,78.49,23.3,950,7694,8644,6.7
Kentucky,Lewis County,36.4,7.25,78.49,23.3,950,7694,8644,6.7
Missouri,Lewis County,34.4,7.35,78.49,23.3,950,7694,8644,6.7
New York,Lewis County,25.9,7.25,78.49,23.3,950,7694,8644,6.7
Tennessee,Lewis County,32.4,7.25,78.49,23.3,950,7694,8644,6.7
Washington,Lewis County,32.4,9.19,78.49,23.3,950,7694,8644,6.7
West Virginia,Lewis County,31.8,7.25,78.49,23.3,950,7694,8644,6.7
Idaho,Minidoka County,30.1,7.25,78.52,21.4,50,4687,4737,7.4
Idaho,Nez Perce County,32.2,7.25,78.03,25.3,900,8292,9192,6.7
Idaho,Oneida County,31.7,7.25,80.12,19.1,6604,21825,28429,6.0
New York,Oneida County,27.5,7.25,80.12,19.1,6604,21825,28429,6.0
Wisconsin,Oneida County,27.4,7.25,80.12,19.1,6604,21825,28429,6.0
Idaho,Owyhee County,30.1,7.25,78.52,24.7,948,7536,8484,4.2
Idaho,Payette County,27.5,7.25,78.48,25.8,910,8052,8962,9.7
Idaho,Power County,29.9,7.25,78.44,19.3,1760,11657,13417,9.2
Idaho,Shoshone County,30.4,7.25,75.96,27.7,3044,16791,19835,15.9
Idaho,Teton County,25.5,7.25,81.77,13.5,905,4960,5865,7.9
Montana,Teton County,24.2,7.25,81.77,13.5,905,4960,5865,7.9
Wyoming,Teton County,13.1,5.15,81.77,13.5,905,4960,5865,7.9
Idaho,Twin Falls County,25.3,7.25,78.12,23.0,12728,67402,80130,8.5
Idaho,Valley County,25.8,7.25,81.39,19.1,7091,36624,43715,15.7
Montana,Valley County,27.4,7.25,81.39,19.1,7091,36624,43715,15.7
Nebraska,Valley County,29.8,7.25,81.39,19.1,7091,36624,43715,15.7
Illinois,Alexander County,32.7,7.25,74.33,28.9,357,1578,1935,11.7
North Carolina,Alexander County,27.2,7.25,74.33,28.9,357,1578,1935,11.7
Illinois,Bond County,28.9,7.25,78.71,23.7,2386,8540,10926,10.0
Illinois,Brown County,30,7.25,78.89,26.8,2553,13730,16283,7.0
Indiana,Brown County,29.4,7.25,78.89,26.8,2553,13730,16283,7.0
Kansas,Brown County,34.3,7.25,78.89,26.8,2553,13730,16283,7.0
Minnesota,Brown County,28.7,7.25,78.89,26.8,2553,13730,16283,7.0
Nebraska,Brown County,31.7,7.25,78.89,26.8,2553,13730,16283,7.0
Ohio,Brown County,36.4,7.85,78.89,26.8,2553,13730,16283,7.0
South Dakota,Brown County,31.1,7.25,78.89,26.8,2553,13730,16283,7.0
Texas,Brown County,32.3,7.25,78.89,26.8,2553,13730,16283,7.0
Wisconsin,Brown County,29.3,7.25,78.89,26.8,2553,13730,16283,7.0
Illinois,Bureau County,31,7.25,79.31,24.5,2032,14863,16895,10.8
Illinois,Cass County,30.3,7.25,77.36,24.1,1708,5914,7622,8.3
Indiana,Cass County,34.5,7.25,77.36,24.1,1708,5914,7622,8.3
Iowa,Cass County,35.4,7.25,77.36,24.1,1708,5914,7622,8.3
Michigan,Cass County,31.4,7.25,77.36,24.1,1708,5914,7622,8.3
Minnesota,Cass County,28.4,7.25,77.36,24.1,1708,5914,7622,8.3
Missouri,Cass County,33.1,7.35,77.36,24.1,1708,5914,7622,8.3
Nebraska,Cass County,31.8,7.25,77.36,24.1,1708,5914,7622,8.3
North Dakota,Cass County,27,7.25,77.36,24.1,1708,5914,7622,8.3
Texas,Cass County,29.4,7.25,77.36,24.1,1708,5914,7622,8.3
Illinois,Champaign County,27.4,7.25,80.29,18.3,1931,16564,18495,8.2
Ohio,Champaign County,33.4,7.85,80.29,18.3,1931,16564,18495,8.2
Illinois,Christian County,32.2,7.25,77.9,28.2,1495,6206,7701,10.1
Kentucky,Christian County,32,7.25,77.9,28.2,1495,6206,7701,10.1
Missouri,Christian County,29.3,7.35,77.9,28.2,1495,6206,7701,10.1
Illinois,Clinton County,28,7.25,79.52,24.6,704,1634,2338,7.3
Indiana,Clinton County,29.4,7.25,79.52,24.6,704,1634,2338,7.3
Iowa,Clinton County,30,7.25,79.52,24.6,704,1634,2338,7.3
Kentucky,Clinton County,32.2,7.25,79.52,24.6,704,1634,2338,7.3
Michigan,Clinton County,33.2,7.25,79.52,24.6,704,1634,2338,7.3
Missouri,Clinton County,32.2,7.35,79.52,24.6,704,1634,2338,7.3
New York,Clinton County,29.6,7.25,79.52,24.6,704,1634,2338,7.3
Ohio,Clinton County,29.7,7.85,79.52,24.6,704,1634,2338,7.3
Pennsylvania,Clinton County,31.5,7.25,79.52,24.6,704,1634,2338,7.3
Illinois,Coles County,29.4,7.25,78.11,22.8,20763,108543,129306,9.8
Illinois,Cumberland County,28.7,7.25,78.76,24.3,3880,17596,21476,9.2
Kentucky,Cumberland County,34.2,7.25,78.76,24.3,3880,17596,21476,9.2
Maine,Cumberland County,21.9,7.5,78.76,24.3,3880,17596,21476,9.2
New Jersey,Cumberland County,33.4,7.25,78.76,24.3,3880,17596,21476,9.2
North Carolina,Cumberland County,33.8,7.25,78.76,24.3,3880,17596,21476,9.2
Pennsylvania,Cumberland County,25.5,7.25,78.76,24.3,3880,17596,21476,9.2
Tennessee,Cumberland County,28.6,7.25,78.76,24.3,3880,17596,21476,9.2
Virginia,Cumberland County,32.2,7.25,78.76,24.3,3880,17596,21476,9.2
Illinois,De Witt County,30.3,7.25,78.12,25.9,3412,18171,21583,8.7
Illinois,DuPage County,24.8,7.25,81.61,15.2,4903,17962,22865,8.9
Illinois,Edgar County,32.5,7.25,77.26,26.8,2112,14374,16486,11.2
Illinois,Edwards County,27.3,7.25,77.51,24.4,1459,7114,8573,8.7
Kansas,Edwards County,34.8,7.25,77.51,24.4,1459,7114,8573,8.7
Texas,Edwards County,28.8,7.25,77.51,24.4,1459,7114,8573,8.7
Illinois,Ford County,30.7,7.25,77.51,26.3,524,4361,4885,9.4
Kansas,Ford County,34.3,7.25,77.51,26.3,524,4361,4885,9.4
Illinois,Gallatin County,29.9,7.25,75.38,27.2,62,4688,4750,9.6
Kentucky,Gallatin County,31.5,7.25,75.38,27.2,62,4688,4750,9.6
Montana,Gallatin County,17.5,7.25,75.38,27.2,62,4688,4750,9.6
Illinois,Grundy County,34.2,7.25,78.62,19.3,2117,6202,8319,13.3
Iowa,Grundy County,31.7,7.25,78.62,19.3,2117,6202,8319,13.3
Missouri,Grundy County,32.5,7.35,78.62,19.3,2117,6202,8319,13.3
Tennessee,Grundy County,30.6,7.25,78.62,19.3,2117,6202,8319,13.3
Illinois,Hardin County,31.1,7.25,75.35,22.5,3017,10599,13616,10.8
Iowa,Hardin County,33.8,7.25,75.35,22.5,3017,10599,13616,10.8
Kentucky,Hardin County,30.1,7.25,75.35,22.5,3017,10599,13616,10.8
Ohio,Hardin County,31.6,7.85,75.35,22.5,3017,10599,13616,10.8
Tennessee,Hardin County,32.8,7.25,75.35,22.5,3017,10599,13616,10.8
Texas,Hardin County,31.6,7.25,75.35,22.5,3017,10599,13616,10.8
Illinois,Henderson County,31.1,7.25,78.61,23.6,769,3524,4293,9.3
Kentucky,Henderson County,32.7,7.25,78.61,23.6,769,3524,4293,9.3
North Carolina,Henderson County,21.9,7.25,78.61,23.6,769,3524,4293,9.3
Tennessee,Henderson County,36.4,7.25,78.61,23.6,769,3524,4293,9.3
Texas,Henderson County,27.6,7.25,78.61,23.6,769,3524,4293,9.3
Illinois,Iroquois County,32.4,7.25,77.64,25.9,3551,12218,15769,10.1
Illinois,Jersey County,28.4,7.25,78.05,24.2,13957,47059,61016,9.2
Illinois,Jo Daviess County,26.8,7.25,80.74,18.9,6071,36007,42078,8.9
Illinois,Kane County,26.9,7.25,80.58,18.6,89,771,860,11.0
Utah,Kane County,23.1,7.25,80.58,18.6,89,771,860,11.0
Illinois,Kankakee County,32.8,7.25,77.15,27.0,1770,10054,11824,12.3
Illinois,Kendall County,28.1,7.25,80.94,17.7,1884,6492,8376,10.1
Texas,Kendall County,24.2,7.25,80.94,17.7,1884,6492,8376,10.1
Illinois,Knox County,32.4,7.25,77.62,26.2,2716,8725,11441,9.6
Indiana,Knox County,33.1,7.25,77.62,26.2,2716,8725,11441,9.6
Kentucky,Knox County,33.3,7.25,77.62,26.2,2716,8725,11441,9.6
Maine,Knox County,26,7.5,77.62,26.2,2716,8725,11441,9.6
Missouri,Knox County,32.9,7.35,77.62,26.2,2716,8725,11441,9.6
Nebraska,Knox County,27.9,7.25,77.62,26.2,2716,8725,11441,9.6
Ohio,Knox County,31.6,7.85,77.62,26.2,2716,8725,11441,9.6
Tennessee,Knox County,29.5,7.25,77.62,26.2,2716,8725,11441,9.6
Texas,Knox County,27.8,7.25,77.62,26.2,2716,8725,11441,9.6
Illinois,LaSalle County,29.4,7.25,78.06,25.1,1150,6286,7436,12.0
Illinois,Livingston County,30.8,7.25,78.06,27.9,2066,37556,39622,10.0
